ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
29;RURAL;C;3;;12/1999;2.923.322;179.399;29.350;7.823;725.811;3;942.385;623.103;53.521;84;44;622.540;1999;12;Passivo;0;681.645;328.364;52.870;
30;DEUTSCHE;C;4;;12/1999;2.756.902;4.257;0;0;91.241;0;95.498;155.825;0;0;59.359;996.101;1999;12;Passivo;0;1.450.120;220.623;-7.146;
31;JP MORGAN;C;4;;12/1999;2.078.780;492;0;174.006;424.349;0;598.848;0;18.046;0;0;22.363;1999;12;Passivo;0;1.439.523;374.170;40.899;
32;BARCLAYS GALICIA;C;5;;12/1999;2.071.392;341;0;2.302;66.774;0;69.417;181.293;676.943;0;7.040;643.725;1999;12;Passivo;0;492.975;193.044;-57.496;
33;DRESDNER;C;4;;12/1999;2.135.281;3.965;0;40.603;49.315;0;93.883;72.179;0;17.976;226.595;1.420.987;1999;12;Passivo;0;303.661;200.327;25.579;
34;BBM;C;3;;12/1999;1.546.724;91.904;0;5.002;243.775;0;340.681;518.065;0;1;56;188.184;1999;12;Passivo;0;499.737;464.172;80.397;
35;BASA;I;1;;12/1999;1.768.327;148.460;53.890;7.598;452.140;221.096;883.184;14.163;0;242;109;89.928;1999;12;Passivo;0;780.702;224.981;27.726;
36;BEG;I;1;2;12/1999;1.707.447;146.386;154.806;0;203.147;259;504.598;1.017.589;0;40;1.435;10.522;1999;12;Passivo;0;173.263;210.961;93.936;
37;BIC;C;3;;12/1999;2.538.534;12.307;64.583;4.030;753.757;0;834.676;1.164.778;154.780;180;98;254.599;1999;12;Passivo;0;129.423;236.813;1.963;
38;MERCANTIL DO BRASIL;C;3;;12/1999;1.913.444;54.063;348.395;14.270;732.164;0;1.148.892;428.297;52.895;84;25.770;101.969;1999;12;Passivo;0;155.537;410.838;9.731;
39;ING;C;4;;12/1999;1.719.212;205;0;0;138.943;0;139.148;70.317;378.507;0;324;291.573;1999;12;Passivo;0;839.342;165.725;19.023;
40;PACTUAL;C;5;;12/1999;1.576.436;521;0;668;262.821;0;264.011;847.519;0;930;0;77.178;1999;12;Passivo;0;386.798;449.643;167.112;
41;BANESTES;C;2;;12/1999;1.618.361;229.803;441.535;1;324.186;0;995.524;298.723;24.719;21;18.367;108.592;1999;12;Passivo;0;172.414;129.890;10.478;
42;BEAL;I;4;2;12/1999;1.664.512;108;0;30.881;421.290;0;452.279;85.753;412.265;0;4.969;194.153;1999;12;Passivo;0;515.093;159.800;3.480;
43;ABC-BRASIL;C;4;;12/1999;1.489.338;2.664;0;30.228;521.239;0;554.131;136.769;0;0;0;645.770;1999;12;Passivo;0;152.667;244.888;26.681;
44;CREDIBANCO;C;5;;12/1999;1.461.986;6.208;0;30.139;396.508;0;432.856;60.538;274.324;0;0;610.432;1999;12;Passivo;0;83.836;197.671;7.424;
45;BNL;I;4;2;12/1999;1.460.126;4.006;0;24.635;334.900;0;363.541;344.047;0;0;668;602.786;1999;12;Passivo;0;149.083;143.428;9.805;
46;TOKYOMITSUBISHI;I;4;2;12/1999;1.486.021;8.622;0;0;39.097;0;47.719;178.939;18.111;0;26.787;851.244;1999;12;Passivo;0;363.221;239.431;6.226;
47;BMC;C;3;;12/1999;1.562.411;3.888;0;0;186.328;247;190.464;646.414;232.791;0;56;410.918;1999;12;Passivo;0;81.768;173.311;3.281;
48;AGF BRASEG;C;4;;12/1999;1.206.805;624;0;4.346;398.526;0;403.497;16.588;505.144;15;0;175.511;1999;12;Passivo;0;106.051;79.095;9.701;
49;BRB;I;2;2;12/1999;1.056.086;165.164;299.978;0;270.695;766;736.603;75.161;72.628;63;71;86.443;1999;12;Passivo;0;85.116;230.545;6.924;
50;FIBRA;C;3;;12/1999;1.426.146;1.524;0;2.502;297.937;0;301.963;565.938;61.025;0;356;141.623;1999;12;Passivo;0;355.242;295.697;9.507;
51;SANTOS;I;3;2;12/1999;2.609.011;11.934;0;26.613;586.423;0;624.970;1.745.006;38.099;70;0;130.032;1999;12;Passivo;0;70.834;183.704;14.881;
52;CACIQUE;C;3;;12/1999;911.613;4.601;0;10.217;256.142;0;270.959;568.450;0;1.836;72;18;1999;12;Passivo;0;70.279;171.085;24.275;
53;RABOBANK;I;4;;12/1999;1.009.396;0;0;60.173;85.930;0;146.103;0;0;0;219;775.205;1999;12;Passivo;0;87.870;66.200;13.836;
54;BESC;I;2;2;12/1999;981.346;305.176;0;168.570;169.784;0;643.530;111.222;0;198;8.812;126.095;1999;12;Passivo;0;91.489;1.829;-4.105;
55;INTER AMEX;C;5;;12/1999;812.994;1.120;0;0;211.621;878;213.619;48.082;0;0;0;475.106;1999;12;Passivo;0;76.187;139.697;8.371;
56;SUMITBANK;I;4;;12/1999;721.879;4.857;0;13.847;14.868;0;33.572;21.209;0;0;6.095;602.639;1999;12;Passivo;0;58.362;194.850;18.441;
57;BMG;C;3;;12/1999;734.829;285;0;6.701;171.612;0;178.597;25.987;191.514;971;0;71.238;1999;12;Passivo;0;266.522;187.957;9.704;
58;BEC;C;1;;12/1999;794.717;93.724;178.323;0;36.855;55.395;364.297;252.679;6.373;26;17;43.855;1999;12;Passivo;0;127.470;92.897;10.872;
59;FININVEST;I;5;2;12/1999;739.186;40.908;0;9.948;582.282;0;633.138;5.000;0;0;211;0;1999;12;Passivo;0;100.837;140.084;10.882;
60;SUL AMERICA;C;5;;12/1999;759.860;14.247;0;22.153;384.299;0;420.700;235.687;0;0;0;49.330;1999;12;Passivo;0;54.143;111.733;-4.255;
61;BNP;I;4;;12/1999;684.887;802;0;0;307.147;0;307.949;48.047;0;0;0;221.296;1999;12;Passivo;0;107.595;98.420;3.369;
62;BRASCAN;C;4;;12/1999;593.483;5.249;0;7.910;178.755;0;191.915;8.026;0;1;2.175;274.113;1999;12;Passivo;0;117.253;107.257;15.351;
63;SS;C;3;1;12/1999;529.178;3.845;0;66.363;303.775;408;374.391;5.331;0;42.119;0;3.081;1999;12;Passivo;0;104.255;108.553;7.036;
64;SOFISA;C;3;;12/1999;464.624;11.866;0;35.268;198.821;0;245.954;88.914;0;0;34.994;19.290;1999;12;Passivo;0;75.471;145.025;7.999;
65;PEBB;C;3;;12/1999;504.480;95;0;0;5.460;0;5.555;486.596;0;0;0;0;1999;12;Passivo;0;12.328;92.355;11.067;
66;CREDITO SP;I;3;2;12/1999;453.200;6.681;0;37.845;116.821;0;161.346;161.608;0;0;297;72.231;1999;12;Passivo;0;57.719;167.052;20.356;
67;BEM;I;2;2;12/1999;482.261;121.671;49.561;0;27.408;187;198.827;231.155;0;48;196;10.239;1999;12;Passivo;0;41.795;56.632;1.756;
68;SCHAHIN;C;3;;12/1999;482.602;4.426;0;4.282;54.821;0;63.529;266.654;117.640;0;1.558;3.157;1999;12;Passivo;0;30.065;45.349;-511;
69;BANPARA;I;2;;12/1999;416.010;71.436;50.056;0;45.435;213.138;380.065;3.009;0;452;95;0;1999;12;Passivo;0;32.389;61.705;1.010;
70;BEA;I;1;;12/1999;322.230;72.602;67.109;0;53.261;0;192.971;35.012;0;12;43;57.273;1999;12;Passivo;0;36.919;126.626;4.620;
71;UBS WARBURG;C;4;;12/1999;372.299;1.144;0;645;23.939;0;25.728;15.531;0;0;53;15.158;1999;12;Passivo;0;315.829;41.728;-8.868;
72;BANESE;I;2;;12/1999;326.150;52.325;120.370;0;98.049;28.402;299.146;3.298;0;32;0;10.780;1999;12;Passivo;0;12.894;53.209;2.736;
73;INVESTCRED;I;5;2;12/1999;315.471;0;0;47.718;223.652;0;271.370;0;0;0;0;0;1999;12;Passivo;0;44.101;55.339;3.007;
74;PROSPER;C;3;;12/1999;342.751;8.493;0;6.836;29.512;0;44.841;164.796;0;0;19.414;49.462;1999;12;Passivo;0;64.239;53.073;633;
75;PINE;C;3;;12/1999;234.671;2.682;0;0;76.579;0;79.261;600;0;0;137;126.361;1999;12;Passivo;0;28.312;121.165;14.224;
76;MODAL;I;3;2;12/1999;318.378;490;0;3.234;18.799;0;22.524;269.491;0;0;0;16.648;1999;12;Passivo;0;9.716;29.406;3.602;
77;SOCIETE GENERALE;C;4;;12/1999;275.420;1.671;0;36.408;29.741;0;67.819;0;33.049;0;682;116.511;1999;12;Passivo;0;57.359;62.551;-8.540;
78;INDUSTRIAL DO BRASIL;C;3;;12/1999;246.416;7.810;0;6.095;84.469;0;98.374;0;35.708;0;33;76.798;1999;12;Passivo;0;35.503;78.082;2.442;
79;BVA;I;3;;12/1999;285.458;0;0;0;36.639;0;36.639;19.817;0;0;0;223.805;1999;12;Passivo;0;5.197;42.568;8.096;
80;BANCOOB;I;3;;12/1999;254.896;708;0;48.009;61.331;0;110.048;103.791;0;0;0;12.103;1999;12;Passivo;0;28.954;28.634;2.867;
81;TRIANGULO;I;3;;12/1999;231.364;2.185;0;3.602;204.687;0;210.474;0;0;0;0;0;1999;12;Passivo;0;20.890;49.222;5.225;
82;LA PROVINCIA;I;4;;12/1999;194.238;129;0;0;1.926;0;2.055;0;0;0;14;172.680;1999;12;Passivo;0;19.489;63.406;-3.050;
83;DAYCOVAL;I;3;2;12/1999;258.425;6.719;0;2.534;83.147;0;92.400;105.441;0;9;0;44.794;1999;12;Passivo;0;15.781;100.842;6.829;
84;FATOR;C;3;;12/1999;205.423;0;0;3.501;2.035;0;5.536;153.306;0;0;0;0;1999;12;Passivo;0;46.580;41.222;4.472;
85;CRUZEIRO;I;3;2;12/1999;228.589;3.891;0;13.456;59.017;0;76.364;97.721;0;0;0;48.283;1999;12;Passivo;0;6.222;25.145;4.466;
86;AGROINVEST;I;4;2;12/1999;204.132;38;0;1.175;9.164;0;10.377;0;0;0;0;189.811;1999;12;Passivo;0;3.944;25.805;2.032;
87;CLASSICO;I;3;;12/1999;2.460;582;0;0;0;0;582;0;0;0;570;0;1999;12;Passivo;0;1.308;221.560;17.468;
88;PARAIBAN;I;2;;12/1999;179.887;154.796;0;0;3.213;0;158.009;0;0;0;0;893;1999;12;Passivo;0;20.984;37.251;2.140;
89;GUANABARA;I;3;;12/1999;174.086;13;0;0;88.993;0;89.007;0;35.815;0;0;26.001;1999;12;Passivo;0;23.262;33.373;-2.554;
90;BANSICREDI;I;3;;12/1999;421.635;3.703;0;13.343;64.893;0;81.939;287.811;0;0;0;24.727;1999;12;Passivo;0;27.157;21.680;1.305;
91;BCOMURUGUAI;I;4;;12/1999;123.625;2.068;0;30.908;5.357;0;38.333;2.026;0;0;250;65.811;1999;12;Passivo;0;17.204;31.016;1.580;
92;WACHOVIA;I;4;;12/1999;107.754;650;0;6.518;9.261;0;16.429;7.802;0;0;1.289;78.158;1999;12;Passivo;0;4.076;37.451;1.286;
93;INTERCAP;C;3;;12/1999;115.957;1.040;0;0;84.407;0;85.447;2.300;0;4;420;0;1999;12;Passivo;0;27.786;24.339;2.675;
94;BEPI;I;2;;12/1999;94.813;37.102;14.737;0;17.301;0;69.140;0;0;0;0;18.759;1999;12;Passivo;0;6.914;30.138;187;
95;FICSA;I;3;2;12/1999;78.272;145;0;4.661;51.908;0;56.714;3.352;0;0;0;0;1999;12;Passivo;0;18.207;45.309;5.257;
96;VR;C;3;;12/1999;81.172;2.899;0;13.067;40.676;0;56.642;0;0;1.732;43;3.562;1999;12;Passivo;0;19.192;36.606;2.743;
97;INTERIOR;I;3;;12/1999;78.781;12.161;0;920;52.251;0;65.332;0;0;1;3.810;8.806;1999;12;Passivo;0;832;21.532;363;
98;PECUNIA;I;3;2;12/1999;76.955;396;0;7.577;54.225;0;62.197;0;0;3;698;0;1999;12;Passivo;0;14.056;21.312;2.526;
99;MORADA;I;3;2;12/1999;72.594;166;0;0;30.669;0;30.835;0;0;11;0;39.589;1999;12;Passivo;0;2.159;19.834;751;
100;ARAUCARIA;I;3;2;12/1999;61.264;1.788;0;1.321;39.334;0;42.443;7.196;0;7;801;3.516;1999;12;Passivo;0;7.301;32.441;2.431;
101;CREDIBEL;I;3;2;12/1999;46.062;1.998;0;1.015;25.545;0;28.558;10.503;0;50;19;0;1999;12;Passivo;0;6.932;42.016;1.922;
102;RENNER;I;3;;12/1999;53.021;98;0;0;45.231;0;45.328;0;0;2;0;0;1999;12;Passivo;0;7.690;28.336;4.147;
103;SANTOS NEVES;I;3;2;12/1999;69.288;2.817;0;0;29.777;0;32.594;2.596;0;0;0;32.094;1999;12;Passivo;0;2.003;14.402;1.792;
104;LAVRA;C;3;;12/1999;95.470;673;0;0;19.556;0;20.229;0;0;0;695;33.942;1999;12;Passivo;0;40.604;-14.647;-11.012;
105;BGN;I;3;2;12/1999;56.526;285;0;0;35.415;0;35.700;200;0;0;0;18.556;1999;12;Passivo;0;2.069;23.835;1.305;
106;PARANA;I;3;2;12/1999;57.647;3.090;0;0;51.359;0;54.448;401;0;4;0;0;1999;12;Passivo;0;2.794;16.015;2.607;
107;PRIMUS;C;4;;12/1999;45.389;363;0;0;1.355;0;1.718;12.670;0;0;5;25.003;1999;12;Passivo;0;5.993;32.668;407;
108;LUSO BRASILEIRO;I;3;;12/1999;52.304;5.752;0;0;34.511;0;40.263;6.779;0;0;508;2.849;1999;12;Passivo;0;1.904;19.204;449;
109;ARGENTARIA;I;4;;12/1999;21.286;66;0;2.940;587;0;3.594;399;0;0;0;2.459;1999;12;Passivo;0;14.835;42.587;2.779;
110;RIBEIRAO PRETO;I;3;;12/1999;40.670;1.045;0;0;14.636;0;15.681;652;0;0;0;19.499;1999;12;Passivo;0;4.839;20.769;1.953;
111;BONSUCESSO;C;3;;12/1999;45.997;1.769;0;3.564;26.944;0;32.277;0;0;377;0;3.559;1999;12;Passivo;0;9.784;13.396;1.636;
112;OPPORTUNITY;I;3;2;12/1999;302.879;0;0;0;0;0;0;291.588;0;0;0;0;1999;12;Passivo;0;11.291;46.970;9.878;
113;BANCNACION;I;4;;12/1999;27.332;1.190;0;711;1.271;0;3.171;0;0;0;101;20.587;1999;12;Passivo;0;3.473;30.684;5.257;
114;PORTO REAL;I;3;;12/1999;44.092;3.186;0;0;25.327;0;28.513;0;0;0;11.806;2.334;1999;12;Passivo;0;1.440;12.034;-2.435;
115;GE CAPITAL;I;4;;12/1999;27.294;47;0;0;8.303;0;8.350;0;0;4;1.006;9.924;1999;12;Passivo;0;8.011;27.224;-7.914;
116;GERDAU;I;3;2;12/1999;41.556;114;0;1.231;35.201;0;36.546;3.710;0;0;0;0;1999;12;Passivo;0;1.300;14.834;1.230;
117;THECA;C;3;;12/1999;34.819;0;0;0;0;0;0;0;0;0;0;0;1999;12;Passivo;0;34.819;16.420;602;
118;UNION;I;4;;12/1999;20.929;1.198;0;0;8.338;0;9.535;0;0;0;742;6.853;1999;12;Passivo;0;3.799;29.053;-2.150;
119;CEDULA;I;3;;12/1999;26.932;1.440;0;0;24.359;0;25.799;0;0;41;0;0;1999;12;Passivo;0;1.092;20.662;987;
120;FRANCES INTER;I;4;;12/1999;17.860;0;0;0;518;0;518;0;0;0;0;9.038;1999;12;Passivo;0;8.304;29.638;2.941;
121;MATONE;I;3;2;12/1999;31.194;1.209;0;50;27.671;0;28.930;0;0;0;0;0;1999;12;Passivo;0;2.265;9.845;434;
122;LA REPUBLICA;I;4;;12/1999;9.511;302;0;0;0;0;302;0;0;0;73;3.743;1999;12;Passivo;0;5.393;12.493;-4.770;
123;BANCAP;I;3;2;12/1999;2.581;1.711;0;0;0;0;1.711;0;0;0;0;0;1999;12;Passivo;0;870;12.609;1.106;
124;HISPANO;I;4;;12/1999;736;0;0;0;0;0;0;0;0;0;0;0;1999;12;Passivo;0;736;3.558;25;
1;BNDES;I;1;;12/1999;75.510.316;372.781;0;0;0;0;372.781;0;0;0;0;54.687.171;1999;12;Passivo;0;20.450.364;11.063.978;616.169;
2;FIAT;C;4;;12/1999;3.518.754;0;0;499.960;1.113.982;0;1.613.942;0;0;0;0;129.634;1999;12;Passivo;0;1.775.178;488.873;91.805;
3;CCF BRASIL;C;4;;12/1999;3.730.763;5.433;0;81.279;105.172;0;191.884;345.901;391.393;39;47.482;1.115.288;1999;12;Passivo;0;1.638.778;598.681;41.026;
4;FORD;C;4;;12/1999;2.985.790;0;0;974.375;0;0;974.375;0;30.392;0;0;378.036;1999;12;Passivo;0;1.602.987;236.253;-1.633;
5;GM;C;4;;12/1999;2.313.444;0;0;937.468;21.725;0;959.193;0;0;0;0;372.655;1999;12;Passivo;0;981.595;192.252;-17.032;
6;VOLKSWAGEN;C;4;;12/1999;2.120.450;0;0;1.052.721;34.284;0;1.087.005;0;0;0;0;59.443;1999;12;Passivo;0;974.002;177.741;711;
7;BRDE;I;2;;12/1999;1.442.535;0;0;0;0;0;0;0;0;0;0;1.385.344;1999;12;Passivo;0;57.191;419.021;11.135;
8;BANCOCIDADE;C;3;;12/1999;1.346.569;67.043;0;4.172;382.292;48;453.555;111.185;224.580;15;14.708;356.197;1999;12;Passivo;0;186.331;200.835;9.552;
9;REPUBLIC NATION;C;4;;12/1999;1.096.251;1;0;751;0;0;752;99.020;191;0;0;889.871;1999;12;Passivo;0;106.418;235.002;18.268;
10;LIBERAL;C;4;;12/1999;1.416.449;2.473;0;380;254.873;0;257.726;583.821;0;0;2.064;166.991;1999;12;Passivo;0;405.847;183.971;28.354;
11;MULTI;I;4;;12/1999;996.604;83;0;0;152.598;0;152.681;428.677;0;0;0;46.956;1999;12;Passivo;0;368.290;290.826;51.069;
12;DAIMLERCHRYSLER;C;4;;12/1999;1.068.023;0;0;222.094;0;0;222.094;0;0;0;0;504.139;1999;12;Passivo;0;341.791;107.176;10.128;
13;DESENBANCO;I;2;;12/1999;771.749;0;0;0;0;0;0;0;0;0;0;479.160;1999;12;Passivo;0;292.589;93.833;16.003;
14;ICATU;C;3;;12/1999;918.800;1.521;0;22.524;191.112;0;215.157;661.781;0;0;713;17;1999;12;Passivo;0;41.130;256.956;35.673;
15;BDMG;I;2;1;12/1999;641.170;0;0;0;270;0;270;0;0;4.309;0;555.745;1999;12;Passivo;0;80.846;64.562;2.236;
16;STOCK;C;3;;12/1999;570.643;415;0;0;5.086;0;5.500;266.002;0;0;0;0;1999;12;Passivo;0;299.141;28.543;4.724;
17;MATRIX;C;3;;12/1999;219.151;1.557;0;24.336;31.890;0;57.784;58.053;0;0;662;6.923;1999;12;Passivo;0;95.728;143.859;-4.370;
18;REDE;I;3;;12/1999;15.137;0;0;0;9.386;0;9.386;0;0;242;0;1.837;1999;12;Passivo;0;3.673;264.741;6.814;
19;INDUSVAL;C;3;;12/1999;243.141;13.929;0;797;53.951;82;68.759;52.126;5.519;0;5;2.065;1999;12;Passivo;0;114.667;24.208;1.534;
20;BRJ;I;3;;12/1999;245.907;0;0;0;528;0;528;0;0;0;0;237.930;1999;12;Passivo;0;7.449;15.151;13;
21;EUROINVEST;I;5;2;12/1999;212.269;59;0;168.884;151;0;169.094;0;0;0;0;16.416;1999;12;Passivo;0;26.759;41.206;-817;
22;RENDIMENTO;I;3;;12/1999;198.914;1.452;0;0;18.482;0;19.934;0;0;0;0;170.140;1999;12;Passivo;0;8.839;44.606;5.284;
23;VOLVO;I;4;2;12/1999;125.069;0;0;1.794;1.870;0;3.664;0;0;0;0;102.018;1999;12;Passivo;0;19.387;27.255;952;
24;MERRILL LYNCH;C;4;;12/1999;89.067;0;0;0;0;0;0;7.410;0;0;0;0;1999;12;Passivo;0;81.656;62.372;9.127;
25;TENDENCIA;C;3;;12/1999;47.132;0;0;0;0;0;0;730;0;0;0;81;1999;12;Passivo;0;46.321;94.303;375;
26;NEW HOLLAND;I;4;;12/1999;118.156;0;0;0;0;0;0;0;0;0;0;110.123;1999;12;Passivo;0;8.033;14.616;-1.479;
27;PORTO SEGURO;I;3;3;07/1997;108.789;0;0;0;309;0;309;107.657;0;0;0;0;1999;12;Passivo;0;823;9.354;-308;
28;SOCOPA;C;3;;12/1999;87.352;5.338;0;0;31.372;0;36.710;11.928;0;0;22;12.164;1999;12;Passivo;0;26.528;24.338;1.394;
29;PRIME;C;3;;12/1999;59.820;0;0;0;431;0;431;48.460;0;0;0;0;1999;12;Passivo;0;10.929;8.990;565;
30;GRAPHUS;C;4;;12/1999;142.087;1.010;0;11;543;0;1.564;118.533;0;0;2;2.602;1999;12;Passivo;0;19.386;41.458;3.362;
31;INTERPART;I;3;3;06/1999;43.518;219;0;660;10.089;0;10.969;0;0;85;0;30.814;1999;12;Passivo;0;1.650;11.232;-590;
32;BANCO AXIAL;I;3;2;12/1999;31.945;140;0;0;28.856;0;28.996;0;0;0;0;0;1999;12;Passivo;0;2.949;25.287;1.760;
33;FONTE CINDAM;I;3;;12/1999;2.651;0;0;0;0;0;0;0;0;0;5;0;1999;12;Passivo;0;2.646;44.880;-331;
34;INDUSCRED;I;3;;12/1999;30.425;1.393;0;0;26.624;0;28.017;0;0;0;1;0;1999;12;Passivo;0;2.406;16.231;-232;
35;MARKA;I;3;3;02/1999;21.187;43;0;0;1.771;0;1.814;0;0;856;125;0;1999;12;Passivo;0;18.392;25.056;-30.753;
36;TRICURY;I;3;;12/1999;29.045;0;0;0;25.030;0;25.030;0;0;0;0;0;1999;12;Passivo;0;4.016;15.688;2.631;
37;OURINVEST;C;3;;12/1999;13.780;0;0;0;4.569;0;4.569;0;608;0;0;2.017;1999;12;Passivo;0;6.585;27.441;1.452;
38;TOYOTA;C;4;;12/1999;3.698;0;0;1.888;0;0;1.888;0;0;0;0;0;1999;12;Passivo;0;1.811;36.510;-2.711;
39;ARBI;C;3;;12/1999;11.140;82;0;0;687;0;769;2.801;0;0;0;5.128;1999;12;Passivo;0;2.443;28.620;-3.347;
40;EQUATORIAL;I;3;2;12/1999;25.058;8;0;0;0;0;8;0;0;0;1.754;0;1999;12;Passivo;0;23.297;14.475;1.787;
41;BOREAL;I;3;2;12/1999;10.573;242;0;3.266;3.114;0;6.622;1.718;0;7;0;0;1999;12;Passivo;0;2.226;28.742;10.031;
