ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
36;BESC;I;2;2;06/1997;170.172;81.021;-2.666;2.412;9.017;-91.083;-24.714;0;0;-54.519;89.640;;1997;6;Resultado
37;CREDIBANCO;C;5;;06/1997;85.716;56.170;-2.516;5.352;278;-78.230;-43.055;-78;0;-6.675;16.962;;1997;6;Resultado
38;DIBENS;C;3;;06/1997;251.548;34.189;-2.573;740;5.400;-93.264;-34.501;-134.778;0;7.999;34.760;;1997;6;Resultado
39;FIBRA;C;3;;06/1997;187.417;89.393;-7.475;4.186;3.787;-106.744;-44.738;-52.506;0;-39.957;33.363;;1997;6;Resultado
40;RURAL;C;3;;06/1997;167.555;30.861;930;1.767;5.066;-90.143;-5.416;-6.456;0;-16.388;87.776;;1997;6;Resultado
41;VOTORANTIM;C;3;;06/1997;45.441;121.333;-14.319;783;4.683;-144.281;-4.225;0;0;-266;9.149;;1997;6;Resultado
42;BMG;C;3;;06/1997;242.392;40.392;-1.239;0;2.037;-86.798;-21.107;-86.317;-297;-19.445;69.618;;1997;6;Resultado
43;JP MORGAN;C;4;;06/1997;17.308;91.352;-866;0;2.266;-61.207;-20.393;0;-1.608;0;26.852;;1997;6;Resultado
44;BMB;I;3;2;06/1997;111.610;39.292;-1.743;616;7.205;-78.927;-4.973;0;0;-15.376;57.704;;1997;6;Resultado
45;BRB;I;2;2;06/1997;110.720;33.993;-39;1.384;4.768;-50.332;-20.375;-2.485;0;-14.450;63.184;;1997;6;Resultado
46;GERAL DO COMERCIO;C;3;;06/1997;134.373;26.966;-1.813;3.462;0;-85.282;-6.433;-15.126;0;-37.190;18.957;;1997;6;Resultado
47;DRESDNER;C;4;;06/1997;76.204;32.153;-1.213;23.649;1.512;-19.359;-82.699;0;0;-1.350;28.897;;1997;6;Resultado
48;SOGERAL;C;5;;06/1997;78.716;51.275;-483;6.490;734;-30.385;-52.416;-34.039;0;-610;19.282;;1997;6;Resultado
49;BASA;I;1;;06/1997;37.796;39.856;-37;3.139;187;-38.953;-40.480;0;0;-33.308;-31.800;;1997;6;Resultado
50;BANESTES;I;2;2;06/1997;93.080;13.084;-173;729;11.661;-57.463;-5.234;0;0;-14.772;40.912;;1997;6;Resultado
51;BCO GARANTIA;I;3;2;06/1997;71;10.376;0;0;0;-9.576;0;0;0;0;871;;1997;6;Resultado
52;BEG;I;2;2;06/1997;85.653;37.680;-162;845;1.032;-52.002;-195;0;0;-11.171;61.680;;1997;6;Resultado
53;SANTOS;I;3;2;06/1997;41.631;44.944;-7.005;0;2.534;-64.231;-560;0;-1.126;-2.121;14.066;;1997;6;Resultado
54;BEC;C;2;;06/1997;81.802;19.066;-206;1.963;30.315;-49.622;-16.603;0;0;-24.532;42.183;;1997;6;Resultado
55;ING BANK;I;4;2;06/1997;22.659;125.991;-17.523;4.203;0;-112.705;-7.392;0;0;-1.693;13.540;;1997;6;Resultado
56;FININVEST;I;5;2;06/1997;242.824;3.949;-985;2;6.759;-55.842;0;0;0;513;197.220;;1997;6;Resultado
57;CREDIREAL;I;2;2;06/1997;83.967;15.667;-3.363;1.485;7.447;-80.845;-6.528;0;0;-8.491;9.339;;1997;6;Resultado
58;AGF BRASEG;C;5;;06/1997;21.129;52.999;-4.332;1.604;3.468;-62.957;-2.549;0;0;3.653;13.015;;1997;6;Resultado
59;DEUTSCHE;I;4;;06/1997;13.546;35.991;-6.730;16.398;0;-19.817;-21.682;0;0;0;17.706;;1997;6;Resultado
60;BNL;I;4;2;06/1997;44.602;23.165;-312;10.425;0;-22.905;-34.342;0;0;-630;20.003;;1997;6;Resultado
61;SUL AMERICA;C;5;;06/1997;8.707;57.544;-5.628;0;0;-75.342;-7.994;0;-439;-469;-23.621;;1997;6;Resultado
62;TOKYOMITSUBISHI;I;4;2;06/1997;18.143;37.399;-412;24.642;0;-24.374;-29.195;0;0;0;26.203;;1997;6;Resultado
63;SUMITBANK;I;4;;06/1997;41.005;36.844;-91;10.359;0;-35.443;-29.090;0;0;-400;23.184;;1997;6;Resultado
64;BMD;C;3;;06/1997;75.710;3.419;-6.908;2.775;2.782;-29.610;-3.007;-3.652;0;-13.452;28.057;;1997;6;Resultado
65;BANSANDER;I;4;;06/1997;1.237;39.303;-1.405;777;0;-32.930;-2.532;0;0;0;4.450;;1997;6;Resultado
66;ROMA;C;5;;06/1997;33.552;37.848;-5.064;6.691;532;-40.104;-23.683;0;0;499;10.271;;1997;6;Resultado
67;CREFISUL;C;3;;06/1997;67.785;13.423;387;1.492;2.902;-32.123;-3.127;-1.398;0;-6.715;42.626;;1997;6;Resultado
68;BEAL;I;4;2;06/1997;16.496;64.270;-3.069;5.271;452;-58.588;-15.007;0;0;-5.201;4.624;;1997;6;Resultado
69;PANAMERICANO;I;3;2;06/1997;97.717;10.645;-136;0;0;-37.249;-1.545;0;-469;-20.495;48.468;;1997;6;Resultado
70;BEA;I;2;;06/1997;35.627;10.028;0;143;1.183;-11.275;-2.756;0;0;-821;32.129;;1997;6;Resultado
71;OMEGA;C;3;;06/1997;2.765;47.614;-1.694;0;0;-44.428;-482;0;-474;-154;3.147;;1997;6;Resultado
72;BANDEPE;I;2;2;06/1997;44.575;11.349;-1.487;344;4.281;-38.804;-7.612;0;0;-8.951;3.695;;1997;6;Resultado
73;SRL;C;5;;06/1997;17.618;34.051;-3.244;1.507;1.350;-30.750;-1.638;0;0;-2.172;16.722;;1997;6;Resultado
74;CREDITO SP;I;3;2;06/1997;64.388;9.973;-406;0;2.647;-21.646;-930;0;-611;-8.062;45.353;;1997;6;Resultado
75;INDUSTRIAL;I;3;2;06/1997;17.778;11.500;988;266;0;-15.460;-3.297;0;0;-1.117;10.658;;1997;6;Resultado
76;BANPARA;I;2;;06/1997;40.293;4.527;52;774;998;-12.750;-3.378;0;0;-13.239;17.277;;1997;6;Resultado
77;CACIQUE;C;3;;06/1997;93.145;9.429;-5.243;0;651;-11.566;-3.280;0;-591;-28.811;53.734;;1997;6;Resultado
78;SOFISA;C;3;;06/1997;37.952;12.065;-1.076;43;1.965;-19.513;-1.486;-3.016;0;-1.504;25.430;;1997;6;Resultado
79;BANESE;I;2;;06/1997;21.648;14.426;-158;0;2.270;-17.559;-910;0;0;-934;18.783;;1997;6;Resultado
80;SCHAHIN;C;3;;06/1997;22.029;6.802;-1.645;1.345;0;-10.663;-7.359;-30;0;-1.745;8.734;;1997;6;Resultado
81;APLICAP;C;3;;06/1997;0;312.616;-605;0;0;-310.214;0;0;0;0;1.797;;1997;6;Resultado
82;BRASCAN;C;5;;06/1997;1.524;20.020;-1.686;45;428;-8.739;-459;0;0;-2.665;8.468;;1997;6;Resultado
83;RAIBOBANK;I;4;;06/1997;892;7.551;646;7.991;224;-3.964;-8.723;0;0;0;4.617;;1997;6;Resultado
84;BBC;C;3;;06/1997;30.627;3.577;-113;1.512;4.618;-16.758;-1.333;-2.386;0;-4.162;15.582;;1997;6;Resultado
85;BVA;I;3;;06/1997;10.990;5.626;239;0;0;-7.538;-1.344;0;0;-3.471;4.502;;1997;6;Resultado
86;FINANCIAL;I;4;;06/1997;4.806;1.289;0;3.512;0;-1.362;-3.522;0;0;-2.728;1.995;;1997;6;Resultado
87;LA PROVINCIA;I;4;;06/1997;549;3.406;0;7.039;0;-595;-6.718;0;0;55;3.736;;1997;6;Resultado
88;PRIMUS;C;3;;06/1997;54;3.030;-373;21;0;-775;-117;0;0;0;1.840;;1997;6;Resultado
89;BEM;I;2;2;06/1997;17.438;2.285;-2;4;728;-9.554;-1.374;0;0;-46.504;-36.979;;1997;6;Resultado
90;TRIANGULO;I;3;;06/1997;34.426;585;0;0;1.085;-10.382;0;0;0;-379;25.335;;1997;6;Resultado
91;PEBB;C;3;;06/1997;1.484;57.553;-314;25;0;-48.071;-140;0;0;-314;10.223;;1997;6;Resultado
92;CREDIBEL;I;3;2;06/1997;25.884;7.622;350;0;1.223;-13.141;-211;0;-18;-1.417;20.292;;1997;6;Resultado
93;INTERCAP;I;3;2;06/1997;16.388;4.343;-303;0;1.101;-10.192;0;0;0;-2.104;9.233;;1997;6;Resultado
94;PROSPER;C;3;;06/1997;5.289;11.893;3.454;38;0;-6.970;-84;0;0;-1.805;11.815;;1997;6;Resultado
95;DAYCOVAL;I;3;2;06/1997;20.293;2.864;-209;188;455;-6.430;-806;0;0;-2.023;14.332;;1997;6;Resultado
96;PORTUGUES;I;4;;06/1997;3.508;4.474;-72;4.200;0;-375;-5.259;0;0;0;6.476;;1997;6;Resultado
97;LAVRA;I;3;2;06/1997;11.342;2.216;-45;1.154;0;-6.587;-2.093;0;0;392;6.379;;1997;6;Resultado
98;GERDAU;I;3;2;06/1997;5.741;126;14;0;22;-2.792;0;0;0;-496;2.615;;1997;6;Resultado
99;GUANABARA;I;3;;06/1997;19.070;1.477;100;0;59;-3.263;-3.724;-6.008;0;-297;7.414;;1997;6;Resultado
100;VR;C;3;;06/1997;5.697;3.755;113;30;83;-4.376;-143;0;0;-332;4.827;;1997;6;Resultado
101;PARAIBAN;I;2;;06/1997;2.915;4.952;0;0;8;-387;-112;0;0;-161;7.215;;1997;6;Resultado
102;DESTAK;I;3;2;06/1997;1.161;88.384;1.835;0;0;-89.236;0;0;0;-24;2.120;;1997;6;Resultado
103;FICSA;I;3;2;06/1997;34.068;2.608;-325;0;147;-5.002;0;0;0;-9.508;21.988;;1997;6;Resultado
104;BEMAT;I;2;;06/1997;6.779;1.750;0;0;20;-5.602;-914;-372;0;-4.349;-2.688;;1997;6;Resultado
105;BEPI;I;2;;06/1997;8.809;998;0;0;515;-1.656;-390;0;0;-6.513;1.763;;1997;6;Resultado
106;INVESTCRED;I;3;2;06/1997;4.607;3.643;2;0;0;-2.667;0;0;0;99;5.684;;1997;6;Resultado
107;ARAUCARIA;I;3;2;06/1997;4.071;1.791;37;8.183;0;-2.685;-850;0;0;-1.453;9.094;;1997;6;Resultado
108;FATOR;C;3;;06/1997;13;5.085;81;0;0;-1.240;0;0;0;0;3.939;;1997;6;Resultado
109;PRODUBAN;I;2;;06/1997;7.016;372;0;0;772;-18.222;-10.218;0;0;-1.602;-21.882;;1997;6;Resultado
110;BNP;I;4;;06/1997;0;3.317;0;0;0;-4;0;0;-4;-853;2.456;;1997;6;Resultado
111;MODAL;I;3;2;06/1997;1.655;7.203;4.708;0;0;-8.113;-1;0;0;0;5.452;;1997;6;Resultado
112;OPPORTUNITY;I;3;2;06/1997;0;6.198;206;0;0;-4.428;0;0;0;0;1.976;;1997;6;Resultado
113;PARANA;I;3;2;06/1997;6.183;1.160;-148;0;24;-3.523;0;0;0;-1.387;2.309;;1997;6;Resultado
114;PECUNIA;I;3;2;06/1997;20.072;811;-22;0;6;-3.002;0;0;0;-6.516;11.349;;1997;6;Resultado
115;CLASSICO;I;3;;06/1997;159;2.759;0;0;0;-151;0;0;0;0;2.767;;1997;6;Resultado
116;BGN;I;3;2;06/1997;4.618;1.532;9;0;1;-2.761;0;0;0;-405;2.994;;1997;6;Resultado
117;UNION;I;4;;06/1997;844;276;16;382;0;-634;-363;0;0;7.430;7.951;;1997;6;Resultado
118;CRUZEIRO;I;3;2;06/1997;5.204;638;-77;0;0;-1.877;-332;0;0;-962;2.594;;1997;6;Resultado
119;BCO.SICREDI;I;3;;06/1997;272;8.040;0;0;0;-7.486;0;0;0;-3;823;;1997;6;Resultado
120;PINE;C;3;;06/1997;526;1.394;-30;0;0;-711;0;0;0;-576;603;;1997;6;Resultado
121;INTERIOR;I;3;;06/1997;6.570;838;-6;0;0;-2.422;-11;0;0;-2.368;2.601;;1997;6;Resultado
122;RENNER;I;3;;06/1997;9.885;687;0;0;0;-2.053;0;0;0;-272;8.247;;1997;6;Resultado
123;MORADA;I;3;2;06/1997;7.205;647;-5;0;182;-2.083;0;0;0;-1.082;4.864;;1997;6;Resultado
124;CEDULA;I;3;;06/1997;5.578;1.046;9;0;0;-1.470;0;0;0;-351;4.812;;1997;6;Resultado
125;BANCNACION;I;4;;06/1997;962;786;0;621;0;-411;0;0;0;-220;1.738;;1997;6;Resultado
126;AGROINVEST;I;5;2;06/1997;1.259;2.524;50;0;2;-2.580;-146;0;0;-368;741;;1997;6;Resultado
127;LUSO BRASILEIRO;I;3;;06/1997;3.785;878;-191;0;0;-1.836;-198;0;0;198;2.636;;1997;6;Resultado
128;PLANIBANC;C;5;;06/1997;0;1.864;-82;0;0;-11;0;0;0;0;1.771;;1997;6;Resultado
129;SANTOS NEVES;I;3;2;06/1997;3.958;443;35;3;0;-1.415;-336;0;0;-183;2.505;;1997;6;Resultado
130;MATONE;I;3;2;06/1997;3.182;993;0;0;2;-1.805;0;0;0;-135;2.237;;1997;6;Resultado
131;BANER;I;2;;06/1997;1.717;723;0;0;0;-531;-332;0;0;-293;1.284;;1997;6;Resultado
132;EXTERIBANK;I;4;;06/1997;26;2.256;0;150;0;0;-1;0;0;0;2.431;;1997;6;Resultado
133;RIBEIRAO PRETO;I;3;;06/1997;3.380;178;-39;0;0;-1.127;-17;0;0;-2;2.373;;1997;6;Resultado
134;LA REPUBLICA;I;4;;06/1997;2.355;52;0;1.257;0;-1;-387;0;0;-3.940;-664;;1997;6;Resultado
135;BANAP;I;2;;06/1997;797;671;0;0;0;-364;0;0;0;-268;836;;1997;6;Resultado
136;INDUSCRED;I;3;;06/1997;2.385;607;0;0;0;-455;0;0;0;-461;2.076;;1997;6;Resultado
137;MINAS;I;3;;06/1997;2.141;479;-2;0;0;-792;0;0;0;-495;1.331;;1997;6;Resultado
138;CAMBIAL;C;3;;06/1997;126;1.115;-35;0;0;-350;0;0;0;0;856;;1997;6;Resultado
139;BCOMURUGUAI;I;4;;06/1997;6;2.044;0;0;0;0;0;0;0;0;2.050;;1997;6;Resultado
140;THECA;I;3;2;06/1997;0;59;0;0;0;0;0;0;0;0;59;;1997;6;Resultado
141;BANCAP;I;3;2;06/1997;1.041;517;0;0;0;-1;0;0;0;-98;1.459;;1997;6;Resultado
142;HISPANO;I;4;;06/1997;0;555;0;3;0;0;0;0;0;0;558;;1997;6;Resultado
1;BNDES;I;1;;06/1997;1.235.846;5.054;306;1.537;0;-57.485;-1.077.217;0;0;-41.483;66.558;;1997;6;Resultado
2;NOROESTE;C;3;;06/1997;486.907;145.267;-2.123;17.833;26.279;-255.060;-63.983;-60.273;0;-79.340;215.507;;1997;6;Resultado
3;CCF BRASIL;C;4;;06/1997;87.138;587.971;-72.356;33.717;243;-459.261;-80.069;-31.113;0;-2.139;64.131;;1997;6;Resultado
4;BCO INV GARANTIA;I;3;2;06/1997;52.146;147.277;-22.277;0;0;-203.000;-1.213;0;-2.767;0;-29.834;;1997;6;Resultado
5;BBI;C;3;;06/1997;64.963;173.025;5.746;0;676;-147.184;-40.109;0;-338;-11.592;45.187;;1997;6;Resultado
6;INTER-ATLANTICO;C;5;;06/1997;51.051;119.452;-47.802;10.330;0;-66.120;-21.123;-1.747;0;-18.159;25.882;;1997;6;Resultado
7;FIAT;C;4;;06/1997;260.432;27.202;0;0;10.026;-112.663;-51.402;-7.780;0;-26.051;99.764;;1997;6;Resultado
8;BANCOCIDADE;C;3;;06/1997;151.736;72.710;-3.636;11.311;5.465;-112.724;-34.275;-24.631;0;-8.484;57.472;;1997;6;Resultado
9;MULTIPLIC;C;5;;06/1997;501.464;82.773;-8.376;3.259;1.442;-123.122;-26.722;-19.108;0;-189.263;222.347;;1997;6;Resultado
10;GENERAL MOTORS;I;4;2;06/1997;243.231;4.744;-237;2;2.234;-96.974;-39.980;0;0;-5.150;107.870;;1997;6;Resultado
11;BRDE;I;2;;06/1997;108.310;20.580;24;0;0;-1;-57.289;-155;0;-49.060;22.409;;1997;6;Resultado
12;BDMG;I;2;;06/1997;40.117;22.428;32.101;0;187;-22.052;-32.008;-39;0;-19.163;21.571;;1997;6;Resultado
13;AUTOLATINA;I;4;2;06/1997;283.415;724;0;0;0;-82.664;-45.609;0;0;-44.348;111.518;;1997;6;Resultado
14;ICATU;C;3;;06/1997;3.077;332.525;-4.051;75;256;-306.269;-928;0;0;0;24.685;;1997;6;Resultado
15;MULTI;I;4;;06/1997;1.659;46.890;-2.390;8.878;86;-4.320;-30.070;0;0;106;20.839;;1997;6;Resultado
16;MATRIX;C;3;;06/1997;4.335;50.104;5.178;0;0;-40.850;-14.994;0;-31;0;3.742;;1997;6;Resultado
17;FORD;I;4;2;06/1997;125.084;1.188;0;0;0;-51.720;-17.318;0;0;-8.461;48.773;;1997;6;Resultado
18;FENICIA;C;3;;06/1997;145.701;20.168;-2.186;214;0;-59.613;-2.589;-160;0;-7.049;94.486;;1997;6;Resultado
19;FONTE;C;3;;06/1997;3.210;212.900;1.728;238;238;-203.805;-516;0;0;-488;13.505;;1997;6;Resultado
20;DESENBANCO;I;2;;06/1997;32.999;308;0;0;0;-10;-23.084;0;0;-11.041;-828;;1997;6;Resultado
21;PATRIMONIO;I;3;;06/1997;0;18.190;131;0;63;-7.887;-18.125;0;-207;0;-7.835;;1997;6;Resultado
22;MARKA;C;3;;06/1997;2.037;24.902;4.409;0;0;-20.791;-29;0;-86;-184;10.258;;1997;6;Resultado
23;REPUBLIC NATION;I;4;;06/1997;6;11.789;473;0;244;-8.677;0;-6;0;0;3.829;;1997;6;Resultado
24;BADESC;I;2;;06/1997;22.372;1.250;0;0;0;0;-15.798;0;0;-16.363;-8.539;;1997;6;Resultado
25;PATENTE;C;3;;06/1997;1.315;131.118;45;0;0;-127.115;-80;0;-156;27;5.154;;1997;6;Resultado
26;LIBERAL;C;4;;06/1997;67;9.252;566;944;0;-6.826;-457;0;0;0;3.546;;1997;6;Resultado
27;BANDES;I;2;2;06/1997;11.072;8.197;0;0;0;-1.237;-7.491;0;0;-10.858;-317;;1997;6;Resultado
28;BRJ;I;3;;06/1997;17.324;64;-187;0;5.289;-362;-16.652;0;-12;-316;5.148;;1997;6;Resultado
29;INDUSVAL;C;3;;06/1997;14.825;10.286;-744;520;572;-15.203;-1.083;0;0;-3.717;5.456;;1997;6;Resultado
30;RENDIMENTO;C;3;;06/1997;23.500;13.797;7.190;2.654;1.303;-17.623;-4.004;0;0;-7.124;19.693;;1997;6;Resultado
31;TENDENCIA;I;3;2;06/1997;643;21.331;-15.939;120;0;-11.694;-60;0;0;0;-5.599;;1997;6;Resultado
32;BISA;I;3;;06/1997;20.785;6.818;-678;2.846;22;-16.154;-12.004;0;0;-2.252;-617;;1997;6;Resultado
33;TRANSBANCO;I;3;2;06/1997;14.759;986;0;0;0;-4.560;-10.693;0;0;-6.151;-5.659;;1997;6;Resultado
34;SOCOPA;C;3;;06/1997;6.255;10.308;416;433;0;-11.685;-735;0;0;-510;4.482;;1997;6;Resultado
35;EUROINVEST;I;5;2;06/1997;949;2.730;0;0;0;-6.678;-2.346;0;0;-11;-5.356;;1997;6;Resultado
36;GRAPHUS;C;3;;06/1997;2.223;4.316;-1.463;0;0;-1.296;-195;0;-219;0;3.366;;1997;6;Resultado
37;EQUATORIAL;I;3;2;06/1997;6.465;7.054;-21;0;0;-8.008;0;0;0;-85;5.405;;1997;6;Resultado
38;PORTO SEGURO;I;3;;06/1997;48;11.697;0;0;0;-11.937;0;0;0;0;-192;;1997;6;Resultado
39;FITAL;I;3;;06/1997;0;8.120;0;0;408;-7.081;0;0;0;0;1.447;;1997;6;Resultado
40;PERFORMANCE;I;3;;06/1997;20;1.859;-287;0;0;-1.157;0;0;0;0;435;;1997;6;Resultado
41;MIL;C;3;;06/1997;20.363;1.085;-699;774;0;-2.737;-877;-165;0;-4.124;13.620;;1997;6;Resultado
42;BERON;I;2;;06/1997;20.745;3.846;0;1;0;-26.142;-13.340;0;0;-86.333;-101.223;;1997;6;Resultado
43;BCR;I;3;2;06/1997;14.487;1.865;200;0;261;-6.258;-3;0;0;-4.042;6.510;;1997;6;Resultado
44;GULFINVEST;I;5;2;06/1997;2.930;16.293;1.459;0;331;-6.434;-34;0;-150;-3.192;11.203;;1997;6;Resultado
45;OURINVEST;C;3;;06/1997;1.230;7.550;1.697;0;358;-4.924;-675;0;-408;-2;4.826;;1997;6;Resultado
46;BANACRE;I;2;;06/1997;8.039;5.456;0;0;95;-7.831;-1.453;0;0;113;4.419;;1997;6;Resultado
47;STOCK;C;3;;06/1997;1.279;185.211;-34;0;0;-184.623;0;0;0;-5.765;-3.932;;1997;6;Resultado
48;BOREAL;I;3;2;06/1997;78;5.470;9.618;28;0;-5.480;-50;0;0;0;9.664;;1997;6;Resultado
49;HEXABANCO;I;3;;06/1997;11.660;1.611;252;0;621;-5.855;0;0;0;-2.558;5.731;;1997;6;Resultado
50;PORTO REAL;I;3;;06/1997;6.973;674;244;0;79;-3.299;0;0;0;689;5.360;;1997;6;Resultado
51;DIMENSAO;I;3;2;06/1997;681;3.466;-111;140;0;-992;-47;0;0;-97;3.040;;1997;6;Resultado
52;ARBI;C;3;;06/1997;3.727;21.176;34;42;0;-20.212;-401;0;0;-11.266;-6.900;;1997;6;Resultado
53;BANCO AXIAL;I;3;2;06/1997;2;5.381;1.450;0;0;-3.320;0;0;0;0;3.513;;1997;6;Resultado
54;HNF;I;3;2;06/1997;1.825;40;0;0;0;-1.524;0;0;0;-6.799;-6.458;;1997;6;Resultado
55;BCO MERCANTIL INVS;I;3;2;06/1997;3.562;245;0;0;0;-8;-178;0;0;-2.127;1.494;;1997;6;Resultado
56;IOCHPE;I;3;;06/1997;2.005;373;0;0;0;0;-1.654;0;0;-404;320;;1997;6;Resultado
57;NACOES;I;3;;06/1997;4.894;1.492;0;0;0;-2.714;-477;0;0;-2.459;736;;1997;6;Resultado
58;METROPOLITANO;I;5;;06/1997;2.021;1.113;0;0;0;-1.580;-129;0;0;-608;817;;1997;6;Resultado
59;EXPRINTER LOSAN;I;5;2;06/1997;0;2.404;12.525;0;0;-602;0;0;0;0;14.327;;1997;6;Resultado
60;BATTISTELLA;I;3;;06/1997;2.424;2;0;0;0;-505;-590;0;0;-2.827;-1.496;;1997;6;Resultado
61;INTERFINANCE;I;3;2;06/1997;7.093;1.950;325;0;0;-3.504;0;0;0;-6.963;-1.099;;1997;6;Resultado
62;EMBLEMA;I;3;2;06/1997;889;2.965;-11;0;0;-1.268;0;0;0;-510;2.065;;1997;6;Resultado
