ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
36;DRESDNER;C;4;;06/1999;2.154.175;27.323;69.777;508.146;93.696;162.258;807.342;-4.287;464.341;1.790;0;23.789;1999;6;Ativo;
37;BASA;I;1;;06/1999;2.054.607;30.147;547.947;566.455;120.005;303;162.913;-4.111;571.715;4.802;0;54.430;1999;6;Ativo;
38;BEAL;I;4;2;06/1999;2.042.391;17.892;302.245;796.181;29.577;0;336.613;-6.957;554.597;6.612;0;5.630;1999;6;Ativo;
39;FIBRA;C;3;;06/1999;2.097.663;2.395;263.717;685.088;14.872;0;170.791;-48.474;316.537;13.447;443.138;236.154;1999;6;Ativo;
40;BMB;I;3;2;06/1999;2.218.275;14.436;602.313;302.449;163.669;2.756;656.380;-30.218;258.583;22.363;0;225.543;1999;6;Ativo;
41;BNL;I;4;2;06/1999;1.812.709;7.930;7.856;712.107;35.055;0;623.659;-4.658;385.239;10.483;0;35.039;1999;6;Ativo;
42;BBM;C;3;;06/1999;1.795.969;2.909;337.574;821.591;149.212;4;98.354;-2.074;170.255;930;37.562;179.654;1999;6;Ativo;
43;BEG;I;1;2;06/1999;1.774.345;18.281;4.022;1.385.089;131.985;228;152.643;-2.644;41.592;13.056;0;30.094;1999;6;Ativo;
44;BIC;C;3;;06/1999;3.179.166;33.539;1.519.349;402.328;60.975;0;877.844;-33.948;180.426;29.261;44.504;64.888;1999;6;Ativo;
45;BMC;C;3;;06/1999;2.278.120;4.797;552.393;523.820;14.323;15;931.655;-19.337;156.928;22.698;49.121;41.707;1999;6;Ativo;
46;ABC-BRASIL;C;4;;06/1999;1.647.455;2.358;32.608;566.441;26.434;0;482.857;-573;347.784;5.543;0;184.003;1999;6;Ativo;
47;DEUTSCHE;C;4;;06/1999;1.559.803;87.177;224.405;96.524;85.511;53.647;364.946;-114;590.301;149;0;57.256;1999;6;Ativo;
48;TOKYOMITSUBISHI;I;4;2;06/1999;1.642.429;11.045;234.067;383.820;22.433;0;363.079;0;591.258;5.615;0;31.111;1999;6;Ativo;
49;BANESTES;I;2;2;06/1999;1.420.567;15.336;0;423.904;266.094;48;599.095;-68.708;101.743;14.741;0;68.313;1999;6;Ativo;
50;BEC;C;1;;06/1999;1.380.055;23.264;10.367;740.003;482.117;0;88.052;-750;24.910;1.461;0;10.633;1999;6;Ativo;
51;BESC;I;2;2;06/1999;1.624.725;39.797;268.441;337.981;163.242;59;598.027;-15.287;100.691;7.499;0;124.275;1999;6;Ativo;
52;BMG;C;3;;06/1999;1.416.032;959;178.979;357.757;95.552;52;121.269;-36.281;152.349;18.019;445.629;81.747;1999;6;Ativo;
53;BRB;I;2;2;06/1999;1.306.780;35.431;205.262;125.417;135.138;1.012;516.715;-22.173;112.372;22.135;21.109;154.362;1999;6;Ativo;
54;AGF BRASEG;C;4;;06/1999;1.297.029;42.263;60.681;696.049;72.370;0;314.469;-5.990;55.065;4.241;54.053;3.827;1999;6;Ativo;
55;SUL AMERICA;C;5;;06/1999;1.124.879;2.279;77.363;601.839;68.021;0;41.244;-340;225.394;2.335;0;106.743;1999;6;Ativo;
56;INTER AMEX;C;5;;06/1999;1.090.778;2.527;76.703;536.304;25.589;85;209.686;-3.410;163.750;2.027;51.617;25.900;1999;6;Ativo;
57;RABOBANK;I;4;;06/1999;1.078.094;145;39.475;578.948;1.152;0;65.814;0;388.573;1.653;0;2.334;1999;6;Ativo;
58;BRASCAN;C;4;;06/1999;1.077.191;773;762;643.455;33.498;2.058;107.806;0;256.348;181;0;32.310;1999;6;Ativo;
59;BNP;I;4;;06/1999;1.050.062;2.224;373.877;195.899;6.589;0;192.066;0;272.326;117;0;6.965;1999;6;Ativo;
60;SOGERAL;C;5;;06/1999;1.041.024;1.754;159.895;168.181;3.469;0;152.750;-3.657;506.393;2.521;23.813;25.905;1999;6;Ativo;
61;SANTOS;I;3;2;06/1999;2.521.031;3.480;1.519.167;219.393;23.980;1.154;504.177;0;119.336;2.112;0;128.232;1999;6;Ativo;
62;SUMITBANK;I;4;;06/1999;952.543;1.643;36.200;402.510;9.967;0;408.038;-891;88.533;46;0;6.497;1999;6;Ativo;
63;FININVEST;I;5;2;06/1999;745.231;709;146;138.277;11.055;7.714;463.836;45;46.333;604;0;76.510;1999;6;Ativo;
64;SOFISA;C;3;;06/1999;588.786;3.249;27.268;230.171;7.559;34.252;147.162;-2.750;15.451;2.346;91.753;32.324;1999;6;Ativo;
65;CREDITO SP;I;3;2;06/1999;567.792;3.090;6.955;160.269;21.023;0;152.896;-329;184.406;3.087;0;36.395;1999;6;Ativo;
66;BANPARA;I;2;;06/1999;566.151;9.364;112.509;171.786;56.691;3.748;213.100;-56.820;13.666;1.908;0;40.199;1999;6;Ativo;
67;BEM;I;2;2;06/1999;563.471;27.840;0;369.435;47.192;623;67.446;-1;25.308;2.586;0;23.042;1999;6;Ativo;
68;PEBB;C;3;;06/1999;555.515;318;38.027;472.648;106;0;2.051;0;7.949;3.892;0;30.524;1999;6;Ativo;
69;PANAMERICANO;I;3;2;06/1999;519.292;15.809;51.649;68.188;8.152;9;321.334;-1.479;14.595;7.859;0;33.176;1999;6;Ativo;
70;BEA;I;2;;06/1999;423.770;11.993;11.000;8.575;68.165;335;293.545;-28;15.070;1.884;0;13.231;1999;6;Ativo;
71;CACIQUE;C;3;;06/1999;373.106;1.435;1.286;154.032;8.943;0;143.581;-821;27.170;1.323;0;36.158;1999;6;Ativo;
72;PINE;C;3;;06/1999;355.569;10.825;21.904;33.386;7.034;0;188.073;-307;50.652;0;0;44.001;1999;6;Ativo;
73;INDUSTRIAL DO BRASIL;C;3;;06/1999;339.668;215;21.324;116.594;1.738;0;110.210;-1.095;35.879;3.943;10.645;40.214;1999;6;Ativo;
74;MODAL;I;3;2;06/1999;327.026;35;0;279.711;45;0;11.776;0;33.845;17;0;1.597;1999;6;Ativo;
75;BANESE;I;2;;06/1999;329.642;4.137;60.000;58.328;51.659;0;154.044;-32.929;14.569;2.030;0;17.804;1999;6;Ativo;
76;BVA;I;3;;06/1999;313.475;527;18.987;42.676;0;0;234.097;0;829;1.640;0;14.720;1999;6;Ativo;
77;PROSPER;C;3;;06/1999;308.016;1.448;12.755;115.178;34.166;23.604;32.298;0;54.050;0;0;34.519;1999;6;Ativo;
78;SCHAHIN;C;3;;06/1999;293.434;20.602;5.728;25.842;5.160;0;168.852;-1.664;38.911;4.478;1.455;24.070;1999;6;Ativo;
79;BANCOOB;I;3;;06/1999;278.389;684;750;190.050;48.034;0;33.552;0;1.243;1;0;4.076;1999;6;Ativo;
80;LA PROVINCIA;I;4;;06/1999;275.846;345;22.549;44.500;2.654;0;42.670;0;162.236;1;0;891;1999;6;Ativo;
81;TRIANGULO;I;3;;06/1999;248.061;77;27.152;61.993;4.207;0;132.086;0;8.763;117;0;13.666;1999;6;Ativo;
82;AGROINVEST;I;5;2;06/1999;216.410;24;5.077;50.618;5.324;0;154.929;-4.126;4.300;3;0;262;1999;6;Ativo;
83;GUANABARA;I;3;;06/1999;203.566;101;26.277;14.993;952;0;82.352;-2.588;15.119;66;65.774;519;1999;6;Ativo;
84;UBS WARBURG;C;4;;06/1999;203.306;660;39.090;74.457;1.412;0;3.269;-246;50.714;14.860;0;19.090;1999;6;Ativo;
85;INVESTCRED;I;5;2;06/1999;190.393;26;13.335;12.803;3.465;0;144.453;0;4.318;0;0;11.993;1999;6;Ativo;
86;CLASSICO;I;3;;06/1999;181.344;3.104;3.385;173.305;418;645;0;0;0;0;0;488;1999;6;Ativo;
87;FATOR;C;3;;06/1999;180.591;504;0;95.645;62.753;0;0;0;7.878;0;0;13.810;1999;6;Ativo;
88;DAYCOVAL;I;3;2;06/1999;179.052;192;34.659;26.486;1.100;0;70.139;-224;1.349;19;0;45.334;1999;6;Ativo;
89;BCOMURUGUAI;I;4;;06/1999;159.050;1.901;29.646;16.612;1.019;0;87.465;-916;11.722;701;7.927;2.974;1999;6;Ativo;
90;WACHOVIA;I;4;;06/1999;152.191;799;5.925;38.201;623;0;34.976;-998;70.665;51;0;1.950;1999;6;Ativo;
91;INTERCAP;C;3;;06/1999;148.739;218;19.202;57.250;934;0;29.548;-2.415;3.912;2;35.173;4.916;1999;6;Ativo;
92;PARAIBAN;I;2;;06/1999;145.651;5.570;87.499;0;8.305;0;24.837;-33;2.793;689;0;15.990;1999;6;Ativo;
93;CRUZEIRO;I;3;2;06/1999;170.459;1.165;32.385;6.448;2.920;0;102.110;0;5.824;2.367;0;17.240;1999;6;Ativo;
94;CREDIBEL;I;3;2;06/1999;126.531;1.649;29.322;30.135;4.946;120;41.393;-689;4.277;2.101;0;13.279;1999;6;Ativo;
95;VR;C;3;;06/1999;128.416;3.705;18.667;20.519;8.865;0;65.891;-66;10.576;43;0;217;1999;6;Ativo;
96;BEPI;I;2;;06/1999;120.305;1.823;6.999;60;25.991;0;65.759;-4.542;17.973;1.286;0;4.955;1999;6;Ativo;
97;THECA;C;3;;06/1999;148.769;88;33.395;1.568;0;0;0;0;103.075;18;0;10.625;1999;6;Ativo;
98;FICSA;I;3;2;06/1999;116.037;76;28.367;8.207;1.740;87;61.192;-706;14.012;1.162;0;1.900;1999;6;Ativo;
99;ARAUCARIA;I;3;2;06/1999;115.622;351;7.403;3.793;5.344;3.758;40.367;-3.283;46.273;4.231;0;7.384;1999;6;Ativo;
100;BANSICREDI;I;3;;06/1999;358.096;267;299.950;2.970;32.939;0;17.970;-1;746;12;0;3.244;1999;6;Ativo;
101;BGN;I;3;2;06/1999;95.878;69;41.464;12.565;1.899;0;30.742;-56;787;6;0;8.402;1999;6;Ativo;
102;INTERIOR;I;3;;06/1999;93.240;416;12.018;5.541;7.683;0;61.902;-1.462;614;67;0;6.460;1999;6;Ativo;
103;GERDAU;I;3;2;06/1999;90.158;37;4.200;0;42.611;0;30.286;-228;8.788;0;0;4.464;1999;6;Ativo;
104;MORADA;I;3;2;06/1999;85.025;46;7.473;2;8.000;0;48.975;-715;4.005;2.409;0;14.830;1999;6;Ativo;
105;PECUNIA;I;3;2;06/1999;82.524;69;11.640;8.249;568;12;38.247;-627;15.094;4.489;0;4.784;1999;6;Ativo;
106;PARANA;I;3;2;06/1999;76.198;70;7.453;8.416;1.320;0;41.134;-296;7.015;635;0;10.451;1999;6;Ativo;
107;RENNER;I;3;;06/1999;73.382;87;21.382;3.603;510;0;44.393;-345;2.888;38;0;826;1999;6;Ativo;
108;LAVRA;C;3;;06/1999;73.023;1.156;1.012;5.354;1.514;8;39.201;-130;6.993;5.536;0;12.379;1999;6;Ativo;
109;SANTOS NEVES;I;3;2;06/1999;74.235;908;4.417;521;4.265;0;52.840;-417;516;934;0;10.252;1999;6;Ativo;
110;GE CAPITAL;I;4;;06/1999;65.340;1.180;1.500;9.306;6.134;0;36.190;0;10.873;0;0;157;1999;6;Ativo;
111;UNION;I;4;;06/1999;63.883;1.238;4.500;5.936;347;0;24.766;0;11.783;6.989;0;8.324;1999;6;Ativo;
112;BANCNACION;I;4;;06/1999;62.267;5.398;18.490;63;1.575;0;14.681;-19;17.255;21;0;4.803;1999;6;Ativo;
113;FRANCES INTER;I;4;;06/1999;61.474;228;1.793;45.283;158;0;13.474;-1.575;1.979;8;0;125;1999;6;Ativo;
114;LUSO BRASILEIRO;I;3;;06/1999;61.634;276;6.718;10.303;2.125;0;32.405;-458;3.746;1.011;0;5.507;1999;6;Ativo;
115;EXTERIBANK;I;4;;06/1999;57.960;21;1.666;50.011;6;0;4.539;-52;1.442;53;0;275;1999;6;Ativo;
116;PRIMUS;C;3;;06/1999;69.743;281;22.859;21.946;55;0;15;0;7.473;67;0;17.046;1999;6;Ativo;
117;RIBEIRAO PRETO;I;3;;06/1999;54.114;12;300;3.434;790;0;48.540;-324;945;279;0;137;1999;6;Ativo;
118;OPPORTUNITY;I;3;2;06/1999;280.720;10;260.054;3.264;0;0;0;0;6.438;1;0;10.953;1999;6;Ativo;
119;MATONE;I;3;2;06/1999;47.125;92;5.613;15.629;614;0;17.887;-271;1.462;629;0;5.470;1999;6;Ativo;
120;CEDULA;I;3;;06/1999;45.731;107;28.416;410;229;838;11.453;0;425;122;0;3.731;1999;6;Ativo;
121;BONSUCESSO;C;3;;06/1999;41.672;139;11.253;589;290;0;14.617;133;1.692;621;11.649;689;1999;6;Ativo;
122;PLANIBANC;C;5;;06/1999;30.599;596;2.610;8.839;0;0;0;0;10.673;6;0;7.873;1999;6;Ativo;
123;BANCAP;I;3;2;06/1999;14.252;113;10.215;36;646;0;2.647;-297;329;177;0;387;1999;6;Ativo;
124;LA REPUBLICA;I;4;;06/1999;10.686;180;841;3;125;0;4.477;-326;2.491;1.343;0;1.551;1999;6;Ativo;
125;HISPANO;I;4;;06/1999;5.741;95;5.570;0;1;0;0;0;69;0;0;5;1999;6;Ativo;
1;BNDES;I;1;;06/1999;79.315.957;38.560;883;7.520.121;31.425.957;0;25.038.229;-417.674;4.381.838;2.241;0;11.325.802;1999;6;Ativo;
2;CCF BRASIL;C;4;;06/1999;4.958.785;233.717;1.641.054;740.246;250.940;0;592.246;-3.304;1.242.695;2.292;85.802;173.097;1999;6;Ativo;
3;FIAT;C;4;;06/1999;4.365.640;8.083;247.561;376.042;0;0;978.650;-160.502;160.782;20.537;2.579.199;155.287;1999;6;Ativo;
4;ALFA;C;3;;06/1999;3.134.707;4.033;109.431;478.401;0;0;1.462.616;-68.302;146.261;32.234;660.873;309.160;1999;6;Ativo;
5;FORD;C;4;;06/1999;2.987.955;23.937;3.385;1;0;0;560.480;-89.099;240.030;37.176;2.210.735;1.311;1999;6;Ativo;
6;ICATU;C;3;;06/1999;3.343.566;97.850;677.483;2.200.382;51.971;0;8.170;0;285.108;550;0;22.052;1999;6;Ativo;
7;GM;C;4;;06/1999;2.511.861;205;129.924;12.175;0;2.973;846.531;-112.545;157.299;16.018;1.451.096;8.186;1999;6;Ativo;
8;BANCOCIDADE;C;3;;06/1999;2.102.815;99.992;20.747;888.992;113.400;31;508.857;-12.204;295.986;19.103;118.751;49.159;1999;6;Ativo;
9;VOLKSWAGEN;C;4;;06/1999;2.008.876;11.519;12.940;763;0;0;474.496;-41.371;64.418;22.802;1.449.732;13.577;1999;6;Ativo;
10;BRDE;I;2;;06/1999;1.905.686;879;211.476;227.717;0;0;1.424.457;-12.983;43.825;7.358;242;2.714;1999;6;Ativo;
11;MULTI;I;4;;06/1999;1.709.417;7.441;410.637;861.493;1.863;0;55.661;0;365.527;758;0;6.036;1999;6;Ativo;
12;REPUBLIC NATION;C;4;;06/1999;1.425.677;3.999;3.351;1.337.800;21.984;0;5.466;0;50.727;20;0;2.330;1999;6;Ativo;
13;LIBERAL;C;4;;06/1999;1.172.831;7.527;105.810;800.487;6.398;0;2.269;0;218.874;103;0;31.362;1999;6;Ativo;
14;DAIMLERCHRYSLER;C;4;;06/1999;1.020.846;2.115;0;16.653;0;0;97.443;-54.859;89.271;44;864.611;5.568;1999;6;Ativo;
15;MATRIX;C;3;;06/1999;817.453;49.054;205;479.918;1.527;0;28.670;-187;250.962;18;0;7.287;1999;6;Ativo;
16;DESENBANCO;I;2;;06/1999;813.414;273;212.987;121.220;1.043;0;495.782;-40.347;14.342;3.005;0;5.110;1999;6;Ativo;
17;BDMG;I;2;;06/1999;701.107;7;75.151;65.729;0;0;445.353;-1.349;92.465;780;0;22.971;1999;6;Ativo;
18;INDUSVAL;C;3;;06/1999;337.649;12.157;6.829;126.619;5.870;0;68.878;-866;99.986;6.635;0;11.541;1999;6;Ativo;
19;REDE;I;3;;06/1999;274.230;509;18.969;10.199;0;0;52.040;-48.006;34.018;4.892;0;201.610;1999;6;Ativo;
20;BANDES;I;2;2;06/1999;251.268;105;61.536;77.260;0;0;91.538;-931;15.378;2.091;0;4.290;1999;6;Ativo;
21;BRJ;I;3;;06/1999;235.677;46;1.374;0;67.477;0;156.228;-61;1.762;2.400;0;6.451;1999;6;Ativo;
22;MERRILL LYNCH;C;4;;06/1999;227.721;24;27.600;33.358;3.177;0;0;0;141.596;52;0;21.915;1999;6;Ativo;
23;EUROINVEST;I;5;2;06/1999;207.910;72;87.640;0;107;0;0;0;100.579;0;0;19.512;1999;6;Ativo;
24;GRAPHUS;C;4;;06/1999;274.938;752;91.199;63.120;16.704;0;114;0;85.412;0;0;17.636;1999;6;Ativo;
25;STOCK;C;3;;06/1999;160.796;169;0;106.614;1.397;0;6.693;-863;36.346;6;0;10.433;1999;6;Ativo;
26;RENDIMENTO;I;3;;06/1999;151.784;30.174;11.300;27.497;3.812;0;10.592;-32;39.639;989;0;27.811;1999;6;Ativo;
27;VOLVO;I;4;2;06/1999;146.838;290;3.207;56.641;0;0;82.736;-6.684;5.243;1.880;0;3.524;1999;6;Ativo;
28;SOCOPA;C;3;;06/1999;125.029;4.848;8.447;25.138;11.888;0;28.676;-290;32.759;98;0;13.465;1999;6;Ativo;
29;PORTO SEGURO;I;3;3;07/1997;118.143;16;440;109.456;0;0;81;0;729;0;0;7.421;1999;6;Ativo;
30;TENDENCIA;C;3;;06/1999;115.554;71.589;900;10.077;5;0;0;0;21.047;2;0;11.933;1999;6;Ativo;
31;FENICIA;C;3;;06/1999;99.568;560;2.784;7.893;221;0;17.242;-1.379;67.838;2.538;105;1.767;1999;6;Ativo;
32;ARBI;C;3;;06/1999;96.137;109;0;61.928;98;0;8.562;0;2.950;1.928;0;20.563;1999;6;Ativo;
33;PORTO REAL;I;3;;06/1999;87.792;384;4.700;5.358;7.607;18.925;34.228;-121;4.304;4.678;0;7.729;1999;6;Ativo;
34;PATENTE;C;3;;06/1999;120.334;350;33.563;72.204;69;0;43;-43;6.544;1.276;0;6.328;1999;6;Ativo;
35;FONTE;C;3;;06/1999;80.294;530;2.229;27.691;21;0;518;0;33.963;785;0;14.556;1999;6;Ativo;
36;EQUATORIAL;I;3;2;06/1999;77.476;45;42.236;13.896;270;4.975;12.734;0;1.875;6;0;1.439;1999;6;Ativo;
37;BANCO AXIAL;I;3;2;06/1999;75.364;19;0;61.345;0;0;1.277;0;12.087;18;0;617;1999;6;Ativo;
38;BOREAL;I;3;2;06/1999;67.987;476;0;27.558;21;0;127;0;1.176;0;0;38.629;1999;6;Ativo;
39;PATRIMONIO;I;3;;06/1999;55.642;137;2.500;45.747;0;0;0;0;6.732;14;0;511;1999;6;Ativo;
40;INTERPART;I;3;;06/1999;54.749;20;290;316;67;0;45.137;0;35;7.201;0;1.683;1999;6;Ativo;
41;TRICURY;I;3;;06/1999;49.964;162;22.720;4.149;0;0;21.772;-381;1.097;337;0;108;1999;6;Ativo;
42;MARKA;I;3;3;02/1999;46.243;118;151;1.365;2.894;125;0;0;39.062;0;0;2.529;1999;6;Ativo;
43;INDUSCRED;I;3;;06/1999;45.063;59;30.404;3.401;329;0;6.721;0;1.863;1.998;0;287;1999;6;Ativo;
44;OURINVEST;C;3;;06/1999;42.337;502;6.452;7.432;0;0;24.331;0;1.688;10;0;1.922;1999;6;Ativo;
45;NEW HOLLAND;I;4;;06/1999;40.271;39;18.010;0;0;0;21.290;0;596;0;0;336;1999;6;Ativo;
46;MERCANTIL;I;3;2;06/1999;39.596;73;9.100;107;0;0;20.579;-3.499;11.290;1.734;0;212;1999;6;Ativo;
47;NACOES;I;3;;06/1999;47.406;410;15.680;0;1.726;0;22.246;-333;1.735;1.412;0;4.530;1999;6;Ativo;
48;HEXABANCO;I;3;;06/1999;31.134;346;5.500;985;0;0;8.547;-936;5.639;4.300;0;6.753;1999;6;Ativo;
49;EMBLEMA;I;3;2;06/1999;30.159;67;8.122;12.009;49;0;2.975;-19;2.145;72;0;4.739;1999;6;Ativo;
50;BCO TOYOTA;I;4;2;06/1999;28.943;2;5.322;9.775;0;0;36;0;1.122;0;0;12.687;1999;6;Ativo;
51;MALCON;I;3;2;06/1999;27.361;16;9.197;8;81;0;16.250;-1.117;2.366;240;0;321;1999;6;Ativo;
52;FICRISA AXELRUD;I;3;;06/1999;24.295;236;2.314;0;733;0;19.366;-1.478;2.284;484;0;356;1999;6;Ativo;
53;MAXINVEST;I;3;;06/1999;25.288;140;9.087;387;447;0;9.087;-35;1.443;1.848;0;2.885;1999;6;Ativo;
54;KEB;I;4;;06/1999;21.913;112;20.488;0;168;0;0;0;406;16;0;722;1999;6;Ativo;
55;MISASI;C;3;;06/1999;20.458;34;1.780;2.495;0;0;10.453;0;2.776;4;0;2.917;1999;6;Ativo;
56;POTTENCIAL;I;3;;06/1999;20.520;129;1.919;0;32;0;16.725;-200;1.130;422;0;361;1999;6;Ativo;
57;PRIME;I;3;2;06/1999;17.751;39;3.620;2.489;0;0;0;0;3.496;0;0;8.107;1999;6;Ativo;
58;BANACRE;I;2;;06/1999;17.590;5.330;0;846;0;0;2.444;0;94;4.512;0;4.364;1999;6;Ativo;
59;FINANSINOS;I;3;2;06/1999;16.031;34;2.370;44;57;0;10.143;-249;2.872;42;0;718;1999;6;Ativo;
60;MINAS;I;3;;06/1999;15.197;107;8.983;0;78;0;2.206;0;2.447;53;0;1.323;1999;6;Ativo;
61;OK;I;3;;06/1999;13.223;39;229;2.038;0;0;8.963;-46;498;267;0;1.234;1999;6;Ativo;
62;PERFORMANCE;I;3;;06/1999;11.283;17;390;574;0;0;394;0;1.224;0;0;8.685;1999;6;Ativo;
63;ROYAL INVEST;I;3;2;06/1999;8.806;37;390;21;0;0;2.261;0;718;214;0;5.165;1999;6;Ativo;
64;TECNICORP;I;3;2;06/1999;8.609;4;160;0;29;0;1.433;0;1.343;5.253;0;388;1999;6;Ativo;
