ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
29;BEMGE;I;2;2;06/1996;3.265.999;48.299;473.074;562.528;414.916;3.078;872.953;-38.997;750.031;4.128;0;175.989;1996;6;Ativo;
30;CHASE MANHATTAN;I;4;2;06/1996;4.731.522;2.916;2.510.417;464.194;890.591;0;162.542;-1.235;548.337;1.137;0;152.623;1996;6;Ativo;
31;MERIDIONAL;I;1;2;06/1996;2.398.635;12.265;355.795;151.904;221.072;0;1.125.730;-171.434;360.345;111.387;0;231.571;1996;6;Ativo;
32;BANCO BMC;I;3;2;06/1996;2.066.263;19.668;32.274;831.827;27.962;0;800.556;-13.266;262.068;20.467;0;84.707;1996;6;Ativo;
33;PACTUAL;I;3;2;06/1996;5.257.612;12.846;3.749.819;402.727;296.437;0;0;0;618.760;525;0;176.498;1996;6;Ativo;
34;DIBENS;C;3;;06/1996;2.071.372;4.921;410.408;403.943;37.643;0;355.309;-19.516;253.794;36.773;566.405;21.693;1996;6;Ativo;
35;BANEB;I;2;2;06/1996;1.865.497;17.828;15.485;569.436;194.233;298;817.399;-11.718;147.150;4.951;0;110.435;1996;6;Ativo;
36;BIC;I;3;2;06/1996;2.865.201;22.199;1.185.432;420.940;112.637;1.359;732.735;-4.660;282.516;11.822;7.440;92.782;1996;6;Ativo;
37;BESC;I;2;2;06/1996;1.716.999;34.404;166.729;667.979;145.358;12.048;543.750;-6.170;68.619;3.010;0;81.271;1996;6;Ativo;
38;PONTUAL;C;3;;06/1996;2.030.137;777;518.715;264.146;83.721;0;774.751;-10.327;161.670;40.135;157.793;38.757;1996;6;Ativo;
39;MITSUBISHI;I;4;2;06/1996;1.509.304;4.745;498.656;41.185;25.314;5.754;177.895;0;699.040;1.311;0;55.402;1996;6;Ativo;
40;FIBRA;I;3;2;06/1996;1.775.205;2.580;738.263;147.446;66.584;0;442.814;-4.187;303.551;2.966;0;75.188;1996;6;Ativo;
41;BMB;I;3;2;06/1996;1.662.939;12.524;618.689;36.649;121.724;1.055;604.514;-61.150;133.762;6.126;0;189.045;1996;6;Ativo;
42;CREDIBANCO;I;5;2;06/1996;1.348.176;4.677;137.622;39.796;130.421;0;666.179;-2.779;253.291;15.509;9.203;94.258;1996;6;Ativo;
43;BRB;I;2;2;06/1996;1.322.077;24.826;220.993;124.916;101.113;76;619.662;-6.198;52.910;11.779;377;171.624;1996;6;Ativo;
44;DEUTSCHE;I;4;;06/1996;1.317.129;57.889;306.095;67.662;45.513;0;282.201;-698;528.169;147;0;30.151;1996;6;Ativo;
45;JP MORGAN;C;4;;06/1996;1.240.679;809;217.245;318.369;135.664;0;101.435;-71;449.979;337;0;16.911;1996;6;Ativo;
46;VOTORANTIM;I;3;2;06/1996;1.212.678;404;59.840;566.583;21.430;0;212.104;-1.008;274.714;1.533;0;77.079;1996;6;Ativo;
47;DEUTSCH;I;4;;06/1996;1.185.520;7.193;150.974;65.941;5.137;0;521.088;-1.365;410.707;2.335;0;23.510;1996;6;Ativo;
48;RURAL;C;3;;06/1996;1.172.302;22.047;132.881;145.871;100.733;25;468.320;-14.159;167.641;6.640;44.631;97.671;1996;6;Ativo;
49;BEAL;I;4;2;06/1996;1.309.782;357;408.906;91.045;137.255;0;120.990;-486;533.418;2.089;0;16.208;1996;6;Ativo;
50;BMG;C;3;;06/1996;1.148.357;2.450;248.577;93.775;15.537;0;355.542;-17.339;140.338;4.976;249.111;55.391;1996;6;Ativo;
51;BASA;I;1;;06/1996;1.078.142;6.444;302.480;54.436;38.872;1.138;258.143;-11.058;362.217;7.906;0;57.564;1996;6;Ativo;
52;BANESTES;I;2;2;06/1996;1.031.749;8.571;23.233;85.805;168.716;233;534.424;-2.419;149.740;4.242;0;59.203;1996;6;Ativo;
53;GERAL DO COMERCIO;C;4;;06/1996;1.067.616;33.149;133.778;122.914;78.243;60;436.379;-20.965;187.403;7.471;49.292;39.893;1996;6;Ativo;
54;SUL AMERICA;I;5;2;06/1996;956.937;6.691;571.028;138.692;23.110;0;43.729;0;115.320;873;0;57.496;1996;6;Ativo;
55;BCN BARCLAYS;I;5;2;06/1996;1.326.595;4.164;525.291;88.533;93.254;0;354.648;-9.139;226.739;10.110;0;32.995;1996;6;Ativo;
56;SOGERAL;C;5;;06/1996;1.173.164;9.170;381.223;73.452;38.017;0;181.704;-1.000;319.538;4.530;144.402;22.127;1996;6;Ativo;
57;BEC;I;2;2;06/1996;827.901;4.724;35.554;36.865;107.980;2.141;558.672;-10.758;61.908;3.386;0;27.429;1996;6;Ativo;
58;ING BANK;I;4;;06/1996;1.063.862;3.811;535.547;85.817;116.372;0;115.031;0;194.441;156;0;12.686;1996;6;Ativo;
59;SUMITBANK;I;4;;06/1996;743.947;1.497;163.036;38.241;12.283;1;273.961;0;244.002;760;0;10.167;1996;6;Ativo;
60;SANTOS;I;3;2;06/1996;732.600;1.321;23.633;484.909;13.609;1.951;153.215;-677;19.039;841;0;34.762;1996;6;Ativo;
61;BNL;I;4;2;06/1996;752.521;2.851;106.894;147.893;2.089;0;280.957;-2.280;187.448;2.081;2.546;22.043;1996;6;Ativo;
62;ABC-ROMA;I;5;2;06/1996;746.822;8.499;227.341;86.107;27.020;0;168.342;-179;126.355;1.111;0;102.226;1996;6;Ativo;
63;BANDEPE;I;2;2;06/1996;746.373;7.529;156.179;15.318;102.557;133;326.752;-4.403;70.146;3.425;0;68.737;1996;6;Ativo;
64;BEG;I;2;2;06/1996;644.352;8.913;69.022;219.218;59.796;991;208.214;-2.795;31.593;16.426;0;32.975;1996;6;Ativo;
65;BCO GARANTIA;I;3;2;06/1996;585.404;234;70.914;21.260;19.132;0;29.224;0;438.402;0;0;6.237;1996;6;Ativo;
66;BMD;C;3;;06/1996;580.969;8.020;10.388;39.162;88.825;1.185;254.692;-10.339;98.847;15.379;16.251;58.559;1996;6;Ativo;
67;SRL;I;5;;06/1996;600.404;4.865;160.836;60.689;11.170;0;39.124;0;279.175;152;0;44.394;1996;6;Ativo;
68;INVESTCRED;I;3;2;06/1996;464.661;182;43.125;24.130;11.102;0;333.777;0;38.455;83;0;13.806;1996;6;Ativo;
69;AGF BRASEG;I;5;2;06/1996;558.540;1.416;198.054;18.582;92.922;0;50.883;0;188.043;1.082;0;7.557;1996;6;Ativo;
70;OMEGA;C;3;;06/1996;599.089;2.647;150.106;333.221;2.790;0;24.516;-1.608;58.146;6.615;0;22.657;1996;6;Ativo;
71;BANFORT;I;3;2;06/1996;400.372;9.044;1.424;33.356;10.929;0;240.578;-4.865;62.926;10.361;0;36.618;1996;6;Ativo;
72;BANPARA;I;2;2;06/1996;347.979;7.290;70.894;12.344;20.727;891;173.182;-10.130;27.923;1.539;0;43.320;1996;6;Ativo;
73;BEA;I;2;;06/1996;338.225;9.253;17.510;35.308;19.475;531;229.014;-301;8.427;3.425;0;15.583;1996;6;Ativo;
74;FININVEST;I;5;2;06/1996;369.381;314;71.584;50.539;7.604;93;194.406;-1.094;13.607;866;0;31.464;1996;6;Ativo;
75;SOFISA;C;3;;06/1996;297.061;1.105;104.092;48.499;5.657;4.275;93.924;-539;7.933;4.296;4.595;23.225;1996;6;Ativo;
76;CACIQUE;I;3;;06/1996;285.928;1.519;46.156;81.570;8.916;0;95.746;-11;27.041;2.092;0;22.899;1996;6;Ativo;
77;PROSPER;I;3;2;06/1996;259.100;205;9.571;211.957;2.825;2.616;11.158;0;9.759;0;0;11.008;1996;6;Ativo;
78;PANAMERICANO;I;3;2;06/1996;244.808;601;49.026;13.818;6.886;0;150.813;-636;16.589;645;0;7.066;1996;6;Ativo;
79;BEM;I;2;2;06/1996;239.193;11.779;24.983;24.184;17.487;1.030;104.806;-1.311;21.551;1.606;0;33.080;1996;6;Ativo;
80;CREDITO SP;I;3;2;06/1996;235.289;13;61.090;21.023;6.133;0;101.148;-2.241;34.383;1.455;0;12.285;1996;6;Ativo;
81;BANSANDER;I;4;;06/1996;219.830;155;9;191.825;621;0;0;0;18.825;87;0;8.309;1996;6;Ativo;
82;INTERUNION;I;3;2;06/1996;202.397;92;1.640;123.977;14.658;0;47.991;-144;1.998;0;0;12.185;1996;6;Ativo;
83;SCHAHIN;C;3;;06/1996;190.538;2.108;12.378;18.456;5.445;0;97.242;-1.112;32.298;5.811;2.155;15.756;1996;6;Ativo;
84;PORTUGUES;I;4;;06/1996;179.121;12.888;37.726;3.980;330;0;30.424;-1.036;85.825;54;0;8.930;1996;6;Ativo;
85;FINANCIAL;I;4;;06/1996;179.958;4.972;7.227;27.178;1.235;187;41.672;-1;91.527;2.227;0;3.733;1996;6;Ativo;
86;BBC;I;3;2;06/1996;181.609;2.540;23.911;8.797;21.644;95;87.836;-835;19.422;1.590;0;16.611;1996;6;Ativo;
87;BANESE;I;2;;06/1996;170.375;5.018;4.999;7.896;31.184;31;84.729;-2.055;17.482;3.457;0;17.633;1996;6;Ativo;
88;INDUSTRIAL;I;3;2;06/1996;161.774;51;19.668;39.046;3.616;0;66.049;-20;14.446;401;0;18.518;1996;6;Ativo;
89;PRODUBAN;I;2;;06/1996;141.410;1.891;0;7.472;25.579;506;96.641;-4.293;3.220;312;0;10.081;1996;6;Ativo;
90;TRIANGULO;I;3;;06/1996;129.127;501;4.823;10.407;10.130;0;99.141;-198;3.252;215;0;856;1996;6;Ativo;
91;HISPANO;I;4;;06/1996;124.342;870;21.383;2.206;1.035;0;35.409;-4.932;60.337;2.412;0;5.621;1996;6;Ativo;
92;PARAIBAN;I;2;;06/1996;119.310;2.318;22.210;29.921;2.807;0;5.415;-12;4.181;1.460;0;51.008;1996;6;Ativo;
93;LAVRA;I;3;2;06/1996;114.987;1.175;500;9.143;2.720;12;56.217;-454;25.339;5.426;0;14.909;1996;6;Ativo;
94;INTERCAP;I;3;2;06/1996;98.829;13;44.072;7.892;1.894;0;36.844;-590;1.421;100;0;7.182;1996;6;Ativo;
95;GUANABARA;I;3;;06/1996;94.068;30;6.055;513;20.417;0;62.100;-33;2.414;82;1.931;559;1996;6;Ativo;
96;BRASCAN;C;5;;06/1996;96.006;106;49.096;8.093;4.737;712;12.311;-69;8.155;148;0;12.717;1996;6;Ativo;
97;DAYCOVAL;I;3;2;06/1996;89.637;132;12.746;14.489;3.862;8;37.137;-164;2.351;23;0;19.053;1996;6;Ativo;
98;MAPPIN;I;3;2;06/1996;87.995;72;53.338;1.185;1.680;0;0;0;25.011;31;0;6.677;1996;6;Ativo;
99;ARAUCARIA;I;3;2;06/1996;85.119;1.458;8.984;31.914;4.293;0;15.079;-2;16.974;747;0;5.670;1996;6;Ativo;
100;CREDIBEL;I;3;;06/1996;83.238;112;19.826;15.279;1.440;828;36.290;-859;6.769;2.674;0;878;1996;6;Ativo;
101;LA PROVINCIA;I;4;;06/1996;81.769;188;17.696;19;237;0;3.099;-236;59.927;0;0;839;1996;6;Ativo;
102;GERDAU;I;3;2;06/1996;80.204;7;761;0;50.258;0;23.228;-61;5.830;0;0;182;1996;6;Ativo;
103;BEPI;I;2;;06/1996;78.383;563;350;1.809;4.842;28;48.461;-1.252;10.581;5.379;0;7.620;1996;6;Ativo;
104;VR;I;3;2;06/1996;72.154;150;16.905;10.252;9.560;0;32.292;-243;1.630;31;0;1.577;1996;6;Ativo;
105;BEMAT;I;2;;06/1996;71.433;1.413;2.000;7.877;5.992;2.316;27.400;-225;4.938;372;0;19.351;1996;6;Ativo;
106;VEGA;C;3;;06/1996;71.741;43;1.202;2.762;11.305;92;41.266;0;9.475;496;0;5.100;1996;6;Ativo;
107;FICSA;I;3;2;06/1996;60.816;22;13.440;4.490;787;161;33.854;-464;7.388;668;0;471;1996;6;Ativo;
108;PEBB;I;3;2;06/1996;58.547;433;5.003;3.044;59;0;11.384;0;1.015;0;0;37.608;1996;6;Ativo;
109;AGROINVEST;I;5;2;06/1996;57.284;7;29.025;6.525;243;0;8.357;-418;13.368;2;0;175;1996;6;Ativo;
110;PARANA;I;3;2;06/1996;53.633;44;12.373;1.199;1.785;501;17.468;-876;11.236;1.561;0;8.342;1996;6;Ativo;
111;RAIBOBANK;I;4;;06/1996;50.530;254;79;27.452;5;0;0;0;20.684;0;0;2.057;1996;6;Ativo;
112;FATOR;C;3;;06/1996;46.410;59;1.740;18.719;0;0;82;0;16.776;0;0;9.035;1996;6;Ativo;
113;SEGMENTO;I;3;2;06/1996;61.317;42;25.804;18.279;51;0;8.603;-634;635;924;0;7.613;1996;6;Ativo;
114;UNION;I;4;;06/1996;43.246;342;1.440;1.673;645;0;8.319;-59;5.126;6.055;0;19.705;1996;6;Ativo;
115;LUSO BRASILEIRO;I;3;;06/1996;38.291;163;4.937;2.604;837;1;24.751;-1.344;266;150;0;5.926;1996;6;Ativo;
116;MORADA;I;3;2;06/1996;36.874;38;5.833;9;8.007;0;9.039;-73;444;2.523;0;11.054;1996;6;Ativo;
117;BANIF;C;3;;06/1996;36.484;93;10.247;6.679;49;0;0;0;7.668;17;0;11.730;1996;6;Ativo;
118;PECUNIA;I;3;2;06/1996;35.741;54;8.234;224;544;10;16.878;-248;3.917;315;0;5.813;1996;6;Ativo;
119;OPPORTUNITY;I;3;;06/1996;69.793;6;42.060;9.290;0;0;0;0;15.697;1;0;2.737;1996;6;Ativo;
120;CEDULA;I;3;;06/1996;33.255;224;5.595;175;78;135;18.567;-9;703;1.087;0;6.702;1996;6;Ativo;
121;BANAP;I;2;;06/1996;31.808;40;2.356;3.078;3.586;1;19.044;-660;787;12;0;3.565;1996;6;Ativo;
122;BANER;I;2;;06/1996;31.608;1.260;4.251;6.810;210;9;9.535;-167;537;120;0;9.042;1996;6;Ativo;
123;BGN;I;3;;06/1996;30.481;13;7.104;99;501;1;17.123;0;4.635;6;0;999;1996;6;Ativo;
124;INTERIOR;I;3;;06/1996;32.393;347;7.582;0;3.192;3;22.664;-2.268;143;0;0;729;1996;6;Ativo;
125;BANCNACION;I;4;;06/1996;27.883;615;73;11.873;219;7;3.542;0;6.039;25;0;5.490;1996;6;Ativo;
126;BVA;I;3;;06/1996;28.744;47;2.340;31;0;0;13.736;0;221;0;0;12.370;1996;6;Ativo;
127;RIBEIRAO PRETO;I;3;;06/1996;27.284;2;0;2.985;23;0;23.865;-1;205;8;0;197;1996;6;Ativo;
128;EXTERIBANK;I;4;;06/1996;27.433;63;4.529;21.683;17;0;277;0;235;50;0;578;1996;6;Ativo;
129;EMPRESARIAL;I;3;2;06/1996;27.251;75;220;1.837;422;0;15.983;-591;547;194;0;8.564;1996;6;Ativo;
130;RENNER;I;3;;06/1996;26.761;49;8.463;47;622;0;15.723;-132;1.620;72;0;298;1996;6;Ativo;
131;BCO.SICREDI;I;3;;06/1996;46.040;214;41.355;0;3.991;0;152;0;250;0;0;77;1996;6;Ativo;
132;CLASSICO;I;3;;06/1996;24.828;3.208;18.939;1.006;69;233;948;0;31;0;0;394;1996;6;Ativo;
133;PREMIER;I;3;;06/1996;24.808;12;4.804;1.118;998;0;15.426;-54;770;346;0;1.387;1996;6;Ativo;
134;MODAL;I;3;;06/1996;37.728;12;24.347;6.910;42;0;3.900;0;2.056;0;0;460;1996;6;Ativo;
135;CRUZEIRO;I;3;2;06/1996;23.251;33;452;113;1.101;0;4.496;-23;7.740;1;0;9.338;1996;6;Ativo;
136;MATONE;I;3;2;06/1996;22.888;47;5.073;4.469;757;0;9.223;-36;530;356;0;2.467;1996;6;Ativo;
137;LA REPUBLICA;I;4;;06/1996;19.734;568;627;26;515;0;12.602;-1.266;4.416;569;0;1.677;1996;6;Ativo;
138;SANTOS NEVES;I;3;2;06/1996;19.390;254;601;1.499;788;0;6.617;-227;353;283;0;9.223;1996;6;Ativo;
139;INDUSCRED;I;3;2;06/1996;17.879;28;5.298;7;253;0;9.964;-311;515;189;0;1.935;1996;6;Ativo;
140;PLANIBANC;I;5;2;06/1996;13.874;14;9.793;3.190;9;0;0;0;828;0;0;40;1996;6;Ativo;
141;APLICAP;C;3;;06/1996;4.739.052;38;4.727.848;1.506;15;0;0;0;3.380;68;0;6.197;1996;6;Ativo;
142;CAMBIAL;C;3;;06/1996;12.681;103;4.798;839;65;0;780;0;2.468;4;0;3.624;1996;6;Ativo;
143;THECA;I;3;2;06/1996;9.961;5;568;0;0;0;0;0;968;1;0;8.420;1996;6;Ativo;
144;COMERCIAL SP;I;3;;06/1996;5.138;22;0;0;760;0;1.445;-748;357;1.925;0;1.377;1996;6;Ativo;
145;BANCIONAL;I;3;2;06/1996;5.110;38;2.901;31;8;0;1.965;-22;83;5;0;99;1996;6;Ativo;
1;BNDES;I;1;;06/1996;49.022.055;422.845;5.180;4.240.637;16.377.274;0;10.251.302;-69.986;3.902.767;230;0;13.891.807;1996;6;Ativo;
2;NACIONAL;I;3;2;06/1996;5.289.618;2.865;10.652;1.092.661;2.678.143;0;210.944;-31.364;939.972;17.783;173.179;194.784;1996;6;Ativo;
3;ECONOMICO;I;3;2;06/1996;4.455.390;101.315;0;2.020.730;630.329;0;653.085;-238.449;1.161.830;28.458;0;98.093;1996;6;Ativo;
4;CCF BRASIL;C;4;;06/1996;7.085.471;294.316;3.791.984;817.964;652.282;0;294.146;-1.795;1.015.447;8.710;120.573;91.843;1996;6;Ativo;
5;NOROESTE;C;3;;06/1996;4.603.138;201.231;999.286;606.754;198.971;5.441;1.478.593;-51.745;743.395;16.246;210.859;194.108;1996;6;Ativo;
6;BCO INV GARANTIA;I;3;2;06/1996;3.277.157;116.365;369.039;968.105;384.102;0;32.975;0;1.011.346;9;0;395.215;1996;6;Ativo;
7;BISA-ITAMARATI;C;3;;06/1996;2.694.351;8.689;583.623;315.927;197.906;133;756.797;-5.719;556.774;14.139;151.228;114.853;1996;6;Ativo;
8;MULTIPLIC;C;5;;06/1996;2.252.334;3.993;79.598;966.631;57.412;0;512.723;-5.924;382.898;2.873;70.369;181.760;1996;6;Ativo;
9;BBI;C;3;;06/1996;2.381.235;15.684;284.966;1.095.296;329.224;3.287;303.027;-1.901;266.181;1.243;0;84.228;1996;6;Ativo;
10;BANCOCIDADE;C;3;;06/1996;2.378.393;20.601;949.204;244.111;145.330;142;620.483;-9.838;186.642;31.369;102.271;88.078;1996;6;Ativo;
11;INTER-ATLANTICO;C;5;;06/1996;1.781.775;6.612;481.431;290.640;134.470;29.741;557.357;-8.373;242.653;4.412;16.848;25.984;1996;6;Ativo;
12;ICATU;I;3;2;06/1996;2.372.820;1.013;955.804;851.602;32.525;0;8.551;0;362.616;730;0;159.978;1996;6;Ativo;
13;FIAT;I;4;2;06/1996;1.461.803;3.210;151.738;113.300;10.579;0;1.045.661;-34.067;29.690;4.624;0;137.066;1996;6;Ativo;
14;BRDE;I;2;;06/1996;1.175.033;45;173.946;11.935;0;0;980.354;-15.066;9.392;10.378;1.580;2.470;1996;6;Ativo;
15;GENERAL MOTORS;I;4;2;06/1996;1.059.756;1.764;53.200;3.541;9.521;3.616;920.311;-183;29.088;4.860;0;34.038;1996;6;Ativo;
16;BANORTE;I;3;2;06/1996;1.028.058;1.810;0;148.414;135.326;0;714.661;-243.378;170.289;45.217;0;55.719;1996;6;Ativo;
17;MULTI;I;4;;06/1996;934.797;1.900;123.079;282.131;21.730;0;32.420;0;463.458;6.527;0;3.551;1996;6;Ativo;
18;MATRIX;C;3;;06/1996;2.262.000;6.051;1.440.950;536.228;16.793;0;0;0;196.557;12;0;65.409;1996;6;Ativo;
19;FENICIA;I;3;2;06/1996;846.902;3.789;7.732;567.692;11.082;2.513;180.810;-1.090;19.525;28.655;0;26.194;1996;6;Ativo;
20;BDMG;I;2;;06/1996;842.181;1.118;0;299.386;24.753;0;389.064;-2.648;105.224;746;0;24.539;1996;6;Ativo;
21;AUTOLATINA;I;4;2;06/1996;675.403;3.179;6.886;0;0;0;652.599;-5.624;13.885;4.109;0;370;1996;6;Ativo;
22;FORD;I;4;2;06/1996;533.406;3.920;7.152;0;0;0;492.690;-10.367;28.506;11.395;0;110;1996;6;Ativo;
23;DESENBANCO;I;2;;06/1996;498.418;76;2.455;0;8.597;0;465.447;-2.497;12.522;3.944;0;7.873;1996;6;Ativo;
24;CINDAM;I;3;2;06/1996;523.955;20.327;109.292;249.515;6.378;0;3.472;0;117.691;45;0;17.234;1996;6;Ativo;
25;NORCHEM;I;5;2;06/1996;431.586;4.161;136.919;15.907;63.725;0;39.171;-1.022;62.268;415;0;110.044;1996;6;Ativo;
26;BANQUEIROZ;I;3;2;06/1996;376.039;931;37.744;31.266;9.211;72;192.861;-2.654;47.298;3.064;0;56.247;1996;6;Ativo;
27;BCO MERCANTIL PERNAMBUCO;I;3;;06/1996;351.336;2.651;9.033;297.776;28;0;10.393;0;15.400;12.639;0;3.416;1996;6;Ativo;
28;BADESC;I;2;;06/1996;316.342;316;12.801;3.818;2.196;0;292.425;-1.906;3.441;2.563;0;688;1996;6;Ativo;
29;PROGRESSO;C;3;;06/1996;302.794;1.782;5.281;19.566;18.269;64;104.771;-2.629;80.381;22.456;11.172;41.681;1996;6;Ativo;
30;RENDIMENTO;C;3;;06/1996;485.778;12.725;251.976;61.831;4.490;0;78.829;-258;62.308;812;0;13.065;1996;6;Ativo;
31;INDUSVAL;C;3;;06/1996;256.506;9.272;25.463;64.672;4.337;0;54.640;-1.193;85.918;1.891;0;11.507;1996;6;Ativo;
32;LIBERAL;C;3;;06/1996;238.537;151;8.222;153.874;1.832;139;4;9;57.086;62;0;17.158;1996;6;Ativo;
33;BANDES;I;2;2;06/1996;218.154;31;4.711;76.513;0;0;135.567;-2.171;1.357;41;0;2.107;1996;6;Ativo;
34;TRANSBANCO;I;3;2;06/1996;188.676;192;2.494;3.535;16.848;0;140.708;-2.701;22.697;3.111;0;1.791;1996;6;Ativo;
35;GULFINVEST;I;5;2;06/1996;193.112;206;59.982;61.513;5.393;1;17.393;-99;45.372;0;0;3.352;1996;6;Ativo;
36;BRJ;I;3;;06/1996;184.138;44;5.427;2.777;46.083;0;119.812;-41;1.208;2.167;0;6.661;1996;6;Ativo;
37;FONTE;C;3;;06/1996;2.012.394;2.141;1.847.694;56.453;2.899;0;1.777;0;75.991;40;0;25.400;1996;6;Ativo;
38;GRAPHUS;C;3;;06/1996;161.460;2.198;12.823;113.852;1.299;0;4.525;-77;15.719;0;0;11.121;1996;6;Ativo;
39;BERON;I;2;;06/1996;154.371;1.379;17.447;2.465;13.976;535;98.838;-3.760;12.126;987;0;10.378;1996;6;Ativo;
40;BCO INV BMC;I;3;2;06/1996;128.634;45;101.456;16.469;1.685;0;0;0;6.999;0;0;1.978;1996;6;Ativo;
41;EUROINVEST;I;5;2;06/1996;146.220;31;55.108;0;71;0;113;-193;57.226;47;0;33.816;1996;6;Ativo;
42;DESTAK;I;3;;06/1996;1.631.297;13;1.527.161;97.520;114;0;4.742;-74;663;1;0;1.156;1996;6;Ativo;
