ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
62;BMD;C;3;;12/1996;708.703;8.953;39.002;89.501;11.166;2.025;262.610;-7.289;167.169;19.003;16.195;100.368;1996;12;Ativo;
63;BANFORT;I;3;2;12/1996;660.829;4.740;88.982;139.906;18.364;0;297.803;-9.253;60.473;19.818;0;39.997;1996;12;Ativo;
64;BANDEPE;I;2;2;12/1996;592.392;9.463;95.083;30.760;99.209;169;322.798;-49.409;36.820;2.800;0;44.699;1996;12;Ativo;
65;FININVEST;I;5;2;12/1996;554.947;514;78.760;24.197;48.595;176;352.025;-840;10.086;985;0;40.451;1996;12;Ativo;
66;OMEGA;C;3;;12/1996;522.502;1.180;55.359;342.027;3;0;23.531;-805;62.265;15.865;0;23.076;1996;12;Ativo;
67;INDUSTRIAL;I;3;2;12/1996;461.789;327;10.031;306.905;6.004;0;107.077;-320;4.832;2.698;0;24.235;1996;12;Ativo;
68;AGF BRASEG;I;5;2;12/1996;508.663;1.666;306.265;36.512;11.796;0;103.726;0;37.622;1.472;0;9.604;1996;12;Ativo;
69;BEAL;I;4;2;12/1996;451.044;279;122.970;117.412;13.188;0;123.825;-1.027;57.214;2.097;0;15.085;1996;12;Ativo;
70;BEA;I;2;;12/1996;405.190;6.401;23.509;61.004;19.599;297;265.668;-210;11.219;2.708;0;14.996;1996;12;Ativo;
71;BCO GARANTIA;I;3;2;12/1996;392.437;171;178.124;2.516;0;0;4.560;0;201.062;0;0;6.004;1996;12;Ativo;
72;PANAMERICANO;I;3;2;12/1996;400.167;354;79.232;337;12.417;0;283.429;-1.570;15.950;1.493;0;8.526;1996;12;Ativo;
73;SRL;I;5;;12/1996;450.730;1.233;229.186;60.387;1;0;71.986;0;42.196;2.335;0;43.406;1996;12;Ativo;
74;BANSANDER;I;4;;12/1996;353.400;181;631;231.686;0;0;10.643;0;101.914;268;0;8.078;1996;12;Ativo;
75;CACIQUE;I;3;;12/1996;361.279;2.700;59.580;51.822;2.370;0;183.136;-1.416;44.120;431;0;18.536;1996;12;Ativo;
76;SOFISA;C;3;;12/1996;325.952;1.662;97.836;24.151;23.222;6.542;131.233;-1.752;3.766;3.250;11.093;24.950;1996;12;Ativo;
77;BANPARA;I;2;2;12/1996;310.065;7.512;6.537;12.716;18.050;455;190.975;-7.663;38.005;1.286;0;42.190;1996;12;Ativo;
78;CREDITO SP;I;3;2;12/1996;293.133;212;47.049;35.183;15.944;0;169.484;-2.393;13.323;1.504;0;12.826;1996;12;Ativo;
79;SCHAHIN;C;3;;12/1996;226.343;1.491;19.064;25.845;4.102;0;128.680;-674;28.386;4.037;2.205;13.208;1996;12;Ativo;
80;BEM;I;2;2;12/1996;219.757;2.960;19.008;16.725;21.266;479;106.439;-1.355;20.990;2.164;0;31.083;1996;12;Ativo;
81;BANESE;I;2;;12/1996;246.386;2.498;56.544;6.188;31.029;0;103.580;-211;23.936;1.874;0;20.948;1996;12;Ativo;
82;BBC;C;3;;12/1996;238.513;2.602;60.084;4.951;18.302;368;102.736;-949;24.411;2.740;9.256;14.012;1996;12;Ativo;
83;RAIBOBANK;I;4;;12/1996;192.895;225;16.411;28.268;0;0;798;0;144.927;32;0;2.234;1996;12;Ativo;
84;PEBB;C;3;;12/1996;183.560;877;1.339;113.920;0;0;10.264;0;11.493;0;0;45.667;1996;12;Ativo;
85;INVESTCRED;I;3;2;12/1996;182.449;1.020;41.122;0;0;0;104.471;0;20.659;0;0;15.177;1996;12;Ativo;
86;FINANCIAL;I;4;;12/1996;174.452;7.187;14.141;9.646;1.220;0;48.626;0;86.835;4.377;0;2.421;1996;12;Ativo;
87;DESTAK;I;3;2;12/1996;1.726.222;23;1.558.042;45.093;213;0;8.564;0;113.809;2;0;475;1996;12;Ativo;
88;PRIMUS;C;3;;12/1996;159.188;57;4.017;132.318;0;0;163;0;10.466;32;0;12.135;1996;12;Ativo;
89;PORTUGUES;I;4;;12/1996;157.674;12.975;47.380;4.459;0;0;43.294;-2.595;49.919;13;0;2.230;1996;12;Ativo;
90;TRIANGULO;I;3;;12/1996;148.667;144;201;9.731;8.983;0;117.738;0;4.418;253;0;7.198;1996;12;Ativo;
91;LA PROVINCIA;I;4;;12/1996;148.411;774;24.972;1.022;0;0;15.474;0;105.280;0;0;888;1996;12;Ativo;
92;PARAIBAN;I;2;;12/1996;137.044;2.040;26.736;44.775;2.763;2;7.084;0;3.864;1.414;0;48.367;1996;12;Ativo;
93;DAYCOVAL;I;3;2;12/1996;206.867;346;95.533;6.152;2.890;0;81.941;-219;551;15;0;19.658;1996;12;Ativo;
94;PROSPER;C;3;;12/1996;127.046;366;6.652;51.391;73;17.838;18.819;0;19.293;0;0;12.613;1996;12;Ativo;
95;CREDIBEL;I;3;;12/1996;123.342;411;25.471;1.848;1.072;17.389;70.976;-293;2.235;2.396;0;1.836;1996;12;Ativo;
96;BRASCAN;C;5;;12/1996;124.078;42;16.474;28.623;10;332;12.754;-246;51.845;154;0;14.089;1996;12;Ativo;
97;LAVRA;I;3;2;12/1996;116.174;1.447;10.413;8.184;1.397;109;62.730;-316;12.872;2.678;0;16.660;1996;12;Ativo;
98;ARAUCARIA;I;3;2;12/1996;112.637;1.952;11.457;45.157;455;10.534;21.116;-255;15.152;1.185;0;5.884;1996;12;Ativo;
99;GUANABARA;I;3;;12/1996;111.536;362;13.107;59;404;0;75.558;-80;1.447;70;19.951;657;1996;12;Ativo;
100;INTERCAP;I;3;2;12/1996;102.850;203;23.179;11.176;5.122;0;55.039;-1.455;1.845;104;0;7.637;1996;12;Ativo;
101;BEPI;I;2;;12/1996;97.164;1.834;9.000;3.047;8.973;156;52.449;-532;9.313;5.787;0;7.137;1996;12;Ativo;
102;OPPORTUNITY;I;3;;12/1996;91.878;6;4.976;75.416;0;0;0;0;8.645;2;0;2.833;1996;12;Ativo;
103;FICSA;I;3;2;12/1996;92.424;132;24.102;4.774;845;161;51.209;-527;10.329;595;0;806;1996;12;Ativo;
104;DBLABM;I;4;2;12/1996;88.319;183;59.730;17.267;601;0;8.407;-590;1.266;0;0;1.454;1996;12;Ativo;
105;VR;C;3;;12/1996;82.331;1.120;18.130;22.137;134;0;35.869;-65;4.442;15;0;549;1996;12;Ativo;
106;PRODUBAN;I;2;;12/1996;80.854;1.933;0;2.929;12.402;158;49.258;-49;3.653;688;0;9.881;1996;12;Ativo;
107;MAPPIN;I;3;2;12/1996;79.265;1.144;15.997;1.302;0;0;20.308;0;1.979;19;0;38.515;1996;12;Ativo;
108;BEMAT;I;2;;12/1996;74.696;1.468;7.364;6.765;1.609;4.133;25.498;-443;8.206;381;0;19.716;1996;12;Ativo;
109;VEGA;C;3;;12/1996;70.431;216;8.446;3.983;3.052;0;44.301;-155;5.021;355;0;5.212;1996;12;Ativo;
110;PARANA;I;3;2;12/1996;57.201;85;11.157;5.599;85;0;20.501;-637;10.853;1.242;0;8.316;1996;12;Ativo;
111;BVA;I;3;;12/1996;56.148;139;1.617;47;0;0;43.132;0;382;0;0;10.830;1996;12;Ativo;
112;PECUNIA;I;3;2;12/1996;50.779;77;7.836;233;0;12;31.846;-67;2.914;2.458;0;5.470;1996;12;Ativo;
113;BGN;I;3;;12/1996;45.568;56;9.375;4.552;240;2;25.560;-30;4.743;4;0;1.065;1996;12;Ativo;
114;UNION;I;4;;12/1996;44.893;1.448;1.220;2.859;19;0;8.426;-19;8.049;4.048;0;18.841;1996;12;Ativo;
115;MODAL;I;3;2;12/1996;87.644;27;49.145;30.357;1;0;6.632;0;940;0;0;544;1996;12;Ativo;
116;FATOR;C;3;;12/1996;43.493;340;9.485;13.950;0;0;120;0;10.423;0;0;9.175;1996;12;Ativo;
117;LUSO BRASILEIRO;I;3;;12/1996;39.484;656;8.900;71;3;4;23.309;-815;1.577;0;0;5.779;1996;12;Ativo;
118;CRUZEIRO;I;3;2;12/1996;36.866;400;3.438;863;29;0;19.525;0;2.567;337;0;9.707;1996;12;Ativo;
119;CEDULA;I;3;;12/1996;36.757;199;2.606;2.257;133;328;22.340;-6;1.107;629;0;7.163;1996;12;Ativo;
120;BANER;I;2;;12/1996;36.360;1.823;6.500;8.058;223;293;10.166;-470;844;120;0;8.802;1996;12;Ativo;
121;RENNER;I;3;;12/1996;35.461;231;6.304;45;75;0;27.474;-91;1.058;42;0;322;1996;12;Ativo;
122;SANTOS NEVES;I;3;2;12/1996;35.527;217;5.754;809;40;0;18.482;-407;1.351;606;0;8.674;1996;12;Ativo;
123;INTERIOR;I;3;;12/1996;38.358;270;12.896;1.107;198;0;27.385;-4.297;344;3;0;452;1996;12;Ativo;
124;EXTERIBANK;I;4;;12/1996;34.451;5.108;4.592;23.687;0;0;144;0;334;50;0;537;1996;12;Ativo;
125;GERDAU;I;3;2;12/1996;33.263;267;3.102;0;940;0;28.754;-96;131;0;0;165;1996;12;Ativo;
126;EMPRESARIAL;I;3;2;12/1996;33.013;150;1.060;2.020;1;0;19.680;-576;5.314;412;0;4.953;1996;12;Ativo;
127;BANCNACION;I;4;;12/1996;31.956;304;6.443;214;327;0;11.804;-34;7.555;19;0;5.324;1996;12;Ativo;
128;MORADA;I;3;2;12/1996;31.732;106;5.811;4;1.259;0;5.231;-39;5.562;2.507;0;11.290;1996;12;Ativo;
129;BCO.SICREDI;I;3;;12/1996;64.683;1.592;59.225;2.023;253;0;867;0;211;0;0;510;1996;12;Ativo;
130;RIBEIRAO PRETO;I;3;;12/1996;28.778;4;1.502;2.535;43;0;24.019;0;489;8;0;179;1996;12;Ativo;
131;MATONE;I;3;2;12/1996;28.423;340;3.532;5.358;1;0;15.638;-6;363;360;0;2.837;1996;12;Ativo;
132;AGROINVEST;I;5;2;12/1996;28.171;152;17.075;710;0;0;8.395;-193;1.882;2;0;148;1996;12;Ativo;
133;CLASSICO;I;3;;12/1996;28.124;6.107;19.067;66;0;1.171;1.285;0;35;0;0;394;1996;12;Ativo;
134;APLICAP;C;3;;12/1996;4.534.701;92;4.510.217;1.978;0;0;0;0;15.977;55;0;6.381;1996;12;Ativo;
135;BANAP;I;2;;12/1996;24.142;81;9.499;2.027;436;1;6.461;-136;2.094;21;0;3.657;1996;12;Ativo;
136;BNP;I;4;;12/1996;22.443;279;0;11.545;0;0;0;0;2.918;0;0;7.701;1996;12;Ativo;
137;LA REPUBLICA;I;4;;12/1996;20.985;1.503;110;23;1;0;12.520;-391;4.829;732;0;1.659;1996;12;Ativo;
138;PINE;C;3;;12/1996;28.099;111;11.055;4.768;116;0;744;-631;5.055;1.380;0;5.501;1996;12;Ativo;
139;PREMIER;I;3;;12/1996;18.405;20;0;3.339;0;0;12.115;-525;1.101;1.026;0;1.328;1996;12;Ativo;
140;INDUSCRED;I;3;2;12/1996;17.164;611;1.689;7;64;0;11.970;0;2.396;183;0;244;1996;12;Ativo;
141;PLANIBANC;I;5;2;12/1996;13.811;49;11.457;1.643;0;0;0;0;637;0;0;24;1996;12;Ativo;
142;CAMBIAL;C;3;;12/1996;12.533;62;3.805;2.121;0;0;372;0;2.569;2;0;3.602;1996;12;Ativo;
143;HISPANO;I;4;;12/1996;11.577;61;4.539;732;0;0;0;0;3.545;2.516;0;185;1996;12;Ativo;
144;THECA;I;3;2;12/1996;10.915;5;640;0;0;0;0;0;999;3;0;9.267;1996;12;Ativo;
145;BANCIONAL;I;3;2;12/1996;9.515;112;5.057;32;796;0;3.078;-152;203;16;0;373;1996;12;Ativo;
1;BNDES;I;1;;12/1996;46.188.979;16.729;7.070;2.753.646;18.827.832;0;11.339.504;-24.490;4.022.656;292;0;9.245.739;1996;12;Ativo;
2;NOROESTE;C;3;;12/1996;4.800.266;197.784;1.251.512;385.934;226.476;2.775;1.819.346;-41.231;464.326;21.164;301.228;170.951;1996;12;Ativo;
3;CCF BRASIL;C;4;;12/1996;7.125.021;374.697;4.637.572;745.515;7.416;0;438.023;-4.960;686.131;6.736;119.820;114.069;1996;12;Ativo;
4;ICATU;I;3;2;12/1996;4.123.127;3.417;1.049.726;2.769.855;0;0;181;0;147.097;665;0;152.187;1996;12;Ativo;
5;BBI;C;3;;12/1996;3.439.134;5.355;683.577;1.496.380;216.607;12.942;499.779;-2.284;343.709;879;0;182.190;1996;12;Ativo;
6;MULTIPLIC;C;5;;12/1996;2.567.870;5.593;132.080;498.203;1.395;0;1.241.136;-9.211;402.576;20.414;69.564;206.119;1996;12;Ativo;
7;BCO GARANTIA INV;I;3;2;12/1996;3.561.003;12.264;1.682.824;607.256;253.048;0;66.741;0;733.775;0;0;205.095;1996;12;Ativo;
8;BISA-ITAMARATI;C;3;;12/1996;1.653.470;24.995;221.128;377.386;6.467;0;600.456;-18.113;151.467;13.306;134.890;141.487;1996;12;Ativo;
9;FIAT;C;4;;12/1996;1.686.242;26.440;156.954;90.169;68.748;0;1.190.533;-44.008;22.667;5.932;29.549;139.258;1996;12;Ativo;
10;BANCOCIDADE;C;3;;12/1996;1.907.939;8.786;566.809;126.870;20.654;120;786.444;-3.095;173.311;31.025;97.350;99.664;1996;12;Ativo;
11;GENERAL MOTORS;I;4;2;12/1996;1.461.204;1.087;51.530;3.806;0;8.882;1.299.270;-1.252;53.089;2.296;0;42.495;1996;12;Ativo;
12;INTER-ATLANTICO;C;5;;12/1996;1.754.865;4.000;427.209;529.668;36.334;33.039;533.904;-9.993;138.325;9.799;10.113;42.467;1996;12;Ativo;
13;BRDE;I;2;;12/1996;1.401.622;40;211.020;11.560;0;0;1.150.333;-11.537;31.056;5.284;1.276;2.589;1996;12;Ativo;
14;AUTOLATINA;I;4;2;12/1996;1.219.866;531;7.846;0;0;0;1.210.987;-15.024;12.506;2.658;0;363;1996;12;Ativo;
15;BDMG;I;2;;12/1996;870.682;18;0;50.007;25.879;0;382.752;-2.276;387.641;1.559;0;25.100;1996;12;Ativo;
16;MULTI;I;4;;12/1996;860.175;2.072;285.708;237.586;19.938;0;9.549;0;297.646;4.947;0;2.729;1996;12;Ativo;
17;FENICIA;C;3;;12/1996;715.121;2.768;12.857;113.330;59.113;36;390.155;-2.005;25.630;83.223;-196;30.210;1996;12;Ativo;
18;FORD;I;4;2;12/1996;651.037;1.704;9.856;68;0;0;620.606;-8.413;17.998;9.109;0;110;1996;12;Ativo;
19;DESENBANCO;I;2;;12/1996;548.728;1.159;4.842;0;9.113;0;509.492;-1.282;14.628;3.246;0;7.531;1996;12;Ativo;
20;FONTE;I;3;2;12/1996;515.447;10.219;15.853;357.609;0;2;21.131;0;62.783;76;0;47.775;1996;12;Ativo;
21;BANQUEIROZ;C;3;;12/1996;506.553;1.091;5.986;88.016;20.613;0;247.607;-2.690;62.224;15.128;7.870;60.710;1996;12;Ativo;
22;CINDAM;I;3;38413;06/1996;523.955;20.327;109.292;249.515;6.378;0;3.472;0;117.691;45;0;17.234;1996;12;Ativo;
23;MATRIX;C;3;;12/1996;465.956;3.774;95.347;268.925;0;0;0;0;40.049;14;0;57.846;1996;12;Ativo;
24;RENDIMENTO;C;3;;12/1996;382.064;19.429;2.528;150.060;11.973;0;125.973;-248;57.687;970;0;13.693;1996;12;Ativo;
25;ARBI;C;3;;12/1996;364.981;436;13.280;280.538;0;0;34.486;732;4.139;6.455;0;24.915;1996;12;Ativo;
26;BADESC;I;2;;12/1996;334.288;320;12.966;4.141;1.032;0;310.663;-1.480;2.331;2.664;0;1.651;1996;12;Ativo;
27;INDUSVAL;C;3;;12/1996;268.461;3.793;13.914;139.814;3.887;0;68.150;-856;19.777;7.411;0;12.572;1996;12;Ativo;
28;VETOR;C;3;;12/1996;262.669;124;0;230.109;0;0;2.634;-1.834;18.164;11;0;13.462;1996;12;Ativo;
29;MARKA;I;3;;12/1996;247.474;239;25.571;133.370;12.228;13.532;10.296;0;12.083;17;0;40.138;1996;12;Ativo;
30;PROGRESSO;I;3;2;12/1996;240.325;1.724;6.999;9.984;5.413;89;70.537;-5.442;78.327;22.309;0;50.385;1996;12;Ativo;
31;PATENTE;C;3;;12/1996;1.599.699;295;1.389.689;175.577;0;0;3.066;-174;9.328;1.290;0;20.627;1996;12;Ativo;
32;BANDES;I;2;2;12/1996;236.748;27;3.123;91.093;0;0;140.691;-1.694;1.178;49;0;2.281;1996;12;Ativo;
33;BRJ;I;3;;12/1996;201.920;16;2.144;3.459;56.011;0;126.678;-92;5.175;2.050;0;6.479;1996;12;Ativo;
34;GULFINVEST;I;5;2;12/1996;191.232;213;73.398;86.819;7.585;1;10.558;-636;10.013;0;0;3.282;1996;12;Ativo;
35;TRANSBANCO;I;3;2;12/1996;168.837;233;4.251;4.077;13.915;0;105.523;-2.619;32.756;8.045;0;2.655;1996;12;Ativo;
36;BERON;I;2;;12/1996;157.205;1.178;19.676;2.420;1.000;740;109.449;-4.537;16.456;1.148;0;9.675;1996;12;Ativo;
37;LIBERAL;C;4;;12/1996;153.009;165;13.148;103.233;507;92;190;0;20.395;76;0;15.203;1996;12;Ativo;
38;EUROINVEST;I;5;2;12/1996;168.529;220;62.878;4.280;0;0;65;0;73.988;47;0;27.050;1996;12;Ativo;
39;GRAPHUS;C;3;;12/1996;138.464;6.737;5.373;63.058;0;0;3.832;0;47.723;0;0;11.741;1996;12;Ativo;
40;PATRIMONIO;I;3;;12/1996;131.073;663;5.614;90.087;0;0;0;0;13.997;4;0;20.709;1996;12;Ativo;
41;BANACRE;I;2;;12/1996;125.986;1.954;2.001;52.707;6.465;1.624;45.806;-179;4.904;1.374;0;9.329;1996;12;Ativo;
42;PORTO SEGURO;I;3;;12/1996;112.518;5;0;104.027;0;0;434;0;678;0;0;7.374;1996;12;Ativo;
43;EQUATORIAL;I;3;;12/1996;112.418;522;44.938;22.984;4.036;0;37.717;0;1.864;20;0;338;1996;12;Ativo;
