ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
45;RURAL;C;3;;12/1997;1.612.934;3.562;23.434;914;639.183;26;667.119;130.973;121.808;13;14;231.200;1997;12;Passivo;0;461.807;195.385;31.339;
46;BARCLAYS;C;5;;12/1997;2.542.776;425;0;101.736;206.572;0;308.733;991.750;0;3.369;2.599;1.110.645;1997;12;Passivo;0;125.681;144.462;17.112;
47;DEUTSCHE;I;4;2;12/1997;1.526.982;5.179;0;16.179;109.929;0;131.287;212.794;0;2;15.391;593.390;1997;12;Passivo;0;574.118;130.109;12.228;
48;BMG;C;3;;12/1997;1.543.379;3.298;0;22.600;411.068;0;436.966;98.991;532.063;0;0;200.636;1997;12;Passivo;0;274.724;160.387;11.041;
49;BMB;I;3;2;12/1997;1.450.323;72.142;300.265;43.862;545.638;0;961.907;304.644;0;222;18.326;89.749;1997;12;Passivo;0;75.474;371.858;10.470;
50;BRB;I;2;2;12/1997;1.340.885;236.985;259.794;2.583;208.803;122.168;830.333;47.408;108.709;9;137;242.480;1997;12;Passivo;0;111.809;210.831;19.424;
51;DRESDNER;C;4;;12/1997;1.288.301;463;0;8.011;84.848;0;93.321;35.959;0;0;1.343;1.076.492;1997;12;Passivo;0;81.185;125.488;3.781;
52;BASA;I;1;;12/1997;1.207.736;67.969;178.904;0;208.919;234.271;690.063;13.385;0;492;90;47.297;1997;12;Passivo;0;456.409;148.368;17.178;
53;BEAL;I;4;2;12/1997;1.313.005;67;0;54;290.394;0;290.515;273.673;333.558;0;1.020;278.230;1997;12;Passivo;0;136.008;83.754;-2.288;
54;BEG;I;2;2;12/1997;1.089.373;141.386;153.280;4.659;329.135;145;628.605;335.645;0;64;3.905;20.155;1997;12;Passivo;0;100.999;80.825;1.643;
55;ABC-BRASIL;C;4;;12/1997;1.025.543;3.674;0;14.426;278.936;0;297.035;225.409;0;0;0;314.133;1997;12;Passivo;0;188.965;135.000;14.673;
56;TOKYOMITSUBISHI;I;4;2;12/1997;1.107.614;10.840;0;7.627;35.848;0;54.315;170.715;36.505;1.625;13.009;702.572;1997;12;Passivo;0;128.873;202.567;6.355;
57;BEC;C;2;;12/1997;967.195;127.827;208.150;3.597;175.480;62.979;578.034;25.600;74.807;23;1.714;237.801;1997;12;Passivo;0;49.216;74.518;873;
58;BNL;I;4;2;12/1997;905.192;2.938;0;4.241;250.270;0;257.449;107.705;0;7.084;194;503.615;1997;12;Passivo;0;29.146;93.438;-97;
59;SOGERAL;C;5;;12/1997;934.109;1.429;0;39.394;152.045;0;192.868;126.187;157.166;0;5.379;339.256;1997;12;Passivo;0;113.253;92.012;-1.865;
60;FININVEST;I;5;2;12/1997;784.225;128;0;189.862;449.152;0;639.142;0;0;0;405;0;1997;12;Passivo;0;144.678;105.493;24.207;
61;BANESTES;I;2;2;12/1997;1.205.395;119.299;413.384;47.243;191.294;672;771.892;43.344;84.664;101;7.895;89.689;1997;12;Passivo;0;207.810;-338.113;-399.448;
62;CREFISUL;C;3;;12/1997;673.272;6.124;9.407;7.176;310.201;4;332.912;37.901;59.073;23;6.881;52.612;1997;12;Passivo;0;183.870;174.628;7.304;
63;CREDIREAL;I;4;2;12/1997;854.881;91.515;167.247;11.062;338.182;0;608.007;36.642;0;126;283;43.500;1997;12;Passivo;0;166.323;6.778;-91.262;
64;SUMITBANK;I;4;;12/1997;761.039;5.087;0;0;5.987;133;11.207;76.202;11.582;0;5.649;621.631;1997;12;Passivo;0;34.767;131.122;2.646;
65;BMD;C;3;;12/1997;736.126;9.838;0;1.336;298.879;0;310.052;8.967;0;3;17.130;36.254;1997;12;Passivo;0;363.720;91.320;889;
66;AGF BRASEG;C;5;;12/1997;738.209;107;0;3.008;340.816;0;343.930;94.560;179.000;2;0;92.775;1997;12;Passivo;0;27.942;66.065;5.291;
67;RAIBOBANK;I;4;;12/1997;659.938;0;0;0;162.352;0;162.352;1.100;0;0;233;195.798;1997;12;Passivo;0;300.455;29.046;-16.426;
68;SUL AMERICA;C;5;;12/1997;576.163;19.658;0;57.129;304.918;0;381.705;36.368;0;0;0;106.529;1997;12;Passivo;0;51.560;109.307;5.331;
69;BANDEPE;I;2;2;12/1997;970.661;169.222;152.517;140.542;163.946;5.366;631.592;5.414;14.787;0;1.387;102.522;1997;12;Passivo;0;214.959;-294.453;9.937;
70;SANTOS;I;3;2;12/1997;1.438.247;5.910;0;6.494;336.170;0;348.574;1.025.090;0;59;3.718;32.588;1997;12;Passivo;0;28.218;103.657;12.965;
71;BANESE;I;2;;12/1997;555.496;45.969;107.351;0;44.052;317.072;514.444;0;6.286;119;0;26.052;1997;12;Passivo;0;8.594;30.036;3.796;
72;SRL;C;5;;12/1997;629.206;9.298;0;3.630;166.901;0;179.828;147.008;0;3;0;221.839;1997;12;Passivo;0;80.528;101.649;4.562;
73;PANAMERICANO;I;3;2;12/1997;1.027.313;4.092;0;109.519;284.519;132;398.262;550.816;0;0;1.490;27.121;1997;12;Passivo;0;49.624;78.911;5.662;
74;BEA;I;2;;12/1997;411.574;145.215;49.105;0;45.780;0;240.100;27.464;0;0;255;47.920;1997;12;Passivo;0;95.834;98.903;4.576;
75;CREDITO SP;I;3;2;12/1997;604.745;2.226;0;52.063;167.111;0;221.400;250.537;0;0;1.154;50.608;1997;12;Passivo;0;81.045;105.958;9.007;
76;CACIQUE;C;3;;12/1997;376.303;3.937;0;1.557;91.370;0;96.864;84.906;0;690;31;9.512;1997;12;Passivo;0;184.300;78.615;-308;
77;SOFISA;C;3;;12/1997;336.454;7.276;0;47.383;173.179;0;227.837;48.721;0;0;15.876;3.855;1997;12;Passivo;0;40.164;78.510;11.293;
78;OMEGA;C;3;;12/1997;342.594;285;0;1.299;16.248;0;17.832;264.545;0;0;14;14.450;1997;12;Passivo;0;45.751;50.075;-435;
79;INDUSTRIAL;I;3;2;12/1997;301.028;2.364;0;77.867;92.208;0;172.439;57.077;0;0;0;52.761;1997;12;Passivo;0;18.751;56.266;1.410;
80;SCHAHIN;C;3;;12/1997;288.533;2.256;0;3.434;91.075;0;96.765;67.117;9.332;0;1.228;86.758;1997;12;Passivo;0;27.333;31.035;-1.683;
81;BANPARA;I;2;;12/1997;430.657;117.843;55.827;1.813;36.116;76.675;288.275;1.099;26.314;163;181;93.225;1997;12;Passivo;0;21.401;-140.604;-175.253;
82;BNP;I;4;;12/1997;196.484;0;0;0;18.079;0;18.079;0;22.312;0;66;154.300;1997;12;Passivo;0;1.726;63.371;967;
83;FINANCIAL;I;4;;12/1997;210.223;3.551;0;0;16.159;9;19.719;0;0;0;395;183.874;1997;12;Passivo;0;6.235;37.610;1.656;
84;BBC;C;3;;12/1997;237.784;7.706;27.390;0;137.297;0;172.393;13.264;9.784;0;127;23.343;1997;12;Passivo;0;18.874;17.184;-5.947;
85;PRIMUS;C;3;;12/1997;222.015;19;0;0;3.723;0;3.742;46.947;0;0;0;0;1997;12;Passivo;0;171.326;16.899;62;
86;BRASCAN;C;5;;12/1997;202.052;21;0;5.236;91.661;0;96.918;34.397;0;2;827;32.149;1997;12;Passivo;0;37.759;36.280;6.927;
87;PEBB;C;3;;12/1997;134.969;131;0;2.828;12.144;0;15.103;92.303;0;0;0;0;1997;12;Passivo;0;27.562;76.103;-3.823;
88;BEM;I;2;2;12/1997;393.703;134.890;40.581;0;34.457;81.335;291.264;4.848;2.260;242;21;18.364;1997;12;Passivo;0;76.705;-191.340;-84.647;
89;PROSPER;C;3;;12/1997;151.998;2.036;0;9.654;23.641;0;35.332;3.858;0;0;38.522;26.012;1997;12;Passivo;0;48.274;44.581;6.981;
90;LA PROVINCIA;I;4;;12/1997;138.516;95;0;0;6.407;0;6.502;0;0;0;9;131.367;1997;12;Passivo;0;638;36.199;2.877;
91;TRIANGULO;I;3;;12/1997;132.084;1.742;0;0;115.045;0;116.787;1.300;0;0;0;0;1997;12;Passivo;0;13.997;37.774;8.296;
92;PINE;C;3;;12/1997;127.274;2.551;0;0;100.577;0;103.127;0;0;0;12;12.704;1997;12;Passivo;0;11.430;19.946;4.777;
93;DAYCOVAL;I;3;2;12/1997;91.737;3.594;0;905;59.012;0;63.511;5.089;0;12;39;12.846;1997;12;Passivo;0;10.240;54.139;4.484;
94;PARAIBAN;I;2;;12/1997;103.915;84.992;0;0;4.325;0;89.317;0;0;0;0;650;1997;12;Passivo;0;13.948;32.714;1.405;
95;GUANABARA;I;3;;12/1997;105.615;0;0;0;42.743;0;42.743;0;0;1;98;44.525;1997;12;Passivo;0;18.248;25.278;3.326;
96;BVA;I;3;;12/1997;107.987;0;0;0;41.622;0;41.622;3.536;0;0;0;60.886;1997;12;Passivo;0;1.943;24.325;4.051;
97;BEPI;I;2;;12/1997;88.871;34.751;12.095;0;16.605;0;63.451;0;0;0;0;15.990;1997;12;Passivo;0;9.430;37.035;10.313;
98;LAVRA;I;3;2;12/1997;105.343;3.774;0;944;50.801;0;55.519;5.552;5.661;580;326;35.089;1997;12;Passivo;0;2.616;21.833;-296;
99;CREDIBEL;I;3;2;12/1997;77.112;3.422;0;120;54.951;0;58.493;0;0;169;40;5.535;1997;12;Passivo;0;12.874;27.725;1.937;
100;FICSA;I;3;2;12/1997;71.955;25;0;4.066;34.858;0;38.948;1.112;0;0;0;0;1997;12;Passivo;0;31.895;32.861;5.143;
101;BEMAT;I;2;;12/1997;218.824;0;0;0;0;0;0;599;0;13;2.010;13.871;1997;12;Passivo;0;202.331;-117.740;-70.243;
102;INTERCAP;I;3;2;12/1997;82.394;1.058;0;7.257;66.291;0;74.605;0;0;4;435;0;1997;12;Passivo;0;7.350;17.905;3.487;
103;INVESTCRED;I;3;2;12/1997;33.448;172;0;8.491;9.152;0;17.814;0;0;0;0;0;1997;12;Passivo;0;15.634;64.647;11.018;
104;FATOR;C;3;;12/1997;84.742;0;0;26;11.271;0;11.296;27.013;0;0;0;0;1997;12;Passivo;0;46.433;26.291;431;
105;VR;C;3;;12/1997;68.553;760;0;0;44.292;0;45.051;0;0;0;13;5.220;1997;12;Passivo;0;18.268;22.294;-129;
106;WACHOVIA;I;4;;12/1997;62.398;465;0;0;3.312;0;3.777;0;0;0;188;34.906;1997;12;Passivo;0;23.527;26.054;-44;
107;CRUZEIRO;I;3;2;12/1997;67.336;4.523;0;4.450;28.780;0;37.752;830;0;0;104;28.034;1997;12;Passivo;0;615;15.976;1.397;
108;MODAL;I;3;2;12/1997;64.801;0;0;838;19.324;0;20.161;36.088;0;1;0;5.365;1997;12;Passivo;0;3.186;14.858;767;
109;CLASSICO;I;3;;12/1997;4.036;598;0;0;0;0;598;0;0;0;588;0;1997;12;Passivo;0;2.850;74.821;3.109;
110;ARAUCARIA;I;3;2;12/1997;47.819;2.274;0;90;29.887;0;32.251;2.683;0;36;1.016;7.249;1997;12;Passivo;0;4.583;19.146;2.028;
111;PECUNIA;I;3;2;12/1997;41.209;938;0;1.102;30.088;0;32.128;0;0;0;799;0;1997;12;Passivo;0;8.282;18.322;1.442;
112;PARANA;I;3;2;12/1997;46.790;894;0;0;38.757;0;39.651;1.675;0;391;0;0;1997;12;Passivo;0;5.072;12.128;851;
113;RENNER;I;3;;12/1997;37.648;48;0;2.372;28.770;0;31.190;0;0;26;0;0;1997;12;Passivo;0;6.432;19.500;3.532;
114;MORADA;I;3;2;12/1997;37.993;13;0;5.741;16.248;0;22.002;0;1.336;0;0;12.006;1997;12;Passivo;0;2.650;17.175;437;
115;UNION;I;4;;12/1997;20.722;782;0;0;6.945;0;7.727;0;0;0;5;7.183;1997;12;Passivo;0;5.806;33.848;-941;
116;BANCNACION;I;4;;12/1997;41.453;1.599;0;3.089;4.753;0;9.441;0;0;0;0;30.650;1997;12;Passivo;0;1.362;11.837;-1.367;
117;BGN;I;3;2;12/1997;35.644;597;0;11.015;15.876;0;27.488;5.005;0;0;0;308;1997;12;Passivo;0;2.843;19.403;1.437;
118;INTERIOR;I;3;;12/1997;31.352;4.182;0;0;23.051;0;27.233;1.910;0;0;1.255;605;1997;12;Passivo;0;348;19.403;104;
119;LUSO BRASILEIRO;I;3;;12/1997;32.162;1.835;0;0;23.562;0;25.397;1.509;0;2;575;3.430;1997;12;Passivo;0;1.248;14.349;91;
120;SANTOS NEVES;I;3;2;12/1997;32.004;2.978;0;0;17.717;0;20.695;1.014;0;0;0;9.445;1997;12;Passivo;0;850;12.690;919;
121;GERDAU;I;3;2;12/1997;29.687;60;0;687;25.972;0;26.718;1.912;0;0;0;0;1997;12;Passivo;0;1.057;13.566;1.106;
122;CEDULA;I;3;;12/1997;20.602;1.014;0;0;17.736;0;18.750;0;0;58;0;0;1997;12;Passivo;0;1.794;20.357;1.487;
123;AGROINVEST;I;5;2;12/1997;29.765;0;0;177;24.267;0;24.444;0;0;0;0;4.866;1997;12;Passivo;0;454;9.292;289;
124;RIBEIRAO PRETO;I;3;;12/1997;24.072;86;0;0;15.811;0;15.897;0;0;0;0;5.580;1997;12;Passivo;0;2.595;14.030;913;
125;BANSICREDI;I;3;;12/1997;129.587;347;0;974;20.613;0;21.933;106.969;0;0;0;0;1997;12;Passivo;0;684;11.909;252;
126;EXTERIBANK;I;4;;12/1997;6.161;3;0;0;1.315;0;1.317;0;0;0;0;0;1997;12;Passivo;0;4.844;27.340;1.756;
127;MATONE;I;3;2;12/1997;22.611;1.524;0;63;18.912;0;20.499;0;0;2;0;0;1997;12;Passivo;0;2.109;8.741;420;
128;OPPORTUNITY;I;3;2;12/1997;194.979;0;0;0;0;0;0;187.273;0;0;0;0;1997;12;Passivo;0;7.706;22.314;4.073;
129;BCOMURUGUAI;I;4;;12/1997;13.050;71;0;0;8.135;0;8.207;0;0;0;0;2.975;1997;12;Passivo;0;1.868;16.296;60;
130;PLANIBANC;C;5;;12/1997;11.429;5;0;0;127;0;132;0;0;0;0;0;1997;12;Passivo;0;11.297;16.686;-4.266;
131;BANER;I;2;;12/1997;30.821;1.099;0;13.599;164;0;14.862;8.001;0;1;0;5.591;1997;12;Passivo;0;2.365;-3.147;-5.077;
132;DESTAK;I;3;2;12/1997;15.246;534;0;0;3.430;0;3.963;306;0;0;0;0;1997;12;Passivo;0;10.977;11.107;-3.814;
133;LA REPUBLICA;I;4;;12/1997;14.021;448;0;0;0;0;448;0;0;0;48;6.401;1997;12;Passivo;0;7.124;10.429;-3.285;
134;BANCOOB;I;3;;12/1997;39.313;288;0;0;12.228;0;12.516;26.311;0;0;0;0;1997;12;Passivo;0;486;9.204;215;
135;THECA;I;3;2;12/1997;726;0;0;0;0;0;0;0;0;0;0;0;1997;12;Passivo;0;726;13.394;905;
136;MINAS;I;3;;12/1997;4.863;68;0;0;4.188;0;4.256;0;0;0;0;0;1997;12;Passivo;0;607;7.917;-1.288;
137;BANCAP;I;3;2;12/1997;2.369;1.399;0;0;0;0;1.399;0;0;0;0;0;1997;12;Passivo;0;970;9.582;731;
138;APLICAP;C;3;;12/1997;219.398;0;0;18.302;0;0;18.302;200.482;0;0;0;0;1997;12;Passivo;0;614;-7.223;-17.063;
139;CAMBIAL;C;3;;12/1997;997;4;0;0;0;0;4;0;0;18;0;0;1997;12;Passivo;0;975;9.256;-254;
140;HISPANO;I;4;;12/1997;386;0;0;0;0;0;0;0;0;0;0;0;1997;12;Passivo;0;386;8.574;-1.872;
1;BNDES;I;1;;12/1997;47.998.211;119.699;0;0;0;0;119.699;0;0;0;0;30.822.230;1997;12;Passivo;0;17.056.282;10.440.284;373.729;
2;CCF BRASIL;C;4;;12/1997;8.899.729;1.033;0;91.810;116.475;0;209.319;4.597.262;416.678;9.071;4.900;1.125.351;1997;12;Passivo;0;2.537.150;312.393;-14.239;
3;NOROESTE;C;3;;12/1997;5.314.969;47.833;241.103;14.235;1.899.636;0;2.202.807;906.319;85.420;12;34.224;1.300.842;1997;12;Passivo;0;785.345;478.884;5.209;
4;FIAT;C;4;;12/1997;3.148.538;0;0;1.165.332;1.171.402;0;2.336.734;3.919;0;0;0;233.110;1997;12;Passivo;0;574.775;298.831;25.184;
5;BBI;C;3;;12/1997;2.976.438;51.737;0;52.906;485.034;0;589.677;1.161.887;38.636;1;132.465;732.136;1997;12;Passivo;0;321.636;344.634;46.046;
6;BANCOCIDADE;C;3;;12/1997;2.373.386;38.241;0;27.738;688.801;96;754.875;228.366;763.727;40;13.468;428.854;1997;12;Passivo;0;184.056;197.588;10.713;
7;GM;C;4;;12/1997;1.833.965;0;0;937.371;206.767;0;1.144.138;0;0;0;0;225.266;1997;12;Passivo;0;464.561;218.660;28.321;
8;ICATU;C;3;;12/1997;1.539.560;746;0;25.788;304.510;0;331.044;931.527;0;0;530;0;1997;12;Passivo;0;276.458;262.580;33.576;
9;BRDE;I;2;;12/1997;1.262.110;0;0;0;0;0;0;0;0;0;0;1.227.711;1997;12;Passivo;0;34.398;507.417;7.700;
10;VOLKSWAGEN;C;4;;12/1997;1.499.192;0;0;782.086;29.149;0;811.235;0;0;107.156;0;181.808;1997;12;Passivo;0;398.992;177.140;22.054;
11;BDMG;I;2;;12/1997;1.364.495;0;0;0;3.265;0;3.265;0;0;5.308;0;1.266.897;1997;12;Passivo;0;89.026;125.973;4.747;
12;FORD;C;4;;12/1997;1.274.412;0;0;613.748;0;0;613.748;0;0;33.958;0;307.646;1997;12;Passivo;0;319.060;153.757;39.363;
13;MATRIX;C;3;;12/1997;702.726;2.876;0;1.365;87.249;0;91.489;244.412;0;0;5;124.241;1997;12;Passivo;0;242.579;90.154;124;
14;MULTI;I;4;;12/1997;508.221;90;0;0;88.008;0;88.098;45.049;0;0;0;326.626;1997;12;Passivo;0;48.448;162.302;18.387;
15;FENICIA;C;3;;12/1997;603.425;3.555;0;8.859;305.843;0;318.257;69.600;0;0;660;59.376;1997;12;Passivo;0;155.533;74.940;-6.467;
16;MULTIPLIC;C;5;;12/1997;133.705;0;0;0;24.250;0;24.250;0;0;0;369;0;1997;12;Passivo;0;109.086;485.534;44.802;
17;DESENBANCO;I;2;;12/1997;543.057;882;0;4.138;0;0;5.020;0;0;0;0;357.457;1997;12;Passivo;0;180.580;-52.711;-96.579;
18;FONTE;C;3;;12/1997;473.056;2.337;0;75;95.931;0;98.344;236.318;0;0;72;30.942;1997;12;Passivo;0;107.381;83.654;3.333;
19;BADESC;I;2;;12/1997;247.629;0;0;0;0;0;0;0;0;0;0;242.261;1997;12;Passivo;0;5.368;76.155;-23.008;
20;RENDIMENTO;C;3;;12/1997;296.351;2.587;0;0;95.370;0;97.957;155.516;0;0;0;15.839;1997;12;Passivo;0;27.040;52.538;923;
21;MARKA;I;3;;12/1997;234.457;3.184;0;0;74.373;0;77.557;136.288;0;18;2.811;781;1997;12;Passivo;0;17.001;60.941;11.782;
22;BANDES;I;2;2;12/1997;216.508;11.647;0;0;23.435;0;35.083;0;0;0;0;111.472;1997;12;Passivo;0;69.952;39.951;-9.078;
23;PATRIMONIO;I;3;;12/1997;215.404;0;0;14.413;30.381;0;44.794;84.964;0;0;0;0;1997;12;Passivo;0;85.646;60.844;14.788;
