ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
47;BCR;I;3;2;06/1995;105.841;201;25.131;13.072;23.798;38;25.803;-225;11.695;1.010;0;5.319;1995;6;Ativo;
48;IOCHPE;I;3;;06/1995;95.521;83;2.807;7.451;6.752;1.593;64.086;-753;3.132;0;0;10.370;1995;6;Ativo;
49;PORTO REAL;I;3;;06/1995;91.580;435;6.167;7.507;8.098;35.379;22.432;-285;1.944;660;0;9.244;1995;6;Ativo;
50;DIMENSAO;I;3;2;06/1995;81.608;364;13.946;41.905;5.655;0;4.369;0;12.274;1;0;3.094;1995;6;Ativo;
51;TENDENCIA;I;3;2;06/1995;76.135;153;21.285;6.866;9.312;0;2.189;0;5.809;1;0;30.518;1995;6;Ativo;
52;BANACRE;I;2;;06/1995;74.752;450;527;19.062;5.732;265;34.684;-2.545;5.717;1.059;0;9.799;1995;6;Ativo;
53;BATTISTELLA;I;3;;06/1995;72.929;538;2.650;130;0;0;52.669;-517;3.747;4.299;0;9.412;1995;6;Ativo;
54;INVESTOR;C;3;;06/1995;67.752;26;6.812;43.442;345;0;4.039;-20;8.720;2;0;4.385;1995;6;Ativo;
55;BMC;I;3;2;06/1995;67.417;5;26.573;32.280;670;0;260;-1;7.158;5;0;467;1995;6;Ativo;
56;EUROINVEST;I;5;2;06/1995;67.244;43;6.317;828;10.187;0;11.838;-8;18.090;3;0;19.945;1995;6;Ativo;
57;MERCANTIL;I;3;2;06/1995;64.528;91;34.198;246;1.963;0;24.107;-429;3.373;17;0;963;1995;6;Ativo;
58;AUGUSTA 251;I;3;2;06/1995;62.502;12;35.854;6.719;2.351;0;112;0;1.137;3;0;16.314;1995;6;Ativo;
59;UNITED;I;3;2;06/1995;56.330;0;19.016;665;1.289;0;7.875;-19;10.098;5;0;17.399;1995;6;Ativo;
60;FITAL;I;3;;06/1995;54.375;3;43.766;8.936;1.447;0;0;0;190;0;0;32;1995;6;Ativo;
61;PAULISTA;I;3;2;06/1995;51.893;3.094;3.230;1.015;11.720;2;19.669;-252;3.694;451;0;9.270;1995;6;Ativo;
62;BANDEIRANTES;I;3;2;06/1995;50.151;50;21.600;303;0;0;11.013;-86;841;12;0;16.419;1995;6;Ativo;
63;BM&S;I;3;2;06/1995;45.969;29;5.454;3.006;2.999;1;21.911;-3.659;10.500;2.298;0;3.430;1995;6;Ativo;
64;BOREAL;I;3;2;06/1995;44.350;11;4.907;18.657;43;0;9;0;4.461;1;0;16.261;1995;6;Ativo;
65;MIL;I;3;2;06/1995;41.595;524;2.053;1.435;5.308;3;17.860;-304;2.547;3.549;0;8.620;1995;6;Ativo;
66;METROPOLITANO;I;5;;06/1995;39.246;484;630;1.781;3.548;0;13.222;-257;15.818;2.105;0;1.917;1995;6;Ativo;
67;STOCK;I;3;2;06/1995;2.041.429;65;2.000.002;19.163;5.768;0;3.109;-386;547;5.842;0;7.319;1995;6;Ativo;
68;BFI;I;5;2;06/1995;36.257;224;205;293;1.375;0;28.706;0;1.361;0;0;4.093;1995;6;Ativo;
69;DESTAK;I;3;;06/1995;32.598;26;7.503;20.828;168;0;1.100;0;1.534;2;0;1.437;1995;6;Ativo;
70;OURINVEST;C;3;;06/1995;32.115;6.599;11.102;2.406;310;0;3.238;0;5.994;8;0;2.459;1995;6;Ativo;
71;VETOR;C;3;;06/1995;90.597;29;65.640;1.562;147;0;2.492;0;11.226;19;0;9.481;1995;6;Ativo;
72;PLANIBANC;I;3;2;06/1995;31.596;94;16.347;0;93;0;266;0;2.586;0;0;12.209;1995;6;Ativo;
73;BFB;I;3;;06/1995;30.127;1;8.145;141;0;0;12.125;0;6.284;225;0;3.206;1995;6;Ativo;
74;HEXABANCO;I;3;;06/1995;28.482;322;10.214;1.724;1.030;0;11.803;-562;1.935;20;0;1.997;1995;6;Ativo;
75;INTERFINANCE;I;3;2;06/1995;43.108;171;28.328;2.016;575;0;8.855;-62;157;5;0;3.063;1995;6;Ativo;
76;D'EL REY;I;3;2;06/1995;26.702;52;14.590;595;0;0;3.003;0;293;0;0;8.170;1995;6;Ativo;
77;DIGIBANCO;I;3;2;06/1995;26.207;0;15.220;8.559;185;0;1.972;0;270;0;0;0;1995;6;Ativo;
78;TRICURY;I;3;;06/1995;25.543;121;7.286;1.110;900;0;11.338;-244;207;459;0;4.366;1995;6;Ativo;
79;PRIME;C;3;;06/1995;36.517;55;14.062;4.153;163;0;1.549;-115;7.250;29;0;9.373;1995;6;Ativo;
80;EXPRINTER LOSAN;I;5;2;06/1995;24.279;16;12.815;2.400;0;0;0;0;8.608;3;0;437;1995;6;Ativo;
81;NACOES;I;3;;06/1995;23.648;97;10.257;356;1.328;0;7.630;0;96;576;0;3.308;1995;6;Ativo;
82;INVESTCORP;I;3;2;06/1995;23.627;57;36;709;1.973;340;8.309;0;3.398;173;0;8.631;1995;6;Ativo;
83;PATRIMONIO;I;3;;06/1995;23.397;3;10.670;8.573;0;0;0;0;3.478;1;0;672;1995;6;Ativo;
84;STERLING;I;5;;06/1995;21.122;51;0;23;14.348;0;3.739;-687;751;0;0;2.896;1995;6;Ativo;
85;FICRISA AXELRUD;I;3;2;06/1995;18.989;154;5.748;0;1.537;0;8.830;-1.346;3.211;401;0;454;1995;6;Ativo;
86;OPERADOR;I;3;2;06/1995;16.973;2;196;6;248;0;5.314;2.408;309;1.118;0;7.372;1995;6;Ativo;
87;VARIG;I;3;2;06/1995;16.686;6;1.203;372;296;0;4.690;359;771;2.199;0;6.789;1995;6;Ativo;
88;MAXI-DIVISA;I;3;;06/1995;16.601;27;2.150;5.249;28;0;92;0;1.702;1;0;7.352;1995;6;Ativo;
89;MISASI;C;3;;06/1995;15.894;28;2.725;449;315;0;3.324;0;2.844;678;0;5.531;1995;6;Ativo;
90;MALCON;I;3;2;06/1995;15.671;27;6.844;12;423;0;5.624;-196;2.321;64;0;552;1995;6;Ativo;
91;DRACMA;I;3;;06/1995;14.538;42;336;0;1.155;0;6.467;-259;5.558;69;0;1.170;1995;6;Ativo;
92;INDUSCRED;I;3;2;06/1995;15.390;63;2.202;6;1.228;0;9.294;0;367;71;0;2.157;1995;6;Ativo;
93;FINANSINOS;I;3;2;06/1995;14.158;16;3.528;34;809;0;7.709;-251;1.383;32;0;898;1995;6;Ativo;
94;EQUATORIAL;I;3;;06/1995;14.073;0;0;14.073;0;0;0;0;0;0;0;0;1995;6;Ativo;
95;MAXINVEST;I;3;;06/1995;12.644;32;1.673;1.502;665;0;3.072;-74;297;7;0;5.471;1995;6;Ativo;
96;CAMBIAL;C;3;;06/1995;12.520;115;2.212;1.210;410;0;2.614;0;2.762;3;0;3.195;1995;6;Ativo;
97;INTERPART;I;3;;06/1995;11.890;40;2.789;3.560;280;0;1.689;0;1.735;0;0;1.798;1995;6;Ativo;
98;TECNICORP;I;3;2;06/1995;11.409;16;1.294;6;311;0;5.505;-52;1.154;435;0;2.741;1995;6;Ativo;
99;AMERICAN EXPRES;I;4;2;06/1995;8.692;2;0;2.655;0;0;0;0;17;0;0;6.018;1995;6;Ativo;
100;OK;I;3;2;06/1995;8.630;18;1.250;1.823;250;0;2.925;-64;23;36;0;2.369;1995;6;Ativo;
101;BANCRED;I;3;2;06/1995;7.602;46;1.666;379;187;6;1.739;-32;1.492;83;0;2.034;1995;6;Ativo;
102;PERFORMANCE;I;3;;06/1995;7.448;7;2.865;167;2;0;0;0;1.149;0;0;3.257;1995;6;Ativo;
103;PORTO SEGURO;I;3;;06/1995;6.245;6;1.061;1.351;11;0;0;0;491;0;0;3.325;1995;6;Ativo;
104;TOTAL;I;3;2;06/1995;3.550;4;323;509;0;0;0;0;713;0;0;2.000;1995;6;Ativo;
105;CRITERIUM;I;3;;06/1995;3.265;7;1.184;176;0;0;0;0;276;7;0;1.614;1995;6;Ativo;
106;APLICAP;C;3;;06/1995;16.621.078;33;16.605.279;1.224;18;0;0;0;8.696;59;0;5.769;1995;6;Ativo;
