ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;ano;mes;relatorio
22;BANESTADO;C;2;1;12/1999;CURITIBA;PR;6.195.748;6.195.748;438.689;-111.195;3.804.222;9.641;378;1999;12;Resumo
23;LLOYDS;C;4;;12/1999;SAO PAULO;SP;5.189.845;5.189.845;432.921;31.032;950.945;462;22;1999;12;Resumo
24;VOTORANTIM;C;3;;12/1999;SAO PAULO;SP;5.099.413;5.099.413;315.298;37.203;1.732.023;297;3;1999;12;Resumo
25;BOAVISTA;C;4;;12/1999;RIO DE JANEIRO;RJ;5.040.267;5.150.136;523.678;51.348;2.231.432;2.591;75;1999;12;Resumo
26;CSFB GARANTIA;C;4;;12/1999;SAO PAULO;SP;4.092.187;4.327.418;315.874;10.402;1.657.178;26;2;1999;12;Resumo
27;CHASE;C;4;;12/1999;SAO PAULO;SP;3.943.528;4.300.599;571.755;31.225;326.199;398;3;1999;12;Resumo
28;ALFA;C;3;;12/1999;SAO PAULO;SP;3.551.916;3.660.951;759.443;42.136;971.755;1;1;1999;12;Resumo
29;RURAL;C;3;;12/1999;RIO DE JANEIRO;RJ;3.245.970;3.251.686;328.364;52.870;942.385;1.658;60;1999;12;Resumo
30;DEUTSCHE;C;4;;12/1999;SAO PAULO;SP;2.804.514;2.977.525;220.623;-7.146;95.498;245;2;1999;12;Resumo
31;JP MORGAN;C;4;;12/1999;SAO PAULO;SP;2.452.950;2.452.950;374.170;40.899;598.848;194;4;1999;12;Resumo
32;BARCLAYS GALICIA;C;5;;12/1999;SAO PAULO;SP;2.264.436;2.264.436;193.044;-57.496;69.417;117;1;1999;12;Resumo
33;DRESDNER;C;4;;12/1999;SAO PAULO;SP;2.248.518;2.335.607;200.327;25.579;93.883;258;5;1999;12;Resumo
34;BBM;C;3;;12/1999;SALVADOR;BA;2.010.896;2.010.896;464.172;80.397;340.681;156;3;1999;12;Resumo
35;BASA;I;1;;12/1999;BELEM;PA;1.993.258;1.993.308;224.981;27.726;883.184;2.936;83;1999;12;Resumo
36;BEG;I;1;2;12/1999;GOIANIA;GO;1.918.408;1.918.408;210.961;93.936;504.598;2.383;154;1999;12;Resumo
37;BIC;C;3;;12/1999;SAO PAULO;SP;1.895.044;2.775.347;236.813;1.963;834.676;771;37;1999;12;Resumo
38;MERCANTIL DO BRASIL;C;3;;12/1999;BELO HORIZONTE;MG;1.890.823;2.324.281;410.838;9.731;1.148.892;4.095;175;1999;12;Resumo
39;ING;C;4;;12/1999;SAO PAULO;SP;1.810.175;1.884.937;165.725;19.023;139.148;264;1;1999;12;Resumo
40;PACTUAL;C;5;;12/1999;RIO DE JANEIRO;RJ;1.801.001;2.026.079;449.643;167.112;264.011;275;4;1999;12;Resumo
41;BANESTES;C;2;;12/1999;VITORIA;ES;1.748.251;1.748.251;129.890;10.478;995.524;3.745;86;1999;12;Resumo
42;BEAL;I;4;2;12/1999;SAO PAULO;SP;1.738.554;1.824.313;159.800;3.480;452.279;189;3;1999;12;Resumo
43;ABC-BRASIL;C;4;;12/1999;SAO PAULO;SP;1.734.226;1.734.226;244.888;26.681;554.131;231;4;1999;12;Resumo
44;CREDIBANCO;C;5;;12/1999;RIO DE JANEIRO;RJ;1.609.640;1.659.657;197.671;7.424;432.856;238;2;1999;12;Resumo
45;BNL;I;4;2;12/1999;SAO PAULO;SP;1.603.553;1.603.553;143.428;9.805;363.541;259;4;1999;12;Resumo
46;TOKYOMITSUBISHI;I;4;2;12/1999;SAO PAULO;SP;1.543.800;1.725.452;239.431;6.226;47.719;242;6;1999;12;Resumo
47;BMC;C;3;;12/1999;SAO PAULO;SP;1.435.516;1.735.723;173.311;3.281;190.464;239;10;1999;12;Resumo
48;AGF BRASEG;C;4;;12/1999;SAO PAULO;SP;1.285.900;1.285.900;79.095;9.701;403.497;105;1;1999;12;Resumo
49;BRB;I;2;2;12/1999;BRASILIA;DF;1.274.387;1.286.630;230.545;6.924;736.603;3.652;55;1999;12;Resumo
50;FIBRA;C;3;;12/1999;SAO PAULO;SP;1.211.495;1.721.842;295.697;9.507;301.963;196;1;1999;12;Resumo
51;SANTOS;I;3;2;12/1999;SAO PAULO;SP;1.189.356;2.792.715;183.704;14.881;624.970;262;4;1999;12;Resumo
52;CACIQUE;C;3;;12/1999;SAO PAULO;SP;1.082.697;1.082.697;171.085;24.275;270.959;177;3;1999;12;Resumo
53;RABOBANK;I;4;;12/1999;SAO PAULO;SP;1.075.596;1.075.596;66.200;13.836;146.103;86;1;1999;12;Resumo
54;BESC;I;2;2;12/1999;FLORIANOPOLIS;SC;983.175;983.175;1.829;-4.105;643.530;7.117;256;1999;12;Resumo
55;INTER AMEX;C;5;;12/1999;SAO PAULO;SP;952.691;952.691;139.697;8.371;213.619;146;6;1999;12;Resumo
56;SUMITBANK;I;4;;12/1999;SAO PAULO;SP;916.729;916.729;194.850;18.441;33.572;97;1;1999;12;Resumo
57;BMG;C;3;;12/1999;BELO HORIZONTE;MG;896.734;922.786;187.957;9.704;178.597;130;12;1999;12;Resumo
58;BEC;C;1;;12/1999;FORTALEZA;CE;887.613;887.613;92.897;10.872;364.297;1.495;72;1999;12;Resumo
59;FININVEST;I;5;2;12/1999;RIO DE JANEIRO;RJ;879.270;879.270;140.084;10.882;633.138;45;3;1999;12;Resumo
60;SUL AMERICA;C;5;;12/1999;SAO PAULO;SP;766.520;871.592;111.733;-4.255;420.700;104;2;1999;12;Resumo
61;BNP;I;4;;12/1999;SAO PAULO;SP;735.251;783.307;98.420;3.369;307.949;83;1;1999;12;Resumo
62;BRASCAN;C;4;;12/1999;RIO DE JANEIRO;RJ;700.740;700.740;107.257;15.351;191.915;153;2;1999;12;Resumo
63;SS;C;3;1;12/1999;SAO PAULO;SP;631.819;637.730;108.553;7.036;374.391;99;2;1999;12;Resumo
64;SOFISA;C;3;;12/1999;SAO PAULO;SP;605.845;609.649;145.025;7.999;245.954;169;2;1999;12;Resumo
65;PEBB;C;3;;12/1999;RIO DE JANEIRO;RJ;596.835;596.835;92.355;11.067;5.555;6;2;1999;12;Resumo
66;CREDITO SP;I;3;2;12/1999;SAO PAULO;SP;588.190;620.253;167.052;20.356;161.346;99;1;1999;12;Resumo
67;BEM;I;2;2;12/1999;SAO LUIS;MA;538.893;538.893;56.632;1.756;198.827;601;76;1999;12;Resumo
68;SCHAHIN;C;3;;12/1999;SAO PAULO;SP;527.951;527.951;45.349;-511;63.529;57;1;1999;12;Resumo
69;BANPARA;I;2;;12/1999;BELEM;PA;474.706;477.715;61.705;1.010;380.065;751;37;1999;12;Resumo
70;BEA;I;1;;12/1999;MANAUS;AM;448.857;448.857;126.626;4.620;192.971;1.146;37;1999;12;Resumo
71;UBS WARBURG;C;4;;12/1999;RIO DE JANEIRO;RJ;414.027;414.027;41.728;-8.868;25.728;50;4;1999;12;Resumo
72;BANESE;I;2;;12/1999;ARACAJU;SE;376.061;379.359;53.209;2.736;299.146;1.014;50;1999;12;Resumo
73;INVESTCRED;I;5;2;12/1999;RIO DE JANEIRO;RJ;370.810;370.810;55.339;3.007;271.370;12;1;1999;12;Resumo
74;PROSPER;C;3;;12/1999;RIO DE JANEIRO;RJ;365.621;395.824;53.073;633;44.841;26;2;1999;12;Resumo
75;PINE;C;3;;12/1999;SAO PAULO;SP;355.836;355.836;121.165;14.224;79.261;65;3;1999;12;Resumo
76;MODAL;I;3;2;12/1999;RIO DE JANEIRO;RJ;347.784;347.784;29.406;3.602;22.524;48;1;1999;12;Resumo
77;SOCIETE GENERALE;C;4;;12/1999;SAO PAULO;SP;337.971;337.971;62.551;-8.540;67.819;97;2;1999;12;Resumo
78;INDUSTRIAL DO BRASIL;C;3;;12/1999;SAO PAULO;SP;324.498;324.498;78.082;2.442;98.374;119;1;1999;12;Resumo
79;BVA;I;3;;12/1999;RIO DE JANEIRO;RJ;321.076;328.026;42.568;8.096;36.639;32;2;1999;12;Resumo
80;BANCOOB;I;3;;12/1999;BRASILIA;DF;283.530;283.530;28.634;2.867;110.048;76;1;1999;12;Resumo
81;TRIANGULO;I;3;;12/1999;UBERLANDIA;MG;280.586;280.586;49.222;5.225;210.474;170;2;1999;12;Resumo
82;LA PROVINCIA;I;4;;12/1999;SAO PAULO;SP;257.644;257.644;63.406;-3.050;2.055;30;2;1999;12;Resumo
83;DAYCOVAL;I;3;2;12/1999;SAO PAULO;SP;253.826;359.267;100.842;6.829;92.400;110;3;1999;12;Resumo
84;FATOR;C;3;;12/1999;SAO PAULO;SP;246.644;246.644;41.222;4.472;5.536;16;2;1999;12;Resumo
85;CRUZEIRO;I;3;2;12/1999;SAO PAULO;SP;241.542;253.734;25.145;4.466;76.364;95;2;1999;12;Resumo
86;AGROINVEST;I;4;2;12/1999;PORTO ALEGRE;RS;229.937;229.937;25.805;2.032;10.377;18;1;1999;12;Resumo
87;CLASSICO;I;3;;12/1999;RIO DE JANEIRO;RJ;224.020;224.020;221.560;17.468;582;9;2;1999;12;Resumo
88;PARAIBAN;I;2;;12/1999;JOAO PESSOA;PB;217.137;217.137;37.251;2.140;158.009;426;8;1999;12;Resumo
89;GUANABARA;I;3;;12/1999;RIO DE JANEIRO;RJ;207.459;207.459;33.373;-2.554;89.007;35;1;1999;12;Resumo
90;BANSICREDI;I;3;;12/1999;PORTO ALEGRE;RS;155.502;443.315;21.680;1.305;81.939;97;4;1999;12;Resumo
91;BCOMURUGUAI;I;4;;12/1999;PORTO ALEGRE;RS;154.640;154.640;31.016;1.580;38.333;53;3;1999;12;Resumo
92;WACHOVIA;I;4;;12/1999;SAO PAULO;SP;145.205;145.205;37.451;1.286;16.429;42;2;1999;12;Resumo
93;INTERCAP;C;3;;12/1999;SAO PAULO;SP;140.297;140.297;24.339;2.675;85.447;85;1;1999;12;Resumo
94;BEPI;I;2;;12/1999;TERESINA;PI;124.951;124.951;30.138;187;69.140;234;7;1999;12;Resumo
95;FICSA;I;3;2;12/1999;SAO PAULO;SP;120.229;123.581;45.309;5.257;56.714;34;1;1999;12;Resumo
96;VR;C;3;;12/1999;SAO PAULO;SP;117.778;117.778;36.606;2.743;56.642;72;1;1999;12;Resumo
97;INTERIOR;I;3;;12/1999;SAO JOSE DO RIO PRETO;SP;100.313;100.313;21.532;363;65.332;213;14;1999;12;Resumo
98;PECUNIA;I;3;2;12/1999;SAO PAULO;SP;98.267;98.267;21.312;2.526;62.197;19;1;1999;12;Resumo
99;MORADA;I;3;2;12/1999;RIO DE JANEIRO;RJ;92.428;92.428;19.834;751;30.835;3;11;1999;12;Resumo
100;ARAUCARIA;I;3;2;12/1999;CURITIBA;PR;89.704;93.705;32.441;2.431;42.443;71;3;1999;12;Resumo
101;CREDIBEL;I;3;2;12/1999;SOROCABA;SP;88.078;88.078;42.016;1.922;28.558;83;4;1999;12;Resumo
102;RENNER;I;3;;12/1999;PORTO ALEGRE;RS;81.357;81.357;28.336;4.147;45.328;71;1;1999;12;Resumo
103;SANTOS NEVES;I;3;2;12/1999;VITORIA;ES;81.093;83.690;14.402;1.792;32.594;79;3;1999;12;Resumo
104;LAVRA;C;3;;12/1999;SAO PAULO;SP;80.823;80.823;-14.647;-11.012;20.229;6;1;1999;12;Resumo
105;BGN;I;3;2;12/1999;RECIFE;PE;80.360;80.360;23.835;1.305;35.700;31;3;1999;12;Resumo
106;PARANA;I;3;2;12/1999;CURITIBA;PR;72.662;73.662;16.015;2.607;54.448;68;2;1999;12;Resumo
107;PRIMUS;C;4;;12/1999;RIO DE JANEIRO;RJ;71.205;78.057;32.668;407;1.718;5;2;1999;12;Resumo
108;LUSO BRASILEIRO;I;3;;12/1999;SAO PAULO;SP;64.729;71.508;19.204;449;40.263;69;3;1999;12;Resumo
109;ARGENTARIA;I;4;;12/1999;SAO PAULO;SP;63.873;63.873;42.587;2.779;3.594;5;1;1999;12;Resumo
110;RIBEIRAO PRETO;I;3;;12/1999;RIBEIRAO PRETO;SP;61.439;61.439;20.769;1.953;15.681;21;1;1999;12;Resumo
111;BONSUCESSO;C;3;;12/1999;BELO HORIZONTE;MG;59.393;59.393;13.396;1.636;32.277;18;1;1999;12;Resumo
112;OPPORTUNITY;I;3;2;12/1999;RIO DE JANEIRO;RJ;58.260;349.849;46.970;9.878;0;21;1;1999;12;Resumo
113;BANCNACION;I;4;;12/1999;RIO DE JANEIRO;RJ;58.016;58.016;30.684;5.257;3.171;45;2;1999;12;Resumo
114;PORTO REAL;I;3;;12/1999;RESENDE;RJ;56.126;56.126;12.034;-2.435;28.513;115;4;1999;12;Resumo
115;GE CAPITAL;I;4;;12/1999;SAO PAULO;SP;54.519;54.519;27.224;-7.914;8.350;15;2;1999;12;Resumo
116;GERDAU;I;3;2;12/1999;PORTO ALEGRE;RS;52.680;56.390;14.834;1.230;36.546;23;1;1999;12;Resumo
117;THECA;C;3;;12/1999;SAO PAULO;SP;51.240;51.240;16.420;602;0;1;1;1999;12;Resumo
118;UNION;I;4;;12/1999;SAO PAULO;SP;49.982;49.982;29.053;-2.150;9.535;23;1;1999;12;Resumo
119;CEDULA;I;3;;12/1999;RIO DE JANEIRO;RJ;47.594;47.594;20.662;987;25.799;26;1;1999;12;Resumo
120;FRANCES INTER;I;4;;12/1999;SAO PAULO;SP;47.498;47.498;29.638;2.941;518;5;1;1999;12;Resumo
121;MATONE;I;3;2;12/1999;PORTO ALEGRE;RS;41.040;41.040;9.845;434;28.930;121;1;1999;12;Resumo
122;LA REPUBLICA;I;4;;12/1999;SAO PAULO;SP;22.004;22.004;12.493;-4.770;302;22;2;1999;12;Resumo
123;BANCAP;I;3;2;12/1999;SALVADOR;BA;15.190;15.190;12.609;1.106;1.711;25;1;1999;12;Resumo
124;HISPANO;I;4;;12/1999;SAO PAULO;SP;4.293;4.293;3.558;25;0;1;1;1999;12;Resumo
1;BNDES;I;1;;12/1999;RIO DE JANEIRO;RJ;86.574.293;86.574.293;11.063.978;616.169;372.781;1.234;1;1999;12;Resumo
2;FIAT;C;4;;12/1999;SAO PAULO;SP;4.007.627;4.007.627;488.873;91.805;1.613.942;595;17;1999;12;Resumo
3;CCF BRASIL;C;4;;12/1999;SAO PAULO;SP;3.984.218;4.329.445;598.681;41.026;191.884;570;5;1999;12;Resumo
4;FORD;C;4;;12/1999;SAO PAULO;SP;3.222.043;3.222.043;236.253;-1.633;974.375;256;6;1999;12;Resumo
5;GM;C;4;;12/1999;SAO CAETANO DO SUL;SP;2.505.696;2.505.696;192.252;-17.032;959.193;671;7;1999;12;Resumo
6;VOLKSWAGEN;C;4;;12/1999;SAO PAULO;SP;2.298.191;2.298.191;177.741;711;1.087.005;426;10;1999;12;Resumo
7;BRDE;I;2;;12/1999;PORTO ALEGRE;RS;1.861.555;1.861.555;419.021;11.135;0;491;3;1999;12;Resumo
8;BANCOCIDADE;C;3;;12/1999;SAO PAULO;SP;1.536.723;1.547.405;200.835;9.552;453.555;779;24;1999;12;Resumo
9;REPUBLIC NATION;C;4;;12/1999;SAO PAULO;SP;1.331.254;1.331.254;235.002;18.268;752;33;2;1999;12;Resumo
10;LIBERAL;C;4;;12/1999;SAO PAULO;SP;1.312.183;1.600.419;183.971;28.354;257.726;52;2;1999;12;Resumo
11;MULTI;I;4;;12/1999;SAO PAULO;SP;1.287.430;1.287.430;290.826;51.069;152.681;48;1;1999;12;Resumo
12;DAIMLERCHRYSLER;C;4;;12/1999;SAO PAULO;SP;1.175.200;1.175.200;107.176;10.128;222.094;3;1;1999;12;Resumo
13;DESENBANCO;I;2;;12/1999;SALVADOR;BA;865.582;865.582;93.833;16.003;0;367;1;1999;12;Resumo
14;ICATU;C;3;;12/1999;RIO DE JANEIRO;RJ;792.289;1.175.755;256.956;35.673;215.157;306;2;1999;12;Resumo
15;BDMG;I;2;1;12/1999;BELO HORIZONTE;MG;705.731;705.731;64.562;2.236;270;407;1;1999;12;Resumo
16;STOCK;C;3;;12/1999;RIO DE JANEIRO;RJ;444.227;599.186;28.543;4.724;5.500;3;2;1999;12;Resumo
17;MATRIX;C;3;;12/1999;SAO PAULO;SP;363.010;363.010;143.859;-4.370;57.784;63;1;1999;12;Resumo
18;REDE;I;3;;12/1999;SAO PAULO;SP;279.879;279.879;264.741;6.814;9.386;20;1;1999;12;Resumo
19;INDUSVAL;C;3;;12/1999;SAO PAULO;SP;267.349;267.349;24.208;1.534;68.759;107;1;1999;12;Resumo
20;BRJ;I;3;;12/1999;RIO DE JANEIRO;RJ;261.058;261.058;15.151;13;528;50;1;1999;12;Resumo
21;EUROINVEST;I;5;2;12/1999;RIO DE JANEIRO;RJ;253.474;253.474;41.206;-817;169.094;7;1;1999;12;Resumo
22;RENDIMENTO;I;3;;12/1999;SAO PAULO;SP;243.520;243.520;44.606;5.284;19.934;26;1;1999;12;Resumo
23;VOLVO;I;4;2;12/1999;CURITIBA;PR;152.324;152.324;27.255;952;3.664;29;1;1999;12;Resumo
24;MERRILL LYNCH;C;4;;12/1999;SAO PAULO;SP;144.029;151.439;62.372;9.127;0;144;1;1999;12;Resumo
25;TENDENCIA;C;3;;12/1999;SAO PAULO;SP;140.705;141.434;94.303;375;0;3;1;1999;12;Resumo
26;NEW HOLLAND;I;4;;12/1999;CURITIBA;PR;132.772;132.772;14.616;-1.479;0;23;1;1999;12;Resumo
27;PORTO SEGURO;I;3;3;07/1997;SAO PAULO;SP;118.143;118.143;9.354;-308;309;;;1999;12;Resumo
28;SOCOPA;C;3;;12/1999;SAO PAULO;SP;105.275;111.690;24.338;1.394;36.710;79;2;1999;12;Resumo
29;PRIME;C;3;;12/1999;RIO DE JANEIRO;RJ;68.810;68.810;8.990;565;431;;;1999;12;Resumo
30;GRAPHUS;C;4;;12/1999;RIO DE JANEIRO;RJ;65.011;183.545;41.458;3.362;1.564;39;2;1999;12;Resumo
31;INTERPART;I;3;3;06/1999;SAO PAULO;SP;54.749;54.749;11.232;-590;10.969;12;1;1999;12;Resumo
32;BANCO AXIAL;I;3;2;12/1999;SAO PAULO;SP;54.324;57.232;25.287;1.760;28.996;33;1;1999;12;Resumo
33;FONTE CINDAM;I;3;;12/1999;RIO DE JANEIRO;RJ;47.531;47.531;44.880;-331;0;7;1;1999;12;Resumo
34;INDUSCRED;I;3;;12/1999;SAO PAULO;SP;46.655;46.655;16.231;-232;28.017;19;1;1999;12;Resumo
35;MARKA;I;3;3;02/1999;RIO DE JANEIRO;RJ;46.243;46.243;25.056;-30.753;1.814;36;2;1999;12;Resumo
36;TRICURY;I;3;;12/1999;SAO PAULO;SP;44.734;44.734;15.688;2.631;25.030;10;1;1999;12;Resumo
37;OURINVEST;C;3;;12/1999;SAO PAULO;SP;41.221;41.221;27.441;1.452;4.569;60;1;1999;12;Resumo
38;TOYOTA;C;4;;12/1999;SAO PAULO;SP;40.208;40.208;36.510;-2.711;1.888;40;1;1999;12;Resumo
39;ARBI;C;3;;12/1999;RIO DE JANEIRO;RJ;39.760;39.760;28.620;-3.347;769;2;1;1999;12;Resumo
40;EQUATORIAL;I;3;2;12/1999;FORTALEZA;CE;39.533;39.533;14.475;1.787;8;4;1;1999;12;Resumo
41;BOREAL;I;3;2;12/1999;RIO DE JANEIRO;RJ;39.315;39.315;28.742;10.031;6.622;27;1;1999;12;Resumo
42;PATRIMONIO;I;3;;12/1999;SAO PAULO;SP;38.751;38.751;33.666;4.533;0;;;1999;12;Resumo
43;ROYAL INVEST;I;3;2;12/1999;SAO PAULO;SP;29.441;29.441;15.298;7.064;2.353;;;1999;12;Resumo
44;MALCON;I;3;2;12/1999;PORTO ALEGRE;RS;28.993;28.993;18.087;533;40;49;1;1999;12;Resumo
45;FICRISA AXELRUD;I;3;;12/1999;PORTO ALEGRE;RS;27.951;27.951;8.909;1.949;12.077;97;4;1999;12;Resumo
46;EMBLEMA;I;3;2;12/1999;BELO HORIZONTE;MG;27.552;27.552;16.936;-185;9.688;37;1;1999;12;Resumo
47;POTTENCIAL;I;3;;12/1999;BELO HORIZONTE;MG;22.274;23.775;9.300;570;2.165;16;1;1999;12;Resumo
48;KEB;I;4;;12/1999;SAO PAULO;SP;21.888;21.888;19.726;698;385;6;1;1999;12;Resumo
49;MAXINVEST;I;3;;12/1999;CURITIBA;PR;18.279;21.575;10.503;878;5.218;23;3;1999;12;Resumo
50;FINANSINOS;I;3;2;12/1999;NOVO HAMBURGO;RS;17.338;17.338;9.459;140;6.163;35;1;1999;12;Resumo
51;HEXABANCO;I;3;;12/1999;SAO PAULO;SP;17.332;17.332;4.719;-327;11.042;17;1;1999;12;Resumo
52;NACOES;I;3;;12/1999;SAO PAULO;SP;16.561;17.387;10.203;-351;3.921;21;3;1999;12;Resumo
53;MISASI;C;3;;12/1999;SAO PAULO;SP;15.883;15.883;10.897;-61;3.037;;;1999;12;Resumo
54;OK;I;3;;12/1999;BRASILIA;DF;13.318;13.318;6.607;219;34;;;1999;12;Resumo
55;MINAS;I;3;;12/1999;BELO HORIZONTE;MG;11.980;11.980;5.884;-2.545;5.472;27;1;1999;12;Resumo
56;PERFORMANCE;I;3;;12/1999;RIO DE JANEIRO;RJ;10.912;10.912;10.270;-165;0;;;1999;12;Resumo
57;INVESTOR;C;3;;12/1999;RIO DE JANEIRO;RJ;7.573;7.573;1.103;-33;0;;;1999;12;Resumo
58;STERLING;I;5;;12/1999;RIO DE JANEIRO;RJ;4.843;4.843;-7.506;-710;0;;;1999;12;Resumo
