ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
59;UNITED;I;3;2;06/1995;1.058;5.631;-3.196;0;0;-4.295;0;0;0;-19;-821;;1995;6;Resultado
60;FITAL;I;3;;06/1995;0;9.964;0;0;45;-8.049;0;0;0;0;1.960;;1995;6;Resultado
61;PAULISTA;I;3;2;06/1995;6.947;501;-203;192;0;-3.722;-61;0;0;-341;3.313;;1995;6;Resultado
62;BANDEIRANTES;I;3;2;06/1995;1.910;4.672;-458;0;113;-3.333;-735;0;0;-141;2.028;;1995;6;Resultado
63;BM&S;I;3;2;06/1995;9.995;662;0;0;0;-8.279;-375;0;0;-5.789;-3.786;;1995;6;Resultado
64;BOREAL;I;3;2;06/1995;147;-769;-6.895;0;0;-4.586;0;0;0;0;-12.103;;1995;6;Resultado
65;MIL;I;3;2;06/1995;10.247;390;-35;23;0;-4.682;-21;0;0;-1.716;4.206;;1995;6;Resultado
66;METROPOLITANO;I;5;;06/1995;9.255;25.073;-519;0;7;-30.460;-402;0;0;-14.905;-11.951;;1995;6;Resultado
67;STOCK;I;3;2;06/1995;915;294.841;-1.240;0;0;-295.216;0;0;0;-386;-1.086;;1995;6;Resultado
68;BFI;I;5;2;06/1995;5.828;-376;-1.941;236;0;-2.494;-5;0;0;-576;672;;1995;6;Resultado
69;DESTAK;I;3;;06/1995;196;8.757;-5.648;0;0;-10.264;0;0;0;-12;-6.971;;1995;6;Resultado
70;OURINVEST;C;3;;06/1995;1.005;2.995;-4.430;0;0;-720;-474;0;-385;-167;-2.176;;1995;6;Resultado
71;VETOR;C;3;;06/1995;722;4.908;-2.656;0;0;-7.505;0;0;0;0;-4.531;;1995;6;Resultado
72;PLANIBANC;I;3;2;06/1995;37;4.651;-46;0;8;-3.167;-184;0;-47;0;1.252;;1995;6;Resultado
73;BFB;I;3;;06/1995;2.642;1.799;0;0;0;0;-1.854;0;0;172;2.759;;1995;6;Resultado
74;HEXABANCO;I;3;;06/1995;4.740;177;-342;0;0;-2.621;0;0;0;-342;1.612;;1995;6;Resultado
75;INTERFINANCE;I;3;2;06/1995;2.392;4.991;-547;1;0;-5.528;0;0;0;-62;1.247;;1995;6;Resultado
76;D'EL REY;I;3;2;06/1995;1.205;3.291;-233;0;0;-3.299;0;0;0;0;964;;1995;6;Resultado
77;DIGIBANCO;I;3;2;06/1995;379;2.094;0;0;0;-786;0;0;0;-992;695;;1995;6;Resultado
78;TRICURY;I;3;;06/1995;4.311;1.914;-4;0;0;-3.696;0;0;0;-527;1.998;;1995;6;Resultado
79;PRIME;C;3;;06/1995;284;-64;-1.050;0;0;-1.966;-22;0;0;-107;-2.925;;1995;6;Resultado
80;EXPRINTER LOSAN;I;5;2;06/1995;13;2.581;-185;0;0;-241;0;0;0;0;2.168;;1995;6;Resultado
81;NACOES;I;3;;06/1995;3.689;751;-1;0;0;-2.722;0;0;0;27;1.744;;1995;6;Resultado
82;INVESTCORP;I;3;2;06/1995;5.444;1.086;-10.816;0;0;-7.001;-2;0;0;609;-10.680;;1995;6;Resultado
83;PATRIMONIO;I;3;;06/1995;0;2.601;-5.702;0;0;-2.378;0;0;0;0;-5.479;;1995;6;Resultado
84;STERLING;I;5;;06/1995;1.228;18;0;0;0;-1.328;-209;0;0;-1.233;-1.524;;1995;6;Resultado
85;FICRISA AXELRUD;I;3;2;06/1995;7.003;358;0;0;0;-1.026;-29;0;0;-1.815;4.491;;1995;6;Resultado
86;OPERADOR;I;3;2;06/1995;8.293;-586;-127;2;0;-5.598;0;0;0;-14.632;-12.648;;1995;6;Resultado
87;VARIG;I;3;2;06/1995;1.051;1.694;0;23;-8;-3.301;-81;0;0;-1.633;-2.255;;1995;6;Resultado
88;MAXI-DIVISA;I;3;;06/1995;534;1.271;-1.306;0;0;-1.785;0;0;0;62;-1.224;;1995;6;Resultado
89;MISASI;C;3;;06/1995;1.020;802;-3;0;0;-1.192;0;0;0;0;627;;1995;6;Resultado
90;MALCON;I;3;2;06/1995;3.018;824;0;0;0;-626;0;0;0;-306;2.910;;1995;6;Resultado
91;DRACMA;I;3;;06/1995;5.095;160;-728;0;0;-2.701;-247;0;0;-983;596;;1995;6;Resultado
92;INDUSCRED;I;3;2;06/1995;2.725;373;0;0;20;-684;0;0;0;-194;2.240;;1995;6;Resultado
93;FINANSINOS;I;3;2;06/1995;4.056;468;0;0;0;-758;0;0;0;-387;3.379;;1995;6;Resultado
94;EQUATORIAL;I;3;;06/1995;0;2.073;0;0;0;0;0;0;0;0;2.073;;1995;6;Resultado
95;MAXINVEST;I;3;;06/1995;2.735;530;0;0;0;-649;0;0;0;-702;1.914;;1995;6;Resultado
96;CAMBIAL;C;3;;06/1995;554;389;-667;0;0;-613;-2;0;0;0;-339;;1995;6;Resultado
97;INTERPART;I;3;;06/1995;351;-1.581;-2.251;0;0;-79;0;0;0;137;-3.423;;1995;6;Resultado
98;TECNICORP;I;3;2;06/1995;2.205;362;0;0;0;-734;0;0;0;-147;1.686;;1995;6;Resultado
99;AMERICAN EXPRES;I;4;2;06/1995;0;355;-114;0;0;0;0;0;0;0;241;;1995;6;Resultado
100;OK;I;3;2;06/1995;1.988;350;0;0;0;0;0;0;0;-237;2.101;;1995;6;Resultado
101;BANCRED;I;3;2;06/1995;988;236;-537;0;0;-500;0;0;0;-216;-29;;1995;6;Resultado
102;PERFORMANCE;I;3;;06/1995;0;316;-687;0;0;-442;0;0;0;0;-813;;1995;6;Resultado
103;PORTO SEGURO;I;3;;06/1995;0;296;0;0;0;0;0;0;0;0;296;;1995;6;Resultado
104;TOTAL;I;3;2;06/1995;0;1.171;-429;0;0;-1.993;0;0;0;0;-1.251;;1995;6;Resultado
105;CRITERIUM;I;3;;06/1995;0;3.186;0;0;0;-2.976;0;0;0;0;210;;1995;6;Resultado
106;APLICAP;C;3;;06/1995;0;2.128.432;0;0;0;-2.127.945;0;0;0;0;487;;1995;6;Resultado
