ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
28;EXCEL;C;4;;06/1998;7.954.460;96.799;234.295;7.566;1.956.203;0;2.294.863;3.522.669;310.709;105.188;16.140;939.373;1998;6;Passivo;0;765.518;-583.532;-1.114.111;
29;AMERICA DO SUL;C;5;;06/1998;4.039.535;248.936;597.868;10.033;1.122.500;32.539;2.011.876;302.266;208.434;283.715;98.083;784.244;1998;6;Passivo;0;350.917;154.476;-138.639;
30;CHASE;C;4;;06/1998;3.134.078;1.395;0;0;158.208;0;159.602;9.034;0;186.667;788;1.617.995;1998;6;Passivo;0;1.159.991;557.512;42.790;
31;DEUTSCHE;C;4;;06/1998;4.061.117;3.685;0;0;365.676;0;369.361;1.504.806;0;79.435;9.937;1.122.959;1998;6;Passivo;0;974.619;143.371;13.261;
32;CSFB GARANTIA;C;4;;06/1998;2.929.780;176;0;2.296;31.121;0;33.593;654.316;315.112;41.391;0;60.307;1998;6;Passivo;0;1.825.062;265.984;27.827;
33;ING BANK;I;4;2;06/1998;3.144.335;1.055;0;302.235;170.276;0;473.566;207.072;1.043.930;33.467;104;252.527;1998;6;Passivo;0;1.133.669;98.664;12.172;
34;BEMGE;C;2;;06/1998;2.971.509;263.067;544.127;0;1.081.547;3.159;1.891.901;285.426;0;99.673;1.679;29.842;1998;6;Passivo;0;662.989;246.475;-262.155;
35;PACTUAL;C;3;;06/1998;4.100.897;68;0;32.380;724.206;0;756.654;1.754.094;89.292;77.353;0;39.968;1998;6;Passivo;0;1.383.535;308.717;50.146;
36;BESC;I;2;2;06/1998;2.176.103;258.057;0;407.488;767.735;0;1.433.280;209.419;0;64.047;1.020;339.881;1998;6;Passivo;0;128.456;269.569;14.026;
37;FIBRA;C;3;;06/1998;2.722.360;5.589;0;21.738;547.617;0;574.944;1.135.950;181.401;8.478;4;388.088;1998;6;Passivo;0;433.495;206.751;27.826;
38;PONTUAL;C;3;;06/1998;2.251.733;2.605;0;338.002;245.213;0;585.820;530.034;196.303;17.265;11;263.443;1998;6;Passivo;0;658.857;148.666;-2.711;
39;BARCLAYS GALICIA;C;5;;06/1998;2.795.091;192;0;3.955;270.489;0;274.636;908.051;0;83.201;2.670;1.177.236;1998;6;Passivo;0;349.297;163.726;18.695;
40;BMC;C;3;;06/1998;1.983.496;8.927;0;2.009;609.196;106;620.237;508.945;0;9.192;581;723.034;1998;6;Passivo;0;121.506;234.558;20.087;
41;BANEB;I;2;2;06/1998;2.115.836;286.892;321.732;90.136;465.203;340.089;1.504.052;18.412;99.103;56.546;2.174;143.127;1998;6;Passivo;0;292.423;92.370;-445.168;
42;BIC;C;3;;06/1998;3.774.209;11.771;59.629;1.578;986.898;0;1.059.875;1.792.503;0;62.028;201;499.010;1998;6;Passivo;0;360.592;220.999;2.536;
43;DRESDNER;C;4;;06/1998;2.052.297;550;0;0;24.731;0;25.281;22.529;0;4.535;130.149;1.611.174;1998;6;Passivo;0;258.629;135.356;9.243;
44;RURAL;C;3;;06/1998;1.954.614;14.721;24.473;1.451;799.102;9;839.756;212.178;82.004;112.106;265;189.964;1998;6;Passivo;0;518.341;237.557;51.457;
45;CREDIBANCO;C;5;;06/1998;1.769.549;3.591;0;29.583;301.637;0;334.811;138.502;465.007;45.909;0;594.616;1998;6;Passivo;0;190.703;179.722;9.906;
46;BMB;I;3;2;06/1998;1.836.586;65.507;304.730;39.403;729.430;0;1.139.071;462.575;0;65.224;824;90.241;1998;6;Passivo;0;78.651;375.227;8.099;
47;BMG;C;3;;06/1998;1.591.515;1.143;0;29.643;431.254;0;462.040;88.762;528.188;2.668;0;128.871;1998;6;Passivo;0;380.986;170.070;8.575;
48;BEAL;I;4;2;06/1998;1.620.877;161;0;3.395;279.772;0;283.328;189.344;531.839;24.267;1.946;276.477;1998;6;Passivo;0;313.675;87.958;3.517;
49;TOKYOMITSUBISHI;I;4;2;06/1998;1.545.058;13.047;0;260;39.531;0;52.838;130.015;26.152;9.820;13.849;884.699;1998;6;Passivo;0;427.685;192.419;904;
50;BASA;I;1;;06/1998;1.428.500;72.415;105.096;5.003;242.083;384.166;808.764;12.525;0;10.846;213;48.443;1998;6;Passivo;0;547.708;157.214;11.123;
51;BRB;I;2;2;06/1998;1.403.707;237.573;252.804;0;217.554;135.168;843.099;65.226;83.469;38.017;311;243.703;1998;6;Passivo;0;129.882;215.427;1.650;
52;BEG;I;2;2;06/1998;1.495.649;196.722;146.391;1.148;310.113;2.861;657.235;563.432;0;51.265;1.380;19.073;1998;6;Passivo;0;203.264;-85.098;-93.886;
53;SOGERAL;C;5;;06/1998;1.273.168;1.129;0;43.802;187.765;0;232.696;140.750;279.570;3.968;4.109;457.971;1998;6;Passivo;0;154.104;96.848;4.536;
54;AGF BRASEG;C;5;;06/1998;1.279.237;449;0;3.071;267.418;0;270.938;147.139;301.104;133.218;0;149.100;1998;6;Passivo;0;277.739;69.258;6.193;
55;INTER AMEX;C;5;;06/1998;1.070.835;1.035;0;2.024;290.557;306;293.922;92.761;0;48.356;0;444.237;1998;6;Passivo;0;191.560;105.664;6.515;
56;ABC-BRASIL;C;4;;06/1998;1.226.316;1.811;0;28.240;245.491;0;275.542;152.912;0;10.844;0;410.243;1998;6;Passivo;0;376.774;152.761;17.760;
57;BNL;I;4;2;06/1998;871.947;3.844;0;48.698;106.010;0;158.552;30.246;0;9.070;1.961;517.085;1998;6;Passivo;0;155.033;116.874;14.921;
58;BANESTES;I;2;2;06/1998;1.343.114;105.238;461.080;35.862;262.868;16.710;881.758;74.425;62.128;37.231;916;41.385;1998;6;Passivo;0;245.272;-346.671;-8.557;
59;BEC;C;2;;06/1998;1.055.976;91.089;193.026;5.688;141.683;170.676;602.163;24.699;83.049;24.966;1.627;245.823;1998;6;Passivo;0;73.650;-71.688;-145.962;
60;CREFISUL;C;3;;06/1998;804.847;9.338;17.191;64.858;379.252;6;470.645;13.300;47.554;11.979;3.210;43.980;1998;6;Passivo;0;214.179;136.490;3.319;
61;RAIBOBANK;I;4;;06/1998;883.566;0;0;0;131.164;0;131.164;0;0;79;0;499.703;1998;6;Passivo;0;252.620;38.980;-1.624;
62;FININVEST;I;5;2;06/1998;817.981;132;0;14.416;482.605;0;497.153;0;0;9.417;186.393;0;1998;6;Passivo;0;125.018;103.902;7.683;
63;SUMITBANK;I;4;;06/1998;767.475;8.729;0;0;10.280;154;19.163;98.964;0;4.308;2.941;617.630;1998;6;Passivo;0;24.469;143.407;11.874;
64;SUL AMERICA;C;5;;06/1998;696.230;16.866;0;56.242;297.599;0;370.707;47.316;0;104.741;0;101.993;1998;6;Passivo;0;71.473;117.198;13.956;
65;SANTOS;I;3;2;06/1998;1.885.272;5.078;0;53.798;419.037;0;477.913;1.230.168;0;16.921;3.760;76.855;1998;6;Passivo;0;79.656;121.581;12.410;
66;BANDEPE;I;2;2;06/1998;1.503.867;178.932;137.192;277.561;184.789;906;779.379;4.640;0;23.428;329;94.531;1998;6;Passivo;0;601.559;-766.677;-471.183;
67;BNP;I;4;;06/1998;507.926;0;0;0;170.467;0;170.467;1.010;167.635;0;51;150.395;1998;6;Passivo;0;18.368;66.602;3.121;
68;PEBB;C;3;;06/1998;4.260.239;84;0;1.193;11.727;0;13.004;4.232.404;0;304;0;0;1998;6;Passivo;0;14.527;77.479;-311;
69;BEA;I;2;;06/1998;452.526;76.382;54.000;0;179.353;0;309.735;0;0;9.048;148;52.684;1998;6;Passivo;0;80.911;99.099;197;
70;PANAMERICANO;I;3;2;06/1998;491.010;4.958;0;76.724;271.395;188;353.265;43.031;0;15.547;2.346;15.027;1998;6;Passivo;0;61.794;80.055;1.144;
71;CREDITO SP;I;3;2;06/1998;602.867;1.848;0;59.248;115.402;0;176.498;235.679;0;6.679;40;51.056;1998;6;Passivo;0;132.916;115.998;8.466;
72;INDUSTRIAL;I;3;2;06/1998;423.669;3.608;0;62.778;105.915;0;172.301;155.400;0;3.640;0;67.144;1998;6;Passivo;0;25.185;62.169;6.953;
73;BANESE;I;2;;06/1998;474.599;72.987;100.390;0;56.192;193.739;423.308;0;7.175;6.772;0;28.146;1998;6;Passivo;0;9.198;-22.883;-61.919;
74;OMEGA;C;3;;06/1998;399.815;526;0;1.890;25.158;0;27.574;61.664;0;235.432;9;14.249;1998;6;Passivo;0;60.886;48.231;-1.861;
75;BRASCAN;C;4;;06/1998;361.972;1.959;0;5.863;163.246;0;171.068;41.793;0;13.459;9.085;73.932;1998;6;Passivo;0;52.635;64.802;2.954;
76;SOFISA;C;3;;06/1998;322.323;6.891;0;30.310;174.760;0;211.961;23.851;0;8.919;19.317;4.862;1998;6;Passivo;0;53.414;83.414;9.036;
77;CACIQUE;C;3;;06/1998;268.820;2.966;0;501;70.379;0;73.846;40.465;0;9.376;0;13.431;1998;6;Passivo;0;131.702;88.805;10.190;
78;BVA;I;3;;06/1998;323.115;0;0;0;41.987;0;41.987;154.016;0;0;0;122.282;1998;6;Passivo;0;4.830;30.321;7.466;
79;BANPARA;I;2;;06/1998;453.913;118.589;57.331;0;37.067;115.333;328.320;1.819;0;10.023;291;98.365;1998;6;Passivo;0;15.095;-154.930;-14.326;
80;BEM;I;2;2;06/1998;510.135;142.505;40.570;0;37.941;169.474;390.490;0;0;9.178;1;16.837;1998;6;Passivo;0;93.630;-217.128;-25.788;
81;PINE;C;3;;06/1998;211.260;1.537;0;2.016;98.857;0;102.410;20.100;0;4.303;0;64.280;1998;6;Passivo;0;20.168;62.222;12.123;
82;FATOR;C;3;;06/1998;240.038;0;0;0;29.370;0;29.370;109.694;0;36.477;0;0;1998;6;Passivo;0;64.496;29.544;3.450;
83;SCHAHIN;C;3;;06/1998;228.458;2.095;0;5.741;65.373;0;73.209;33.879;11.429;1.077;5;88.760;1998;6;Passivo;0;20.099;38.749;341;
84;PROSPER;C;3;;06/1998;211.479;2.632;0;2.027;13.023;0;17.683;43.868;0;16.746;29.983;36.316;1998;6;Passivo;0;66.883;45.741;4.896;
85;LA PROVINCIA;I;4;;06/1998;189.344;30;0;0;2.363;0;2.393;0;0;652;10;164.569;1998;6;Passivo;0;21.720;38.962;2.738;
86;TRIANGULO;I;3;;06/1998;143.333;3.225;0;0;118.613;0;121.838;0;0;5.918;0;0;1998;6;Passivo;0;15.576;41.043;5.297;
87;GUANABARA;I;3;;06/1998;138.133;153;0;0;51.159;0;51.311;0;23.153;1.695;0;42.179;1998;6;Passivo;0;19.795;28.517;3.170;
88;CRUZEIRO;I;3;2;06/1998;201.964;2.027;0;6.142;31.473;0;39.642;120.486;0;4.496;15;28.127;1998;6;Passivo;0;9.198;18.017;1.802;
89;DAYCOVAL;I;3;2;06/1998;99.362;3.438;0;2.684;67.382;0;73.503;1.813;0;3.340;0;9.467;1998;6;Passivo;0;11.239;60.218;5.751;
90;INTERCAP;I;3;2;06/1998;137.100;1.095;0;4.120;128.332;0;133.547;0;0;1.083;12;0;1998;6;Passivo;0;2.458;19.414;2.588;
91;LAVRA;I;3;2;06/1998;138.916;2.610;0;353;52.402;0;55.364;4.756;5.872;4.777;962;61.663;1998;6;Passivo;0;5.523;21.827;71;
92;BANCOOB;I;3;;06/1998;164.621;1.008;0;0;31.161;0;32.170;106.530;0;24.724;0;0;1998;6;Passivo;0;1.197;9.492;275;
93;VR;C;3;;06/1998;110.359;857;0;2.004;50.449;0;53.310;0;0;10.773;12;8.699;1998;6;Passivo;0;37.565;25.381;3.087;
94;CREDIBEL;I;3;2;06/1998;89.893;2.402;0;0;52.137;0;54.539;0;0;20.127;33;8.496;1998;6;Passivo;0;6.698;32.998;3.386;
95;BEPI;I;2;;06/1998;84.110;28.737;8.526;0;17.819;0;55.082;0;0;1.939;1;18.602;1998;6;Passivo;0;8.486;37.688;653;
96;GERDAU;I;3;2;06/1998;108.335;117;0;612;29.391;0;30.120;1.633;0;69.691;0;0;1998;6;Passivo;0;6.891;12.736;1.120;
97;THECA;C;3;;06/1998;104.874;0;0;0;0;0;0;0;0;0;0;0;1998;6;Passivo;0;104.874;14.157;579;
98;CLASSICO;I;3;;06/1998;6.336;1.976;0;0;0;0;1.976;0;0;19;1.976;0;1998;6;Passivo;0;2.366;103.197;8.376;
99;FICSA;I;3;2;06/1998;66.328;29;0;4.140;40.053;0;44.223;750;0;2.086;0;0;1998;6;Passivo;0;19.270;37.640;3.955;
100;PARAIBAN;I;2;;06/1998;88.634;34.496;0;0;5.997;0;40.493;26.251;0;5.502;0;718;1998;6;Passivo;0;15.670;35.997;4.058;
101;ARAUCARIA;I;3;2;06/1998;75.971;1.266;0;2.102;39.216;0;42.583;3.646;0;974;1.574;19.018;1998;6;Passivo;0;8.176;20.857;1.763;
102;BANCNACION;I;4;;06/1998;59.518;2.260;0;0;2.800;0;5.060;0;0;154;37;51.114;1998;6;Passivo;0;3.152;36.233;24.396;
103;INVESTCRED;I;3;2;06/1998;22.572;0;0;5.716;9.164;0;14.880;0;0;301;0;0;1998;6;Passivo;0;7.392;69.549;4.902;
104;WACHOVIA;I;4;;06/1998;53.635;632;0;0;1.403;0;2.035;0;0;501;2.741;46.195;1998;6;Passivo;0;2.162;27.947;-1.609;
105;MODAL;I;3;2;06/1998;60.717;0;0;3.068;24.049;0;27.116;19.075;0;2.325;0;5.038;1998;6;Passivo;0;7.162;19.042;1.504;
106;INTERIOR;I;3;;06/1998;49.343;7.791;0;0;31.107;0;38.898;2.443;0;4.765;152;2.282;1998;6;Passivo;0;802;20.505;222;
107;AGROINVEST;I;5;2;06/1998;56.661;0;0;232;20.736;0;20.968;0;0;96;0;34.678;1998;6;Passivo;0;920;9.927;634;
108;PARANA;I;3;2;06/1998;53.339;2.538;0;0;43.475;0;46.013;0;0;960;0;0;1998;6;Passivo;0;6.366;12.369;1.044;
109;PECUNIA;I;3;2;06/1998;46.212;1.186;0;3.162;33.504;0;37.853;0;0;1.058;563;0;1998;6;Passivo;0;6.738;18.608;1.052;
110;RENNER;I;3;;06/1998;36.702;50;0;1.146;30.465;0;31.661;0;0;590;0;0;1998;6;Passivo;0;4.451;21.715;1.947;
111;MORADA;I;3;2;06/1998;38.516;15;0;5.464;18.080;0;23.559;0;10;513;0;12.320;1998;6;Passivo;0;2.113;17.861;651;
112;UNION;I;4;;06/1998;23.529;1.002;0;0;12.869;0;13.871;0;0;139;29;5.367;1998;6;Passivo;0;4.122;29.048;-4.851;
113;SANTOS NEVES;I;3;2;06/1998;37.849;2.167;0;0;19.679;0;21.845;744;0;976;0;12.896;1998;6;Passivo;0;1.388;13.542;851;
114;BANSICREDI;I;3;;06/1998;141.537;454;0;1.277;17.195;0;18.926;108.019;0;13.854;67;0;1998;6;Passivo;0;670;15.903;403;
115;BCOMURUGUAI;I;4;;06/1998;31.862;189;0;0;10.034;0;10.223;0;0;1.279;0;17.439;1998;6;Passivo;0;2.921;17.084;788;
116;LUSO BRASILEIRO;I;3;;06/1998;33.685;1.123;0;0;24.810;0;25.933;1.447;0;1.126;5;3.646;1998;6;Passivo;0;1.528;14.646;225;
117;CEDULA;I;3;;06/1998;24.612;568;0;0;22.519;0;23.086;0;0;519;0;0;1998;6;Passivo;0;1.007;20.629;951;
118;BGN;I;3;2;06/1998;24.401;147;0;0;19.381;0;19.528;0;0;1.060;0;542;1998;6;Passivo;0;3.272;19.879;1.040;
119;RIBEIRAO PRETO;I;3;;06/1998;26.672;160;0;2.127;11.006;0;13.294;100;0;1.425;0;9.238;1998;6;Passivo;0;2.615;15.776;1.507;
120;EXTERIBANK;I;4;;06/1998;10.330;2;0;2.070;4.064;0;6.136;0;0;18;0;5;1998;6;Passivo;0;4.171;29.348;2.008;
121;MATONE;I;3;2;06/1998;28.771;1.162;0;71;24.487;0;25.720;0;0;776;0;0;1998;6;Passivo;0;2.276;9.474;664;
122;PRIMUS;C;3;;06/1998;28.359;19;0;0;3.528;0;3.547;10.022;0;78;0;0;1998;6;Passivo;0;14.711;17.030;681;
123;BONSUCESSO;I;3;2;06/1998;21.288;225;0;1.032;18.184;0;19.442;0;731;0;0;0;1998;6;Passivo;0;1.116;11.618;716;
124;OPPORTUNITY;I;3;2;06/1998;183.778;0;0;0;0;0;0;176.788;0;0;0;0;1998;6;Passivo;0;6.990;24.349;4.244;
125;DESTAK;I;3;2;06/1998;12.304;182;0;0;4.565;0;4.747;6.515;0;487;0;0;1998;6;Passivo;0;554;15.001;3.967;
126;PLANIBANC;C;5;;06/1998;7.660;5;0;0;0;0;5;0;0;205;0;0;1998;6;Passivo;0;7.451;17.534;626;
127;LA REPUBLICA;I;4;;06/1998;10.228;1.105;0;0;0;0;1.105;0;0;130;25;3.269;1998;6;Passivo;0;5.699;10.029;-4.851;
128;BANER;I;2;;06/1998;31.469;0;0;0;103;0;103;0;0;0;0;5.040;1998;6;Passivo;0;26.326;-11.606;-7.771;
129;BANCAP;I;3;2;06/1998;3.119;1.718;0;0;0;0;1.718;0;0;348;0;0;1998;6;Passivo;0;1.053;10.096;514;
130;HISPANO;I;4;;06/1998;598;0;0;0;0;0;0;0;0;0;0;0;1998;6;Passivo;0;598;8.613;39;
1;BNDES;I;1;;06/1998;52.278.845;215.127;0;0;0;0;215.127;0;0;0;3;34.874.372;1998;6;Passivo;0;17.189.344;11.182.032;678.303;
2;CCF BRASIL;C;4;;06/1998;9.670.620;861;0;25.731;239.974;0;266.566;3.651.476;628.823;1.517.609;1.122;1.303.779;1998;6;Passivo;0;2.301.244;357.746;44.101;
3;FIAT;C;4;;06/1998;4.037.644;0;0;901.932;1.622.246;0;2.524.178;8.900;0;0;0;232.124;1998;6;Passivo;0;1.272.442;326.329;27.145;
4;BANCOCIDADE;C;3;;06/1998;2.795.128;61.944;0;18.505;837.781;47;918.276;323.558;783.662;82.052;6.672;391.629;1998;6;Passivo;0;289.279;182.347;306;
5;GM;C;4;;06/1998;2.384.585;0;0;1.051.819;236.424;0;1.288.243;0;0;0;0;306.977;1998;6;Passivo;0;789.365;228.686;10.025;
6;FORD;C;4;;06/1998;2.018.115;0;0;746.357;0;0;746.357;0;106.877;14.801;0;391.892;1998;6;Passivo;0;758.188;177.424;20.214;
7;VOLKSWAGEN;C;4;;06/1998;1.898.226;0;0;1.013.641;0;0;1.013.641;0;0;30.524;0;126.130;1998;6;Passivo;0;727.931;183.826;23.897;
8;ICATU;C;3;;06/1998;2.050.017;865;0;17.191;403.509;0;421.565;1.284.215;0;14.351;106;42;1998;6;Passivo;0;329.737;275.535;23.054;
9;BRDE;I;2;;06/1998;1.354.652;0;0;0;0;0;0;0;0;0;0;1.316.186;1998;6;Passivo;0;38.466;487.512;-19.905;
10;REPUBLIC NATION;I;4;;06/1998;961.981;0;0;0;68.223;0;68.223;0;0;44;0;883.939;1998;6;Passivo;0;9.774;118.025;7.106;
11;MULTI;I;4;;06/1998;861.833;145;0;23.017;125.026;0;148.188;59.928;0;24.150;0;359.432;1998;6;Passivo;0;270.136;175.702;13.400;
12;MATRIX;C;3;;06/1998;995.060;1.190;0;6.404;80.375;0;87.969;486.089;0;1.751;0;132.834;1998;6;Passivo;0;286.417;105.653;16.079;
13;DESENBANCO;I;2;;06/1998;776.490;909;0;16.298;0;0;17.206;0;0;0;0;363.704;1998;6;Passivo;0;395.580;63.523;-324.426;
14;FONTE;C;3;;06/1998;654.978;1.462;0;326;131.824;0;133.612;294.456;0;15.680;3;62.735;1998;6;Passivo;0;148.492;103.699;29.711;
15;LIBERAL;C;4;;06/1998;482.350;953;0;-27.902;13.749;0;-13.201;80.343;0;702;0;92.618;1998;6;Passivo;0;321.887;104.735;8.236;
16;MULTIPLIC;C;5;;06/1998;216.558;0;0;0;72;0;72;0;0;104.193;0;0;1998;6;Passivo;0;112.293;345.216;26.923;
17;BDMG;I;2;;06/1998;547.281;0;0;8.366;2.451;0;10.817;0;0;4.801;0;435.156;1998;6;Passivo;0;96.506;5.588;-123.039;
18;FENICIA;C;3;;06/1998;295.697;623;0;0;89.601;0;90.223;0;0;3.456;133;18.552;1998;6;Passivo;0;183.333;86.172;15.694;
19;BADESC;I;2;;06/1998;249.801;0;0;0;0;0;0;0;0;0;0;244.473;1998;6;Passivo;0;5.328;48.880;-50.380;
20;BANCO AXIAL;I;3;2;06/1998;277.721;27;0;0;33.649;0;33.676;237.865;0;492;0;0;1998;6;Passivo;0;5.689;28.847;3.710;
21;PATRIMONIO;I;3;;06/1998;195.484;0;0;0;55.249;0;55.249;35.941;0;0;0;0;1998;6;Passivo;0;104.294;70.830;9.871;
22;BANDES;I;2;2;06/1998;211.593;18.198;0;0;12.115;0;30.313;0;0;0;0;99.274;1998;6;Passivo;0;82.007;27.638;-9.865;
23;INDUSVAL;C;3;;06/1998;209.684;4.746;0;265;79.772;30;84.813;63.418;3.567;5.319;2;3.610;1998;6;Passivo;0;48.955;27.752;3.381;
24;MARKA;I;3;;06/1998;161.020;1.609;0;2.031;94.268;0;97.909;31.613;0;834;3.083;5.785;1998;6;Passivo;0;21.797;61.974;11.081;
25;PATENTE;C;3;;06/1998;799.640;256;0;0;8.069;0;8.325;771.695;0;0;0;0;1998;6;Passivo;0;19.620;37.477;5.901;
26;ARBI;C;3;;06/1998;141.432;32;0;9;4.672;0;4.714;129.180;0;191;0;5.837;1998;6;Passivo;0;1.511;45.930;1.894;
27;BRJ;I;3;;06/1998;167.299;0;0;0;1.272;0;1.272;0;0;0;0;160.299;1998;6;Passivo;0;5.728;15.489;-428;
28;EUROINVEST;I;5;2;06/1998;138.741;101;0;93.065;4.407;0;97.572;0;0;35;0;15.930;1998;6;Passivo;0;25.204;39.742;2.944;
29;SOCOPA;C;3;;06/1998;150.204;5.823;0;1.382;34.264;0;41.470;56.133;0;6.334;96;9.766;1998;6;Passivo;0;36.405;24.512;2.653;
30;RENDIMENTO;I;3;;06/1998;161.008;1.643;0;2.026;68.555;0;72.224;53.987;0;483;0;6.360;1998;6;Passivo;0;27.954;52.453;1.757;
31;EQUATORIAL;I;3;2;06/1998;102.384;646;0;0;91.434;0;92.080;5.000;0;1.596;0;0;1998;6;Passivo;0;3.709;27.180;2.380;
