ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
20;BOZANO,SIMONSEN;C;5;;06/1997;7.775.257;21.203;0;29.312;304.997;0;355.512;3.153.868;375.981;106.359;0;905.441;1997;6;Passivo;0;2.878.097;609.871;89.969;
21;EXCEL;C;4;;06/1997;10.964.651;116.817;326.093;72.647;2.332.775;17;2.848.349;6.062.427;366.768;189.185;19.972;768.781;1997;6;Passivo;0;709.169;584.702;10.464;
22;BBA-CREDITANSTALT;C;5;;06/1997;5.610.778;20.843;0;85.410;1.684.106;0;1.790.359;883.455;0;260.085;31;2.088.942;1997;6;Passivo;0;587.905;455.729;54.207;
23;MERCANTIL SP;C;3;;06/1997;4.545.866;109.785;563.807;145.979;2.538.402;971;3.358.944;96.813;20.880;126.627;17.817;551.923;1997;6;Passivo;0;372.863;984.358;45.999;
24;BNB;I;1;;06/1997;4.152.735;194.954;145.352;10.981;717.164;0;1.068.451;19.101;391.423;76.711;422;1.439.183;1997;6;Passivo;0;1.157.444;619.931;26.632;
25;AMERICA DO SUL;C;5;;06/1997;4.851.236;253.577;581.664;3.004;1.376.779;33.740;2.248.765;628.447;0;527.606;56.628;990.368;1997;6;Passivo;0;399.423;465.235;25.327;
26;BANDEIRANTES;C;3;;06/1997;5.154.390;197.833;938.520;28.113;1.176.857;241;2.341.564;1.182.673;400.155;367.842;35.322;367.646;1997;6;Passivo;0;459.187;381.354;22.964;
27;BOAVISTA;C;3;;06/1997;4.598.992;66.712;140.542;430;1.807.950;249;2.015.882;1.054.030;4.362;55.098;1.323;1.004.398;1997;6;Passivo;0;463.900;217.278;-138.201;
28;ABN AMRO;C;4;;06/1997;3.656.870;28.214;0;89.139;370.149;2.165;489.666;53.947;830.465;290.894;21.865;426.373;1997;6;Passivo;0;1.543.660;381.553;57.597;
29;CHASE;C;4;;06/1997;3.008.350;3.716;0;3.439;67.184;0;74.339;512.672;0;342.907;205;505.665;1997;6;Passivo;0;1.572.561;531.202;27.675;
30;BIC;I;3;2;06/1997;4.002.749;13.250;68.272;88.862;1.079.990;0;1.250.373;1.810.644;0;85.841;3;410.173;1997;6;Passivo;0;445.714;219.706;14.200;
31;MERIDIONAL;I;1;2;06/1997;2.347.111;50.265;660.493;10.076;824.685;0;1.545.520;71.243;0;133.007;441;169.108;1997;6;Passivo;0;427.793;269.874;-29.983;
32;PONTUAL;C;3;;06/1997;2.168.539;6.005;0;11.658;510.378;0;528.041;335.693;290.028;50.452;1;604.449;1997;6;Passivo;0;359.875;174.703;15.270;
33;BANEB;I;2;2;06/1997;2.209.799;135.975;303.949;151.583;522.735;55.605;1.169.848;95.381;193.218;84.246;1.333;560.805;1997;6;Passivo;0;104.969;99.892;-21.246;
34;PACTUAL;C;3;;06/1997;2.811.778;0;0;14.945;115.487;0;130.432;1.210.565;135.480;16.604;0;0;1997;6;Passivo;0;1.318.697;265.798;42.966;
35;BMC;C;3;;06/1997;1.809.304;2.472;0;7.899;620.354;77;630.802;310.554;0;12.799;42;649.459;1997;6;Passivo;0;205.648;245.811;20.529;
36;BESC;I;2;2;06/1997;1.775.221;279.755;0;128.198;613.655;0;1.021.609;187.808;0;81.384;1.805;346.382;1997;6;Passivo;0;136.234;255.682;12.585;
37;CREDIBANCO;C;5;;06/1997;1.796.105;3.024;0;31.664;102.420;0;137.108;110.632;597.539;121.390;0;694.638;1997;6;Passivo;0;134.799;173.834;10.654;
38;DIBENS;C;3;;06/1997;1.800.611;4.233;0;36.171;428.499;0;468.903;88.484;340.157;37.374;949;392.841;1997;6;Passivo;0;471.903;176.035;10.159;
39;FIBRA;C;3;;06/1997;2.892.667;7.327;0;39.690;405.170;0;452.188;1.218.505;53.526;67.875;0;597.325;1997;6;Passivo;0;503.247;171.428;25.509;
40;RURAL;C;3;;06/1997;1.524.845;3.425;18.543;1.949;540.575;2;564.494;61.038;190.630;133.113;25;215.596;1997;6;Passivo;0;359.949;171.808;23.904;
41;VOTORANTIM;C;3;;06/1997;2.811.905;1.759;0;86.820;832.351;0;920.930;1.352.210;158.502;21.376;169;17.902;1997;6;Passivo;0;340.816;154.904;10.943;
42;BMG;C;3;;06/1997;1.462.761;1.163;0;21.137;412.894;0;435.193;76.031;491.539;26.131;0;217.405;1997;6;Passivo;0;216.462;156.557;17.230;
43;JP MORGAN;C;4;;06/1997;1.243.041;144;0;600;272.058;0;272.802;99.299;36.388;17.327;0;360.480;1997;6;Passivo;0;456.745;280.523;5.395;
44;BMB;I;3;2;06/1997;1.514.296;42.553;274.096;67.592;532.560;0;916.801;359.877;0;75.589;862;69.365;1997;6;Passivo;0;91.802;365.968;17.379;
45;BRB;I;2;2;06/1997;1.312.196;199.720;217.164;0;188.017;163.083;767.985;34.080;97.229;51.760;222;231.221;1997;6;Passivo;0;129.700;194.554;-6.902;
46;GERAL DO COMERCIO;C;3;;06/1997;1.348.773;58.166;0;81.811;677.403;0;817.381;134.262;0;96.412;2.107;123.323;1997;6;Passivo;0;175.287;130.529;-13.464;
47;DRESDNER;C;4;;06/1997;1.342.066;554;0;15.011;68.119;0;83.684;27.816;0;38.155;574;943.878;1997;6;Passivo;0;247.959;126.149;6.747;
48;SOGERAL;C;5;;06/1997;1.240.737;155;0;50.238;143.772;0;194.166;70.648;33.632;30.734;2.606;500.557;1997;6;Passivo;0;408.395;93.432;1.907;
49;BASA;I;1;;06/1997;1.145.557;74.800;158.987;506;174.294;278.030;686.617;14.034;0;13.098;345;48.531;1997;6;Passivo;0;382.932;135.517;1.597;
50;BANESTES;I;2;2;06/1997;1.073.534;135.712;370.021;56.691;195.647;506;758.577;39.526;71.906;42.277;412;88.890;1997;6;Passivo;0;71.946;72.932;-3.168;
51;BCO GARANTIA;I;3;2;06/1997;1.050.598;0;0;49.397;59.539;0;108.936;0;0;72.330;0;0;1997;6;Passivo;0;869.332;85.161;6.348;
52;BEG;I;2;2;06/1997;1.037.899;110.220;94.530;2.502;235.894;85;443.231;399.258;0;51.575;1.612;23.719;1997;6;Passivo;0;118.503;74.532;966;
53;SANTOS;I;3;2;06/1997;1.345.241;4.627;0;14.208;326.207;0;345.043;827.669;0;25.192;1.712;28.764;1997;6;Passivo;0;116.861;74.075;7.235;
54;BEC;C;2;;06/1997;984.976;73.820;161.809;18.245;141.639;164.853;560.366;0;76.330;35.873;9;242.648;1997;6;Passivo;0;69.749;74.002;1.309;
55;ING BANK;I;4;2;06/1997;2.178.008;114;0;129.202;122.118;0;251.434;1.237.982;190.192;40.125;4.494;91.536;1997;6;Passivo;0;362.245;97.535;-3.599;
56;FININVEST;I;5;2;06/1997;927.375;133;0;295.025;481.470;0;776.628;0;0;30.909;42.330;0;1997;6;Passivo;0;77.507;100.108;41.321;
57;CREDIREAL;I;2;2;06/1997;948.360;44.377;130.262;4.948;492.617;0;672.203;19.714;0;54.927;29;69.011;1997;6;Passivo;0;132.475;98.037;-59.429;
58;AGF BRASEG;C;5;;06/1997;1.015.546;68;0;16.489;408.548;0;425.105;75.241;235.684;16.162;0;52.468;1997;6;Passivo;0;210.885;60.774;4.743;
59;DEUTSCHE;I;4;;06/1997;905.236;2.468;0;0;47.292;0;49.760;0;0;97.977;17.194;550.496;1997;6;Passivo;0;189.809;93.896;2.721;
60;BNL;I;4;2;06/1997;873.028;772;0;52.481;189.527;0;242.779;20.086;0;40.479;137;513.675;1997;6;Passivo;0;55.872;103.291;6.529;
61;SUL AMERICA;C;5;;06/1997;1.241.904;10.369;0;71.001;237.164;0;318.534;563.522;0;70.809;0;107.347;1997;6;Passivo;0;181.691;103.977;6.812;
62;TOKYOMITSUBISHI;I;4;2;06/1997;837.897;12.855;0;0;24.731;0;37.586;187.455;44.700;17.630;10.082;449.936;1997;6;Passivo;0;90.509;196.701;5.986;
63;SUMITBANK;I;4;;06/1997;821.349;4.453;0;98.576;26.624;100;129.754;87.161;104.972;8.177;4.113;416.500;1997;6;Passivo;0;70.672;128.475;7.487;
64;BMD;C;3;;06/1997;781.767;6.188;0;775;267.396;0;274.359;84.823;0;21.054;4.532;44.083;1997;6;Passivo;0;352.915;90.522;7.040;
65;BANSANDER;I;4;;06/1997;712.558;3.153;0;0;2.177;0;5.330;222.889;10.955;48.468;0;53.254;1997;6;Passivo;0;371.663;64.600;5.505;
66;ROMA;C;5;;06/1997;703.220;1.100;0;10.599;151.861;0;163.560;127.630;0;6.645;0;258.534;1997;6;Passivo;0;146.852;137.421;21.969;
67;CREFISUL;C;3;;06/1997;550.010;15.493;5.129;8.914;269.503;0;299.040;12.053;312;19.505;456;48.241;1997;6;Passivo;0;170.404;171.003;15.266;
68;BEAL;I;4;2;06/1997;592.588;137;0;332;160.697;0;161.166;106.092;36.482;7.012;299;149.053;1997;6;Passivo;0;132.484;86.042;-1.699;
69;PANAMERICANO;I;3;2;06/1997;623.735;5.010;0;103.390;295.262;49;403.711;128.391;0;14.186;631;19.977;1997;6;Passivo;0;56.840;55.246;2.676;
70;BEA;I;2;;06/1997;447.486;72.343;164.862;0;46.236;0;283.441;0;0;10.748;391;43.503;1997;6;Passivo;0;109.404;94.327;766;
71;OMEGA;C;3;;06/1997;499.744;113;0;1.098;26.794;0;28.005;250.930;0;83.011;30;13.817;1997;6;Passivo;0;123.950;50.013;3.451;
72;BANDEPE;I;2;2;06/1997;839.322;132.807;123.391;2.073;160.989;154.526;573.785;7.069;6.787;20.679;676;110.545;1997;6;Passivo;0;119.782;-304.519;-91.955;
73;SRL;C;5;;06/1997;614.679;168;0;2.774;244.260;0;247.202;189.562;0;3.011;0;71.033;1997;6;Passivo;0;103.871;81.446;10.034;
74;CREDITO SP;I;3;2;06/1997;784.450;769;0;21.967;179.732;0;202.467;400.000;0;7.450;1.330;48.702;1997;6;Passivo;0;124.500;98.144;13.245;
75;INDUSTRIAL;I;3;2;06/1997;427.300;1.516;0;61.111;96.650;0;159.278;191.500;0;3.972;0;49.278;1997;6;Passivo;0;23.273;54.856;4.865;
76;BANPARA;I;2;;06/1997;383.518;109.542;35.928;9.011;30.399;107.365;292.245;503;0;11.244;187;58.335;1997;6;Passivo;0;21.005;34.649;-5.720;
77;CACIQUE;C;3;;06/1997;333.850;3.962;0;13.679;129.836;0;147.477;13.914;0;9.420;23;46.205;1997;6;Passivo;0;116.811;70.881;5.206;
78;SOFISA;C;3;;06/1997;407.422;3.091;0;81.225;182.210;0;266.527;94.697;0;7.498;9.928;5.007;1997;6;Passivo;0;23.765;71.033;7.695;
79;BANESE;I;2;;06/1997;399.377;40.625;78.015;0;41.641;5.202;165.484;96.999;6.915;6.519;0;22.260;1997;6;Passivo;0;101.200;22.740;2.840;
80;SCHAHIN;C;3;;06/1997;386.547;648;0;4.897;104.059;0;109.605;100.697;3.109;2.880;10;89.877;1997;6;Passivo;0;80.369;31.514;2.984;
81;APLICAP;C;3;;06/1997;1.328.343;0;0;8;570;0;578;1.317.868;0;799;0;0;1997;6;Passivo;0;9.098;10.403;554;
82;BRASCAN;C;5;;06/1997;258.711;53;0;0;87.919;0;87.972;16.897;0;4.279;1.526;14.358;1997;6;Passivo;0;133.678;34.951;2.468;
83;RAIBOBANK;I;4;;06/1997;231.864;0;0;0;90.277;0;90.277;0;0;50;0;95.464;1997;6;Passivo;0;46.074;28.859;-1.203;
84;BBC;C;3;;06/1997;234.235;5.645;16.984;1.013;128.588;0;152.231;15.654;9.627;16.824;69;21.614;1997;6;Passivo;0;18.216;18.130;-3.806;
85;BVA;I;3;;06/1997;184.261;0;0;0;32.741;0;32.741;118.791;0;0;0;28.844;1997;6;Passivo;0;3.886;21.567;3.692;
86;FINANCIAL;I;4;;06/1997;163.058;2.918;0;0;12.457;39;15.414;0;0;4.435;103;133.326;1997;6;Passivo;0;9.782;35.955;1.378;
87;LA PROVINCIA;I;4;;06/1997;165.416;137;0;0;5.319;0;5.456;0;0;853;8;150.584;1997;6;Passivo;0;8.515;33.274;2.423;
88;PRIMUS;C;3;;06/1997;211.250;11;0;0;3.415;0;3.426;194.378;0;515;0;0;1997;6;Passivo;0;12.931;18.110;1.981;
89;BEM;I;2;2;06/1997;286.864;132.203;37.125;0;33.556;40.354;243.239;5.470;0;4.101;45;19.689;1997;6;Passivo;0;14.320;-105.999;-88.766;
90;TRIANGULO;I;3;;06/1997;142.907;1.981;0;3.556;114.182;0;119.719;0;0;13.063;0;0;1997;6;Passivo;0;10.125;31.596;1.627;
91;PEBB;C;3;;06/1997;593.339;393;0;0;10.215;0;10.609;546.609;0;1.016;0;0;1997;6;Passivo;0;35.106;79.801;11.958;
92;CREDIBEL;I;3;2;06/1997;143.374;2.999;0;1.501;115.053;0;119.553;0;0;2.997;4;5.340;1997;6;Passivo;0;15.480;27.321;7.356;
93;INTERCAP;I;3;2;06/1997;131.376;614;0;11.071;113.852;0;125.537;186;0;1.806;0;0;1997;6;Passivo;0;3.847;16.499;2.238;
94;PROSPER;C;3;;06/1997;107.992;5.310;0;6.057;21.084;0;32.452;5.021;0;1.256;16.319;4.481;1997;6;Passivo;0;48.462;35.366;6.262;
95;DAYCOVAL;I;3;2;06/1997;87.537;2.943;0;2.023;58.447;0;63.412;1.776;0;4.285;0;9.345;1997;6;Passivo;0;8.718;50.621;7.692;
96;PORTUGUES;I;4;;06/1997;94.026;732;0;0;3.602;0;4.335;0;0;246;1;79.859;1997;6;Passivo;0;9.585;40.992;1.367;
97;LAVRA;I;3;2;06/1997;116.565;2.288;0;0;51.708;0;53.996;6.048;5.463;4.106;454;29.083;1997;6;Passivo;0;17.414;22.129;618;
98;GERDAU;I;3;2;06/1997;110.840;44;0;0;36.150;0;36.194;0;0;72.474;0;0;1997;6;Passivo;0;2.172;12.460;241;
99;GUANABARA;I;3;;06/1997;95.445;0;0;0;36.595;0;36.595;0;0;3.663;60;44.094;1997;6;Passivo;0;11.033;24.046;3.158;
100;VR;C;3;;06/1997;96.009;411;0;0;51.724;0;52.135;0;0;10.981;106;5.070;1997;6;Passivo;0;27.717;22.423;1.017;
101;PARAIBAN;I;2;;06/1997;85.395;28.895;0;0;5.299;0;34.194;0;0;3.092;0;606;1997;6;Passivo;0;47.503;31.576;1.006;
102;DESTAK;I;3;2;06/1997;101.181;1;0;0;3.626;0;3.627;95.914;0;748;0;0;1997;6;Passivo;0;892;11.920;843;
103;FICSA;I;3;2;06/1997;82.419;64;0;1.502;42.090;0;43.656;3.180;0;3.135;0;0;1997;6;Passivo;0;32.448;31.296;6.114;
104;BEMAT;I;2;;06/1997;157.314;26.108;0;46.201;2.633;0;74.943;41.420;0;5.416;2.395;14.275;1997;6;Passivo;0;18.864;-47.493;-21.484;
105;BEPI;I;2;;06/1997;81.935;23.802;3.588;2.999;18.261;0;48.650;4.058;0;1;0;10.900;1997;6;Passivo;0;18.325;26.370;-8.335;
106;INVESTCRED;I;3;2;06/1997;36.754;239;0;4.987;10.459;0;15.685;0;0;15.599;0;0;1997;6;Passivo;0;5.470;59.038;5.259;
107;ARAUCARIA;I;3;2;06/1997;74.922;753;0;0;14.581;0;15.334;0;0;1.533;10.720;14.060;1997;6;Passivo;0;33.274;17.370;1.764;
108;FATOR;C;3;;06/1997;60.283;16;0;6.184;5.933;0;12.132;3.805;0;18.180;0;5;1997;6;Passivo;0;26.160;23.382;3.045;
109;PRODUBAN;I;2;;06/1997;339.307;0;0;147.199;0;0;147.199;0;0;176;0;71.670;1997;6;Passivo;0;120.261;-257.216;-104.843;
110;BNP;I;4;;06/1997;11.694;0;0;0;0;0;0;600;0;0;0;0;1997;6;Passivo;0;11.095;62.405;-632;
111;MODAL;I;3;2;06/1997;48.637;1;0;1.728;9.342;0;11.072;31.091;0;627;0;2.389;1997;6;Passivo;0;3.458;14.174;2.180;
112;OPPORTUNITY;I;3;2;06/1997;41.863;0;0;0;0;0;0;13.845;0;0;0;0;1997;6;Passivo;0;28.018;20.792;2.442;
113;PARANA;I;3;2;06/1997;48.948;3.206;0;169;32.118;0;35.493;0;0;1.475;24;0;1997;6;Passivo;0;11.956;13.338;623;
114;PECUNIA;I;3;2;06/1997;43.302;901;0;1.577;29.961;0;32.439;0;0;1.239;435;0;1997;6;Passivo;0;9.189;17.578;1.079;
115;CLASSICO;I;3;;06/1997;5.734;1.246;0;0;1.099;0;2.345;0;0;281;2.142;0;1997;6;Passivo;0;966;50.360;1.773;
116;BGN;I;3;2;06/1997;34.567;448;0;0;31.630;0;32.079;0;0;786;0;0;1997;6;Passivo;0;1.702;19.173;1.444;
117;UNION;I;4;;06/1997;19.396;381;0;0;7.422;0;7.803;248;0;36;14;6.179;1997;6;Passivo;0;5.116;33.539;4.297;
118;CRUZEIRO;I;3;2;06/1997;36.295;162;0;275;17.298;0;17.734;0;0;3.377;0;12.488;1997;6;Passivo;0;2.696;14.579;513;
119;BCO.SICREDI;I;3;;06/1997;130.966;452;0;614;26.142;0;27.209;92.016;0;11.310;100;0;1997;6;Passivo;0;330;9.718;57;
120;PINE;C;3;;06/1997;26.067;65;0;0;22.668;0;22.733;0;0;2.265;0;0;1997;6;Passivo;0;1.069;21.846;-1.694;
121;INTERIOR;I;3;;06/1997;29.225;3.537;0;0;20.878;0;24.414;722;0;3.291;107;254;1997;6;Passivo;0;437;19.299;23;
122;RENNER;I;3;;06/1997;29.549;22;0;0;24.110;0;24.132;0;0;670;0;0;1997;6;Passivo;0;4.747;17.458;2.892;
123;MORADA;I;3;2;06/1997;25.823;175;0;6.390;12.474;0;19.039;0;3.338;930;0;0;1997;6;Passivo;0;2.515;16.729;842;
124;CEDULA;I;3;;06/1997;18.302;615;0;0;14.596;0;15.210;0;0;1.136;0;0;1997;6;Passivo;0;1.956;21.594;1.796;
125;BANCNACION;I;4;;06/1997;26.184;1.203;0;0;4.757;0;5.960;0;0;65;24;18.843;1997;6;Passivo;0;1.293;13.204;-311;
126;AGROINVEST;I;5;2;06/1997;28.745;0;0;69;24.733;0;24.801;0;0;1.020;0;1.755;1997;6;Passivo;0;1.168;9.004;-30;
127;LUSO BRASILEIRO;I;3;;06/1997;24.055;1.452;0;0;17.425;0;18.877;1.086;0;1.255;12;1.687;1997;6;Passivo;0;1.137;14.414;211;
128;PLANIBANC;C;5;;06/1997;14.597;1;0;0;116;0;118;0;0;81;0;0;1997;6;Passivo;0;14.398;20.358;862;
129;SANTOS NEVES;I;3;2;06/1997;21.654;2.361;0;190;11.278;0;13.829;600;0;609;0;5.912;1997;6;Passivo;0;705;12.085;571;
130;MATONE;I;3;2;06/1997;23.235;1.123;0;157;17.945;0;19.225;1.100;0;1.279;0;0;1997;6;Passivo;0;1.632;8.745;427;
131;BANER;I;2;;06/1997;29.242;10.187;0;2.002;243;0;12.432;7.000;0;849;36;6.176;1997;6;Passivo;0;2.749;1.930;-2.275;
132;EXTERIBANK;I;4;;06/1997;3.156;1;0;0;0;0;1;0;0;139;1;0;1997;6;Passivo;0;3.016;27.353;1.650;
133;RIBEIRAO PRETO;I;3;;06/1997;16.750;42;0;0;11.814;0;11.856;536;0;1.184;0;1.369;1997;6;Passivo;0;1.804;13.596;1.153;
134;LA REPUBLICA;I;4;;06/1997;8.898;550;0;0;0;0;550;0;0;429;20;6.876;1997;6;Passivo;0;1.025;13.714;-2.270;
135;BANAP;I;2;;06/1997;28.488;14.660;0;500;5.138;0;20.298;1.800;0;598;510;0;1997;6;Passivo;0;5.282;-8.713;-2.087;
136;INDUSCRED;I;3;;06/1997;5.773;264;0;0;3.768;0;4.032;0;0;295;0;0;1997;6;Passivo;0;1.446;12.353;362;
137;MINAS;I;3;;06/1997;8.672;223;0;0;7.695;0;7.918;0;0;281;0;0;1997;6;Passivo;0;473;9.105;41;
138;CAMBIAL;C;3;;06/1997;6.622;26;0;-167;920;0;778;0;0;3.103;0;0;1997;6;Passivo;0;2.740;9.504;19;
139;BCOMURUGUAI;I;4;;06/1997;1.880;4;0;0;0;0;4;0;0;230;0;0;1997;6;Passivo;0;1.645;12.896;896;
140;THECA;I;3;2;06/1997;667;0;0;0;0;0;0;0;0;0;0;0;1997;6;Passivo;0;667;12.540;2.133;
141;BANCAP;I;3;2;06/1997;2.599;986;0;0;0;0;986;0;0;877;0;0;1997;6;Passivo;0;736;8.851;725;
142;HISPANO;I;4;;06/1997;176;0;0;0;0;0;0;0;0;3;0;0;1997;6;Passivo;0;173;10.445;-328;
1;BNDES;I;1;;06/1997;42.748.857;172.019;0;0;31.309;0;203.328;0;0;0;0;26.438.507;1997;6;Passivo;0;16.107.022;10.391.362;448.830;
2;NOROESTE;C;3;;06/1997;6.010.371;60.772;229.274;6.179;1.913.816;0;2.210.041;766.414;216.963;209.043;7.721;1.101.411;1997;6;Passivo;0;1.498.780;475.694;45.066;
3;CCF BRASIL;C;4;;06/1997;9.165.054;2.515;0;38.885;75.302;0;116.702;4.647.667;347.656;1.015.180;781;774.539;1997;6;Passivo;0;2.262.530;327.021;20.907;
4;BCO INV GARANTIA;I;3;2;06/1997;3.780.767;0;0;628.023;30.245;0;658.268;1.272.823;438.685;0;0;3.054;1997;6;Passivo;0;1.407.938;289.531;23.493;
5;BBI;C;3;;06/1997;3.171.241;638.453;0;73.109;595.458;0;1.307.020;668.221;45.357;41.655;19.837;626.202;1997;6;Passivo;0;462.949;317.262;28.086;
6;INTER-ATLANTICO;C;5;;06/1997;2.517.904;713;0;35.417;470.414;0;506.544;716.084;145.816;266.246;49.681;351.628;1997;6;Passivo;0;481.906;138.120;11.326;
7;FIAT;C;4;;06/1997;2.100.438;0;0;778.816;846.844;0;1.625.660;24.368;0;0;0;331.427;1997;6;Passivo;0;118.983;223.537;44.685;
8;BANCOCIDADE;C;3;;06/1997;2.278.478;57.402;0;25.634;784.217;77;867.330;164.470;216.215;146.639;1.712;458.129;1997;6;Passivo;0;423.983;185.766;20.657;
9;MULTIPLIC;C;5;;06/1997;1.079.582;0;0;109.360;182.506;0;291.865;28.242;0;0;381;9.889;1997;6;Passivo;0;749.205;499.886;118.094;
10;GENERAL MOTORS;I;4;2;06/1997;1.345.855;0;0;815.643;223.432;0;1.039.075;0;0;39.102;0;163.123;1997;6;Passivo;0;104.555;190.335;37.919;
11;BRDE;I;2;;06/1997;1.023.731;0;0;0;0;0;0;0;0;0;0;990.979;1997;6;Passivo;0;32.752;499.717;900;
12;BDMG;I;2;;06/1997;1.240.016;0;0;0;8.743;0;8.743;0;0;5.615;0;1.154.999;1997;6;Passivo;0;70.659;121.226;1.691;
13;AUTOLATINA;I;4;2;06/1997;1.216.783;0;0;875.070;0;0;875.070;0;0;230.118;0;0;1997;6;Passivo;0;111.596;141.603;41.262;
14;ICATU;C;3;;06/1997;1.397.635;6.631;0;8.413;245.495;0;260.539;769.882;0;122.918;236;5.697;1997;6;Passivo;0;238.363;242.046;29.357;
15;MULTI;I;4;;06/1997;762.967;72;0;3.002;33.032;0;36.106;0;0;12.159;0;383.666;1997;6;Passivo;0;331.036;143.916;9.866;
16;MATRIX;C;3;;06/1997;791.389;4.539;0;14.028;102.413;0;120.980;182.838;0;72.162;0;193.664;1997;6;Passivo;0;221.745;91.785;20.932;
17;FORD;I;4;2;06/1997;762.860;0;0;500.973;109.022;0;609.995;0;0;79.261;0;0;1997;6;Passivo;0;73.604;86.866;19.207;
18;FENICIA;C;3;;06/1997;677.143;585;0;84.280;470.993;0;555.859;0;0;14.577;496;52.344;1997;6;Passivo;0;53.867;100.242;22.232;
19;FONTE;C;3;;06/1997;814.387;1.318;0;3.250;114.617;0;119.184;334.748;0;9.069;0;58.776;1997;6;Passivo;0;292.609;91.663;13.896;
20;DESENBANCO;I;2;;06/1997;494.175;784;0;1.784;0;0;2.567;0;0;0;0;356.645;1997;6;Passivo;0;134.963;43.868;-7.473;
