ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
24;AMERICA DO SUL;I;5;2;12/1995;385.452;74.914;-6.475;32.769;62.486;-276.758;-61.541;0;0;-43.810;167.037;;1995;12;Resultado
25;BCO BFB;I;4;2;12/1995;190.584;64.096;380;102.601;15.177;-142.475;-108.033;0;0;-174.701;-52.371;;1995;12;Resultado
26;BOZANO,SIMONSEN;C;5;;12/1995;84.085;254.773;41.779;77.924;4.103;-149.444;-42.315;-35.076;0;-37.470;198.359;;1995;12;Resultado
27;ABN AMRO;I;4;2;12/1995;196.008;149.996;3.279;0;4.769;-176.683;-50.224;0;-811;-33.332;93.002;;1995;12;Resultado
28;BEMGE;I;2;2;12/1995;308.029;158.782;-922;3.013;14.269;-267.826;-17.519;0;0;-99.977;97.849;;1995;12;Resultado
29;MERIDIONAL;I;1;2;12/1995;359.075;85.001;-812;25.984;17.511;-210.164;-23.729;0;0;-70.530;182.336;;1995;12;Resultado
30;BCO BANDEIRANTES;I;3;2;12/1995;276.872;284.534;-2.178;18.118;40.383;-408.869;-14.161;0;0;-52.133;142.566;;1995;12;Resultado
31;PONTUAL;C;3;;12/1995;139.202;88.840;-2.060;840;0;-150.759;-22.104;-5.914;0;-16.847;31.198;;1995;12;Resultado
32;BANEB;I;2;2;12/1995;178.805;91.301;35;1.271;21.350;-123.033;-69.561;0;0;-6.180;93.988;;1995;12;Resultado
33;BANCO BMC;I;3;2;12/1995;203.710;41.333;222;4.049;2.670;-121.578;-36.768;0;0;-30.604;63.034;;1995;12;Resultado
34;BESC;I;2;2;12/1995;200.023;141.562;-1.228;1.459;1.294;-170.888;-6.958;0;0;-27.584;137.680;;1995;12;Resultado
35;DIBENS;C;3;;12/1995;281.468;70.044;2.656;858;499;-152.834;-35.855;-109.134;0;-36.571;21.131;;1995;12;Resultado
36;JP MORGAN;C;4;;12/1995;4.993;155.591;-13.994;3.786;2.926;-105.761;-4.373;0;0;-50;43.118;;1995;12;Resultado
37;BMB;I;3;2;12/1995;216.068;89.333;-486;4.683;7.569;-159.274;-11.302;0;0;-43.274;103.317;;1995;12;Resultado
38;EXCEL;I;4;2;12/1995;140.665;87.314;-20.309;8.259;2.584;-145.705;-23.141;0;0;-25.876;23.791;;1995;12;Resultado
39;PACTUAL;I;3;2;12/1995;2.899;326.372;-5.091;10.208;3.673;-291.846;-12.024;0;0;0;34.191;;1995;12;Resultado
40;CREDIBANCO;I;5;2;12/1995;78.374;62.743;-3.322;16.539;6.053;-44.486;-73.863;-3.057;0;-10.697;28.284;;1995;12;Resultado
41;VOTORANTIM;I;3;;12/1995;26.936;198.747;11.044;324;3.507;-200.090;-14.342;0;0;-2.052;24.074;;1995;12;Resultado
42;BRB;I;2;2;12/1995;161.455;57.398;37;938;5.617;-82.376;-29.678;0;0;-16.040;97.351;;1995;12;Resultado
43;BIC;I;3;2;12/1995;170.407;31.012;-4.291;14.989;15.016;-108.726;-15.608;-2.629;0;-13.105;87.065;;1995;12;Resultado
44;CHASE MANHATTAN;I;4;2;12/1995;11.091;142.851;-17.908;47.063;13.245;-135.585;-47.825;0;0;461;13.393;;1995;12;Resultado
45;DEUTSCHE;I;4;;12/1995;11.070;39.988;-445;29.497;0;-33.849;-24.265;0;0;-169;21.827;;1995;12;Resultado
46;FIBRA;I;3;2;12/1995;86.708;46.549;-16.083;0;560;-58.951;-20.110;0;-3.053;-9.005;26.615;;1995;12;Resultado
47;RURAL;C;3;;12/1995;164.408;48.006;-2.140;0;1.586;-99.452;-3.628;-10.601;-879;-52.294;45.006;;1995;12;Resultado
48;BASA;I;1;;12/1995;98.868;51.935;0;3.545;309;-70.010;-49.397;0;0;-39.255;-4.005;;1995;12;Resultado
49;BMG;C;3;;12/1995;216.326;38.910;-1.862;75;2.485;-119.023;-15.427;-76.766;0;-25.428;19.290;;1995;12;Resultado
50;GERAL DO COMERCIO;C;3;;12/1995;160.581;41.373;-1.387;2.093;0;-85.681;-12.591;-17.297;0;-46.295;40.796;;1995;12;Resultado
51;BCN BARCLAYS;I;5;2;12/1995;80.620;58.808;-6.344;8.781;981;-48.782;-43.305;0;0;-9.587;41.172;;1995;12;Resultado
52;DEUTSCH;I;4;;12/1995;40.126;23.678;-420;19.022;220;-15.319;-48.496;0;0;-525;18.286;;1995;12;Resultado
53;SOGERAL;C;5;;12/1995;76.263;82.880;-5.617;16.382;1.057;-80.173;-31.370;-42.296;0;-956;16.170;;1995;12;Resultado
54;BANESTES;I;2;2;12/1995;129.646;26.232;0;2.388;13.943;-82.790;-10.355;0;0;-14.448;64.616;;1995;12;Resultado
55;BEC;I;2;2;12/1995;139.518;21.111;1;1.894;9.016;-56.648;-25.158;0;0;-24.118;65.616;;1995;12;Resultado
56;NEDERLANDEN;I;4;;12/1995;19.164;78.294;-180;4.371;0;-56.425;-20.959;0;0;0;24.265;;1995;12;Resultado
57;SUMITBANK;I;4;;12/1995;32.464;36.826;-278;16.576;0;-28.956;-26.275;0;0;0;30.357;;1995;12;Resultado
58;BNL;I;4;2;12/1995;34.196;30.976;702;2.966;0;-27.891;-13.538;-88;0;-12.188;15.135;;1995;12;Resultado
59;BANDEPE;I;2;2;12/1995;102.957;20.424;319;1.898;8.428;-47.429;-9.117;0;0;-58.434;19.046;;1995;12;Resultado
60;ABC-ROMA;I;5;2;12/1995;39.508;40.159;1.025;9.777;1.434;-61.092;-16.356;0;0;-2.284;12.171;;1995;12;Resultado
61;BEAL;I;4;2;12/1995;21.489;42.284;-2.527;13.192;0;-37.508;-33.528;0;0;679;4.081;;1995;12;Resultado
62;OMEGA;C;3;;12/1995;10.151;44.207;-237;0;58;-48.280;-355;0;-169;-7.134;-1.759;;1995;12;Resultado
63;MITSUBISHI;I;4;2;12/1995;9.282;33.966;-2.091;16.323;0;-9.571;-24.969;0;0;-88;22.852;;1995;12;Resultado
64;SANTOS;I;3;2;12/1995;22.322;7.693;-5.148;10;0;-20.095;-19;0;0;-101;4.662;;1995;12;Resultado
65;SRL;I;5;;12/1995;7.317;26.455;10.124;7.261;0;-25.290;-348;0;0;0;25.519;;1995;12;Resultado
66;BMD;C;3;;12/1995;96.164;16.011;-8.516;3.409;1.246;-50.736;-3.081;-4.334;0;-9.704;40.459;;1995;12;Resultado
67;SUL AMERICA;I;5;2;12/1995;10.576;82.184;-9.862;0;0;-71.523;-8.495;0;-135;0;2.745;;1995;12;Resultado
68;BEG;I;2;2;12/1995;108.098;21.903;-3;1.174;1.640;-23.367;-1.035;0;0;-19.393;89.017;;1995;12;Resultado
69;BANFORT;I;3;2;12/1995;73.631;14.885;-4.533;767;721;-43.139;-2.848;0;0;-10.298;29.186;;1995;12;Resultado
70;BANSANDER;I;4;;12/1995;0;37.972;-4.134;0;19;-25.319;-209;0;-67;0;8.262;;1995;12;Resultado
71;CACIQUE;I;3;;12/1995;81.921;16.320;-5.651;0;166;-16.208;-4.281;0;-5.369;-26.171;40.727;;1995;12;Resultado
72;BANPARA;I;2;2;12/1995;35.079;7.535;-6;774;1.889;-15.505;-8.812;0;0;-16.146;4.808;;1995;12;Resultado
73;INVESTCRED;I;3;2;12/1995;58.520;11.550;994;0;0;-23.930;0;0;0;-66;47.068;;1995;12;Resultado
74;FININVEST;I;5;2;12/1995;57.985;6.714;-1.139;19;1.023;-29.025;-2;0;0;-793;34.782;;1995;12;Resultado
75;AGF;I;5;;12/1995;4.069;33.244;-2.077;419;639;-29.615;-1.375;0;0;-2;5.302;;1995;12;Resultado
76;PANAMERICANO;I;3;2;12/1995;47.063;12.217;-35;288;0;-29.992;-407;0;0;-8.870;20.264;;1995;12;Resultado
77;PORTUGUES;I;4;;12/1995;5.336;9.586;42;6.676;4;-3.469;-15.193;0;0;-2.536;446;;1995;12;Resultado
78;SOFISA;C;3;;12/1995;33.616;6.820;-2.437;0;272;-21.302;-397;-117;-115;-2.895;13.445;;1995;12;Resultado
79;CREDITO SP;I;3;2;12/1995;39.011;11.348;-7;36;149;-15.599;-2.292;0;0;-7.352;25.294;;1995;12;Resultado
80;BEM;I;2;2;12/1995;28.369;5.566;-94;15;971;-11.926;-2.315;0;0;-12.751;7.835;;1995;12;Resultado
81;BANESE;I;2;;12/1995;21.800;3.946;-155;77;2.888;-15.223;-595;0;0;-336;12.402;;1995;12;Resultado
82;FINANCIAL;I;4;;12/1995;2.606;1.945;0;3.801;0;-1.866;-2.907;0;0;-555;3.024;;1995;12;Resultado
83;SCHAHIN;C;3;;12/1995;16.999;6.736;671;78;0;-10.849;-5.112;-191;0;-2.807;5.525;;1995;12;Resultado
84;PRODUBAN;I;2;2;12/1995;21.968;-186;0;69;2.893;-5.705;-15.959;0;0;-10.440;-7.360;;1995;12;Resultado
85;BBC;I;3;2;12/1995;26.229;4.435;-73;1.293;416;-11.728;-1.467;0;0;-3.905;15.200;;1995;12;Resultado
86;HISPANO;I;4;;12/1995;4.742;2.047;0;5.005;0;-3.819;-4.925;0;0;-1.742;1.308;;1995;12;Resultado
87;INDUSTRIAL;I;3;2;12/1995;7.510;10.570;-9;0;0;-9.823;-1.723;0;-36;-396;6.093;;1995;12;Resultado
88;BCO GARANTIA;I;3;2;12/1995;2.831;18.457;-5.882;0;0;-5.520;0;0;0;0;9.886;;1995;12;Resultado
89;PARAIBAN;I;2;;12/1995;1.927;7.246;0;0;12;-1.122;-202;0;0;-400;7.461;;1995;12;Resultado
90;CREDIBEL;I;3;;12/1995;1.877;9.835;77;43;1.161;-14.364;0;0;0;1.147;-224;;1995;12;Resultado
91;CONTINENTAL;I;5;2;12/1995;73;12.896;-1.705;2.144;2;-767;-3.105;0;0;0;9.538;;1995;12;Resultado
92;BRASCAN;C;5;;12/1995;3.678;9.224;1.533;0;104;-9.046;-69;0;-134;-227;5.063;;1995;12;Resultado
93;DAYCOVAL;I;3;2;12/1995;9.197;6.392;-1.283;17;41;-9.164;-482;0;0;-2.089;2.629;;1995;12;Resultado
94;PEBB;I;3;2;12/1995;3.740;7.010;-661;9;0;-9.924;-62;0;0;160;272;;1995;12;Resultado
95;BEPI;I;2;;12/1995;13.492;1.833;0;0;396;-840;-44;0;0;-2.456;12.381;;1995;12;Resultado
96;LAVRA;I;3;2;12/1995;11.897;1.523;72;1.046;0;-6.326;-1.571;0;0;-867;5.774;;1995;12;Resultado
97;TRIANGULO;I;3;;12/1995;33.478;2.627;26;0;0;-10.118;0;0;0;-939;25.074;;1995;12;Resultado
98;UNION;I;4;;12/1995;11.451;-719;-222;312;83;-8.369;-1.382;0;0;-12.133;-10.979;;1995;12;Resultado
99;BEMAT;I;2;;12/1995;10.061;3.511;0;18;21;-3.066;-1.259;-377;0;-1.172;7.737;;1995;12;Resultado
100;GUANABARA;I;3;;12/1995;9.609;3.183;435;0;13;-5.093;-2.367;0;0;-2.021;3.759;;1995;12;Resultado
101;FATOR;C;3;;12/1995;16;469;-45;0;0;-429;0;0;0;0;11;;1995;12;Resultado
102;ARAUCARIA;I;3;2;12/1995;5.564;3.037;0;309;0;-3.587;-353;0;0;-412;4.558;;1995;12;Resultado
103;MAPPIN;I;3;2;12/1995;0;10.653;0;2;0;-8.529;0;0;0;0;2.126;;1995;12;Resultado
104;INTERUNION;I;3;2;12/1995;8.838;5.575;324;0;0;-6.127;-189;0;0;-1.104;7.317;;1995;12;Resultado
105;INTERCAP;I;3;2;12/1995;6.344;4.872;-404;0;95;-8.079;0;0;0;-404;2.424;;1995;12;Resultado
106;PRIMUS;I;3;2;12/1995;1;6.415;-1.297;0;0;-2.173;-50;0;-28;0;2.868;;1995;12;Resultado
107;PARANA;I;3;2;12/1995;11.612;3.145;0;0;0;-7.772;-35;0;-35;-2.956;3.959;;1995;12;Resultado
108;VR;I;3;2;12/1995;4.124;7.396;25;0;42;-5.247;0;0;0;-218;6.122;;1995;12;Resultado
109;VEGA;C;3;;12/1995;9.901;526;-150;0;1;-4.175;0;0;0;-368;5.735;;1995;12;Resultado
110;PROSPER;I;3;2;12/1995;2.373;2.356;-3.219;0;0;-3.521;-4;0;-2;-1.458;-3.475;;1995;12;Resultado
111;FICSA;I;3;2;12/1995;18.677;2.322;-170;0;1;-4.548;0;0;0;-4.652;11.630;;1995;12;Resultado
112;LOGICA;I;3;;12/1995;0;4.760;2.535;0;0;-2.434;0;0;0;0;4.861;;1995;12;Resultado
113;MORADA;I;3;2;12/1995;6.499;265;-37;0;905;-654;-5.713;0;0;-55;1.210;;1995;12;Resultado
114;PECUNIA;I;3;2;12/1995;19.321;1.915;0;0;11;-3.573;0;0;0;-7.919;9.755;;1995;12;Resultado
115;LUSO BRASILEIRO;I;3;;12/1995;11.234;976;-128;0;0;-4.004;-114;0;0;-2.691;5.273;;1995;12;Resultado
116;LA PROVINCIA;I;4;;12/1995;326;2.587;0;1.085;0;-78;-1.456;0;0;-103;2.361;;1995;12;Resultado
117;UNIVERSAL;I;3;2;12/1995;5.827;318;-9;0;0;-3.056;-12;0;0;-1.080;1.988;;1995;12;Resultado
118;AGROINVEST;I;5;2;12/1995;3.402;2.410;0;0;28;-4.693;-172;0;0;-624;351;;1995;12;Resultado
119;BANER;I;2;;12/1995;5.919;611;0;0;103;-589;-595;0;0;-2.853;2.596;;1995;12;Resultado
120;BANAP;I;2;;12/1995;8.043;1.196;0;0;0;-1.122;0;0;0;-5.207;2.910;;1995;12;Resultado
121;EXTERIBANK;I;4;;12/1995;0;3.001;0;93;48;-25;-35;0;0;0;3.082;;1995;12;Resultado
122;SEGMENTO;I;3;2;12/1995;3.315;1.711;201;0;0;-3.111;0;0;0;-79;2.037;;1995;12;Resultado
123;RENNER;I;3;;12/1995;6.667;1.321;0;0;0;-1.565;0;0;0;-1.362;5.061;;1995;12;Resultado
124;CEDULA;I;3;2;12/1995;4.387;397;-123;0;24;-998;0;0;0;-561;3.126;;1995;12;Resultado
125;INTERIOR;I;3;;12/1995;5.909;579;0;0;0;-1.506;0;0;0;-840;4.142;;1995;12;Resultado
126;EMPRESARIAL;I;3;2;12/1995;5.219;289;0;0;0;-1.494;0;0;0;-698;3.316;;1995;12;Resultado
127;CLASSICO;I;3;;12/1995;1.196;2.572;0;0;0;-129;0;0;0;-3.380;259;;1995;12;Resultado
128;CRUZEIRO;I;3;2;12/1995;2.434;751;-23;0;0;-1.056;0;0;0;-1.917;189;;1995;12;Resultado
129;RIBEIRAO PRETO;I;3;;12/1995;3.315;624;-57;0;0;-1.111;0;0;0;0;2.771;;1995;12;Resultado
130;LA REPUBLICA;I;4;;12/1995;3.795;616;0;881;0;0;-23;0;0;-895;4.374;;1995;12;Resultado
131;CAMBIAL;C;3;;12/1995;242;2.767;19;0;0;-1.995;0;0;0;0;1.033;;1995;12;Resultado
132;BVA;I;3;;12/1995;1.124;953;-129;0;0;-1.006;0;0;0;0;942;;1995;12;Resultado
133;MATONE;I;3;2;12/1995;3.098;905;0;0;0;-2.206;0;0;0;-189;1.608;;1995;12;Resultado
134;BGN;I;3;;12/1995;1.558;2.017;-6;0;0;-62;0;0;0;-94;3.413;;1995;12;Resultado
135;BANCNACION;I;4;;12/1995;1.191;40;0;331;0;-1.130;0;0;0;-945;-513;;1995;12;Resultado
136;PREMIER;I;3;;12/1995;4.832;431;0;0;0;-1.359;0;0;0;-17;3.887;;1995;12;Resultado
137;SANTOS NEVES;I;3;2;12/1995;1.818;582;0;3;0;-985;0;0;0;-473;945;;1995;12;Resultado
138;GERDAU;I;3;2;12/1995;3.100;284;0;0;0;-123;0;0;0;16;3.277;;1995;12;Resultado
139;INDUSCRED;I;3;2;12/1995;3.830;666;0;0;0;-762;0;0;0;-644;3.090;;1995;12;Resultado
140;COMERCIAL SP;I;3;;12/1995;5.122;193;-1;0;0;-1.001;-492;0;0;-12.475;-8.654;;1995;12;Resultado
141;THECA;I;3;2;12/1995;0;40;0;0;0;0;0;0;0;0;40;;1995;12;Resultado
142;BCO PLANIBANC;I;5;2;12/1995;0;1.511;-7;0;0;-970;0;0;0;0;534;;1995;12;Resultado
143;BANCIONAL;I;3;2;12/1995;297;572;0;0;0;0;0;0;0;-39;830;;1995;12;Resultado
144;CREDIPLAN;I;3;;12/1995;1.822;96;0;0;0;-830;0;0;0;-3.029;-1.941;;1995;12;Resultado
1;BNDES;I;1;;12/1995;1.059.737;111.685;0;0;0;-8.903;-1.374.443;0;-863;-84.830;-297.617;;1995;12;Resultado
2;ECONOMICO;C;3;;12/1995;318.769;55.137;4.163;15.457;68.857;-140.079;-450.918;-19.945;0;-349.859;-498.418;;1995;12;Resultado
3;NOROESTE;C;3;;12/1995;417.476;197.699;-59.984;18.947;24.943;-265.119;-53.409;-39.590;0;-73.631;167.332;;1995;12;Resultado
4;CCF BRASIL;C;4;;12/1995;86.980;386.344;-53.721;9.949;2.534;-284.285;-37.508;-31.464;0;-3.968;74.861;;1995;12;Resultado
5;NACIONAL;C;3;;12/1995;98.449;-122.530;0;486;30.027;-113.612;-122.539;-12.324;0;-84.413;-326.456;;1995;12;Resultado
6;BBI;C;3;;12/1995;53.480;116.764;9.454;0;2.116;-118.590;-25.952;0;-302;-2.533;34.437;;1995;12;Resultado
7;BCO INV GARANTIA;I;3;2;12/1995;53.712;225.692;31.973;1.395;0;-224.107;-43.118;0;0;0;45.547;;1995;12;Resultado
8;NORCHEM;C;5;;12/1995;3.949;350.383;24.366;1.959;0;-294.029;-57.784;0;0;-3.606;25.238;;1995;12;Resultado
9;BANORTE;I;3;2;12/1995;249.336;27.633;-3.283;6.477;53.874;-202.598;-54.440;0;0;-16.775;60.224;;1995;12;Resultado
10;MULTIPLIC;C;5;;12/1995;150.053;210.597;-10.931;0;11.216;-158.131;-40.263;-10.671;-1.711;-44.519;105.640;;1995;12;Resultado
11;BANCOCIDADE;C;3;;12/1995;186.654;118.017;-4.919;44.322;41.286;-218.044;-42.897;-26.230;0;-12.348;85.841;;1995;12;Resultado
12;BISA;I;3;2;12/1995;104.121;58.033;5.331;12.228;1.139;-68.550;-57.056;0;0;-35.730;19.516;;1995;12;Resultado
13;FIAT;I;4;2;12/1995;126.188;30.372;0;0;11.912;-59.585;-43.638;0;0;-11.956;53.293;;1995;12;Resultado
14;ICATU;I;3;2;12/1995;14.502;131.733;2.732;6.265;1.160;-134.811;-12.649;0;0;-4.429;4.503;;1995;12;Resultado
15;BRDE;I;2;;12/1995;100.982;33.005;6;0;0;0;-49.726;-181;0;-12.615;71.471;;1995;12;Resultado
16;INTER-ATLANTICO;I;5;2;12/1995;39.584;46.255;2.130;5.079;0;-49.754;-25.063;-156;0;-1.039;17.036;;1995;12;Resultado
17;GENERAL MOTORS;I;4;2;12/1995;112.340;6.930;25;3;0;-27.849;-54.860;0;0;-2.427;34.162;;1995;12;Resultado
18;BDMG;I;2;;12/1995;61.486;23.209;0;0;55;-31.820;-39.872;-218;0;-33.149;-20.309;;1995;12;Resultado
19;AUTOLATINA;I;4;2;12/1995;183.570;2.836;0;0;0;-99.844;-14.903;0;0;-32.383;39.276;;1995;12;Resultado
20;TOKYO;I;4;2;12/1995;17.864;13.060;293;21.912;24;-13.519;-24.700;0;0;0;14.934;;1995;12;Resultado
21;MATRIX;C;3;;12/1995;3;94.045;-9.548;1.119;0;-81.018;-4.993;0;0;0;-392;;1995;12;Resultado
22;MULTI;I;4;2;12/1995;3.979;28.470;1;1.788;76;-9.413;-12.644;0;0;143;12.400;;1995;12;Resultado
23;DESENBANCO;I;2;;12/1995;47.483;-989;0;0;0;-2.057;-29.091;0;0;-17.831;-2.485;;1995;12;Resultado
24;BADESC;I;2;;12/1995;38.556;1.360;0;0;0;0;-29.249;0;0;-7.441;3.226;;1995;12;Resultado
25;PROGRESSO;C;3;;12/1995;60.214;10.613;-815;1.435;1.378;-34.751;-4.042;-6.972;0;-25.007;2.053;;1995;12;Resultado
26;BOREAL;I;3;2;12/1995;161;134.804;12.710;0;0;-139.125;0;0;0;0;8.550;;1995;12;Resultado
27;BCO MERCANTIL PERNAMBUCO INVS;I;3;2;12/1995;40.952;2.947;0;137;615;-17.865;-9.388;0;0;-58.545;-41.147;;1995;12;Resultado
28;BRASEG;I;5;;12/1995;15.562;33.601;-543;595;517;-25.149;-15.982;0;0;-2.101;6.500;;1995;12;Resultado
29;CREFISUL;I;5;2;12/1995;29.663;10.278;678;1.522;78;-19.734;-1.957;0;0;-6.903;13.625;;1995;12;Resultado
30;FENICIA;I;3;2;12/1995;36.919;15.671;2.710;181;0;-23.851;-2.195;0;0;-1.554;27.881;;1995;12;Resultado
31;BANQUEIROZ;I;3;2;12/1995;43.548;4.159;-423;2.191;734;-31.868;-4.839;0;0;-9.992;3.510;;1995;12;Resultado
32;LIBERAL;C;3;;12/1995;74;6.236;-451;933;0;-4.127;-774;0;0;42;1.933;;1995;12;Resultado
33;BANDES;I;2;2;12/1995;17.063;7.539;0;0;0;-1.990;-10.766;0;0;-6.649;5.197;;1995;12;Resultado
34;CINDAM;I;3;2;12/1995;847;16.164;795;993;160;-17.410;-73;0;0;0;1.476;;1995;12;Resultado
35;BRJ;I;3;;12/1995;40.597;2.323;-56;0;3.962;-2.047;-39.522;0;-65;-201;4.991;;1995;12;Resultado
36;GRAPHUS;C;3;;12/1995;1.230;30.559;463;60;0;-25.650;-700;0;0;-177;5.785;;1995;12;Resultado
37;PATENTE;C;3;;12/1995;1.583;333.617;2.476;0;40;-333.710;-102;0;-158;-129;3.617;;1995;12;Resultado
38;RENDIMENTO;C;3;;12/1995;13.400;34.345;1.955;358;455;-37.571;-2.250;0;0;-2.547;8.145;;1995;12;Resultado
39;TRANSBANCO;I;3;2;12/1995;23.578;1.763;0;0;0;-5.002;-10.076;0;0;-5.488;4.775;;1995;12;Resultado
40;BERON;I;2;;12/1995;30.589;3.389;0;8;99;-23.563;-1.097;0;0;-11.725;-2.300;;1995;12;Resultado
41;BCO FINASA INV;I;3;2;12/1995;5.087;1.399;0;0;0;-1.682;-403;0;0;-68;4.333;;1995;12;Resultado
42;INDUSVAL;I;3;2;12/1995;16.152;8.783;-2.149;314;0;-13.029;-793;0;0;-1.153;8.125;;1995;12;Resultado
43;GULFINVEST;I;5;2;12/1995;3.728;23.229;452;0;119;-13.228;-200;0;-932;-594;12.574;;1995;12;Resultado
44;ARBI;I;3;2;12/1995;9.206;35.449;-1.189;272;118;-47.539;-1.169;0;0;-1.772;-6.624;;1995;12;Resultado
45;MARKA;I;3;;12/1995;2.246;30.505;5.509;0;0;-32.942;-20;0;-16;-1.801;3.481;;1995;12;Resultado
46;EUROINVEST;I;5;2;12/1995;2.674;3.428;0;0;0;-5.684;-3.349;0;0;-240;-3.171;;1995;12;Resultado
47;MARTINELLI;I;3;2;12/1995;32.581;6.042;0;930;261;-17.600;-2.136;0;0;-11.712;8.366;;1995;12;Resultado
48;BCO INV BMC;I;3;2;12/1995;28;13.432;-2.725;0;89;-5.438;0;0;0;1;5.387;;1995;12;Resultado
49;BATTISTELLA;I;3;;12/1995;16.850;393;0;0;0;-783;-9.277;0;0;-2.338;4.845;;1995;12;Resultado
50;BANACRE;I;2;;12/1995;14.282;5.507;0;0;181;-6.723;-16;0;0;-8.076;5.155;;1995;12;Resultado
51;BCO BANDEIRANTES INVS;I;3;2;12/1995;17.471;-9;-135;0;0;-12.866;-1.635;0;0;-252;2.574;;1995;12;Resultado
52;FONTE;C;3;;12/1995;189;314.836;4.577;0;0;-314.510;-215;0;-354;0;4.523;;1995;12;Resultado
53;OURINVEST;C;3;;12/1995;645;8.388;-1.744;0;16;-4.461;-606;0;-319;-356;1.563;;1995;12;Resultado
54;HNF;I;3;2;12/1995;10.014;3.488;0;0;0;-10.114;0;0;0;12;3.400;;1995;12;Resultado
55;FITAL;I;3;;12/1995;0;10.615;-721;0;116;-10.071;0;0;0;0;-61;;1995;12;Resultado
56;PORTO REAL;I;3;;12/1995;12.239;2.362;-99;0;1.119;-5.541;0;0;0;-1.255;8.825;;1995;12;Resultado
57;DESTAK;I;3;;12/1995;1.017;39.635;-1.368;0;0;-38.301;0;0;0;-119;864;;1995;12;Resultado
