ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;ano;mes;relatorio
33;BANCO BMC;I;3;2;12/1995;SAO PAULO;SP;1.532.178;1.533.649;206.874;4.480;568.781;663;14;1995;12;Resumo
34;BESC;I;2;2;12/1995;FLORIANOPOLIS;SC;1.522.856;1.591.900;189.905;11.197;543.160;8.666;254;1995;12;Resumo
35;DIBENS;C;3;;12/1995;SAO PAULO;SP;1.392.605;1.436.663;154.536;18.429;493.231;490;24;1995;12;Resumo
36;JP MORGAN;C;4;;12/1995;SAO PAULO;SP;1.369.156;1.369.156;121.360;7.007;643.003;183;4;1995;12;Resumo
37;BMB;I;3;2;12/1995;BELO HORIZONTE;MG;1.329.097;1.458.356;336.860;16.468;764.459;5.059;179;1995;12;Resumo
38;EXCEL;I;4;2;12/1995;SAO PAULO;SP;1.263.299;1.263.299;230.443;52.661;602.893;425;7;1995;12;Resumo
39;PACTUAL;I;3;2;12/1995;RIO DE JANEIRO;RJ;1.208.452;2.117.810;231.415;43.960;250.317;302;2;1995;12;Resumo
40;CREDIBANCO;I;5;2;12/1995;RIO DE JANEIRO;RJ;1.206.789;1.211.019;150.272;10.016;180.490;345;6;1995;12;Resumo
41;VOTORANTIM;I;3;;12/1995;SAO PAULO;SP;1.157.530;1.863.104;132.207;18.190;825.317;187;2;1995;12;Resumo
42;BRB;I;2;2;12/1995;BRASILIA;DF;1.157.213;1.194.404;224.303;-10.731;609.353;4.812;52;1995;12;Resumo
43;BIC;I;3;2;12/1995;SAO PAULO;SP;1.153.531;1.163.752;163.185;20.910;631.504;1.428;38;1995;12;Resumo
44;CHASE MANHATTAN;I;4;2;12/1995;SAO PAULO;SP;1.070.953;1.427.646;202.124;10.783;472.569;463;2;1995;12;Resumo
45;DEUTSCHE;I;4;;12/1995;SAO PAULO;SP;1.060.284;1.060.775;82.520;-1.408;183.697;279;6;1995;12;Resumo
46;FIBRA;I;3;2;12/1995;SAO PAULO;SP;1.045.461;1.055.817;115.440;19.185;447.410;413;7;1995;12;Resumo
47;RURAL;C;3;;12/1995;RIO DE JANEIRO;RJ;1.030.072;1.054.461;134.017;7.034;505.742;1.976;44;1995;12;Resumo
48;BASA;I;1;;12/1995;BELEM;PA;973.581;1.014.199;35.223;-21.454;523.642;3.288;104;1995;12;Resumo
49;BMG;C;3;;12/1995;BELO HORIZONTE;MG;972.624;972.624;115.319;12.001;424.817;463;5;1995;12;Resumo
50;GERAL DO COMERCIO;C;3;;12/1995;RIO DE JANEIRO;RJ;961.509;961.909;135.080;5.857;477.654;2.390;44;1995;12;Resumo
51;BCN BARCLAYS;I;5;2;12/1995;SAO PAULO;SP;920.519;921.324;113.220;14.180;303.853;128;1;1995;12;Resumo
52;DEUTSCH;I;4;;12/1995;SAO PAULO;SP;905.903;909.057;89.458;-423;77.081;156;3;1995;12;Resumo
53;SOGERAL;C;5;;12/1995;SAO PAULO;SP;897.263;1.340.160;84.729;-1.101;256.978;257;6;1995;12;Resumo
54;BANESTES;I;2;2;12/1995;VITORIA;ES;845.197;849.535;81.448;-1.052;570.411;4.504;105;1995;12;Resumo
55;BEC;I;2;2;12/1995;FORTALEZA;CE;742.287;759.062;71.869;1.495;394.325;3.403;86;1995;12;Resumo
56;NEDERLANDEN;I;4;;12/1995;SAO PAULO;SP;693.403;948.974;93.552;6.179;243.745;259;1;1995;12;Resumo
57;SUMITBANK;I;4;;12/1995;SAO PAULO;SP;687.632;703.293;118.606;6.553;93.571;178;3;1995;12;Resumo
58;BNL;I;4;2;12/1995;SAO PAULO;SP;628.193;660.042;85.128;5.503;277.806;241;4;1995;12;Resumo
59;BANDEPE;I;2;2;12/1995;RECIFE;PE;609.632;619.634;59.552;-86.465;367.477;3.875;54;1995;12;Resumo
60;ABC-ROMA;I;5;2;12/1995;SAO PAULO;SP;584.345;584.684;107.235;12.377;325.667;208;5;1995;12;Resumo
61;BEAL;I;4;2;12/1995;SAO PAULO;SP;583.525;692.826;64.651;1.001;171.574;214;3;1995;12;Resumo
62;OMEGA;C;3;;12/1995;RIO DE JANEIRO;RJ;558.826;563.834;43.861;-1.338;22.022;122;4;1995;12;Resumo
63;MITSUBISHI;I;4;2;12/1995;SAO PAULO;SP;553.620;557.635;112.887;7.308;86.881;170;4;1995;12;Resumo
64;SANTOS;I;3;2;12/1995;SAO PAULO;SP;519.948;519.948;36.110;329;117.373;99;2;1995;12;Resumo
65;SRL;I;5;;12/1995;SAO PAULO;SP;481.476;481.476;70.686;5.966;186.446;121;3;1995;12;Resumo
66;BMD;C;3;;12/1995;SAO PAULO;SP;466.715;483.513;83.561;3.387;245.895;1.305;33;1995;12;Resumo
67;SUL AMERICA;I;5;2;12/1995;SAO PAULO;SP;429.965;429.965;85.087;16.327;73.958;114;2;1995;12;Resumo
68;BEG;I;2;2;12/1995;GOIANIA;GO;365.965;384.105;70.728;1.391;202.564;4.336;175;1995;12;Resumo
69;BANFORT;I;3;2;12/1995;SAO PAULO;SP;331.758;332.088;56.791;1.273;192.304;414;16;1995;12;Resumo
70;BANSANDER;I;4;;12/1995;SAO PAULO;SP;309.535;349.556;25.380;1.388;65.242;26;1;1995;12;Resumo
71;CACIQUE;I;3;;12/1995;SAO PAULO;SP;295.788;295.788;32.037;-1.627;62.184;237;1;1995;12;Resumo
72;BANPARA;I;2;2;12/1995;BELEM;PA;273.054;274.921;52.427;-18.395;129.687;1.488;40;1995;12;Resumo
73;INVESTCRED;I;3;2;12/1995;RIO DE JANEIRO;RJ;261.261;261.261;29.653;-1.000;183.509;20;1;1995;12;Resumo
74;FININVEST;I;5;2;12/1995;RIO DE JANEIRO;RJ;222.035;231.623;37.138;1.411;165.343;107;4;1995;12;Resumo
75;AGF;I;5;;12/1995;SAO PAULO;SP;217.064;225.736;29.702;3.715;167.304;4;1;1995;12;Resumo
76;PANAMERICANO;I;3;2;12/1995;SAO PAULO;SP;203.815;209.166;21.466;203;174.606;164;2;1995;12;Resumo
77;PORTUGUES;I;4;;12/1995;SAO PAULO;SP;199.805;199.805;40.244;-602;14.241;84;3;1995;12;Resumo
78;SOFISA;C;3;;12/1995;SAO PAULO;SP;197.216;201.822;51.529;7.596;129.624;111;2;1995;12;Resumo
79;CREDITO SP;I;3;2;12/1995;SAO PAULO;SP;179.499;180.007;63.950;6.664;80.677;91;1;1995;12;Resumo
80;BEM;I;2;2;12/1995;SAO LUIS;MA;175.535;175.535;25.075;-19.120;103.488;2.348;90;1995;12;Resumo
81;BANESE;I;2;;12/1995;ARACAJU;SE;159.435;159.936;19.201;-6.255;116.001;1.481;49;1995;12;Resumo
82;FINANCIAL;I;4;;12/1995;RIO DE JANEIRO;RJ;155.009;155.509;33.022;933;20.385;153;3;1995;12;Resumo
83;SCHAHIN;C;3;;12/1995;SAO PAULO;SP;138.488;151.188;18.101;-1.995;41.132;107;1;1995;12;Resumo
84;PRODUBAN;I;2;2;12/1995;MACEIO;AL;130.552;130.552;-14.946;-25.620;60.593;1.189;24;1995;12;Resumo
85;BBC;I;3;2;12/1995;GOIANIA;GO;126.717;135.946;20.891;-1.200;83.848;1.528;37;1995;12;Resumo
86;HISPANO;I;4;;12/1995;SAO PAULO;SP;119.915;119.915;16.186;-1.243;27.886;36;1;1995;12;Resumo
87;INDUSTRIAL;I;3;2;12/1995;SAO PAULO;SP;111.891;111.891;40.361;2.914;45.625;58;1;1995;12;Resumo
88;BCO GARANTIA;I;3;2;12/1995;SAO PAULO;SP;99.741;99.741;53.634;3.268;36.091;21;2;1995;12;Resumo
89;PARAIBAN;I;2;;12/1995;JOAO PESSOA;PB;99.603;99.603;61.222;3.749;21.866;480;5;1995;12;Resumo
90;CREDIBEL;I;3;;12/1995;SAO PAULO;SP;96.996;96.996;14.917;-1.169;77.246;70;2;1995;12;Resumo
91;CONTINENTAL;I;5;2;12/1995;SAO PAULO;SP;96.070;96.070;57.983;-892;1.429;24;1;1995;12;Resumo
92;BRASCAN;C;5;;12/1995;RIO DE JANEIRO;RJ;91.669;91.888;29.555;1.915;48.922;82;2;1995;12;Resumo
93;DAYCOVAL;I;3;2;12/1995;SAO PAULO;SP;85.768;85.768;34.738;708;32.457;114;2;1995;12;Resumo
94;PEBB;I;3;2;12/1995;RIO DE JANEIRO;RJ;85.597;85.597;41.986;-695;38.399;7;2;1995;12;Resumo
95;BEPI;I;2;;12/1995;TERESINA;PI;83.742;83.742;35.121;1.366;29.667;290;6;1995;12;Resumo
96;LAVRA;I;3;2;12/1995;SAO PAULO;SP;81.916;82.337;16.427;79;33.841;114;1;1995;12;Resumo
97;TRIANGULO;I;3;;12/1995;UBERLANDIA;MG;79.013;79.013;20.871;1.057;50.250;57;2;1995;12;Resumo
98;UNION;I;4;;12/1995;SAO PAULO;SP;76.027;76.027;14.993;-15.175;28.200;103;1;1995;12;Resumo
99;BEMAT;I;2;;12/1995;CUIABA;MT;71.749;82.754;6.105;-7.712;41.717;1.268;30;1995;12;Resumo
100;GUANABARA;I;3;;12/1995;RIO DE JANEIRO;RJ;66.099;66.099;15.353;1.095;27.082;32;1;1995;12;Resumo
101;FATOR;C;3;;12/1995;RIO DE JANEIRO;RJ;64.612;65.777;15.775;904;22.821;8;2;1995;12;Resumo
102;ARAUCARIA;I;3;2;12/1995;CURITIBA;PR;63.124;63.124;13.163;583;18.755;46;1;1995;12;Resumo
103;MAPPIN;I;3;2;12/1995;SAO PAULO;SP;60.527;60.527;15.281;907;43.930;82;4;1995;12;Resumo
104;INTERUNION;I;3;2;12/1995;RIO DE JANEIRO;RJ;59.860;60.819;21.118;3.042;22.329;75;3;1995;12;Resumo
105;INTERCAP;I;3;2;12/1995;SAO PAULO;SP;58.783;58.783;11.476;1.456;46.232;63;1;1995;12;Resumo
106;PRIMUS;I;3;2;12/1995;RIO DE JANEIRO;RJ;57.645;57.645;14.968;1.429;6.575;6;2;1995;12;Resumo
107;PARANA;I;3;2;12/1995;CURITIBA;PR;57.023;57.023;12.235;190;34.846;161;7;1995;12;Resumo
108;VR;I;3;2;12/1995;SAO PAULO;SP;56.669;59.023;19.010;949;33.240;60;7;1995;12;Resumo
109;VEGA;C;3;;12/1995;RIO DE JANEIRO;RJ;53.035;54.041;17.467;589;23.150;60;2;1995;12;Resumo
110;PROSPER;I;3;2;12/1995;RIO DE JANEIRO;RJ;51.202;53.931;22.507;-5.297;18.065;30;2;1995;12;Resumo
111;FICSA;I;3;2;12/1995;SAO PAULO;SP;46.169;48.371;16.002;3.379;18.931;25;1;1995;12;Resumo
112;LOGICA;I;3;;12/1995;RIO DE JANEIRO;RJ;43.478;43.478;16.436;1.150;15.402;24;1;1995;12;Resumo
113;MORADA;I;3;2;12/1995;RIO DE JANEIRO;RJ;43.163;43.163;14.222;187;3.233;30;1;1995;12;Resumo
114;PECUNIA;I;3;2;12/1995;SAO PAULO;SP;38.104;38.104;16.242;104;12.832;59;2;1995;12;Resumo
115;LUSO BRASILEIRO;I;3;;12/1995;SAO PAULO;SP;37.872;37.872;12.794;-242;21.303;71;2;1995;12;Resumo
116;LA PROVINCIA;I;4;;12/1995;SAO PAULO;SP;35.951;35.951;17.755;-102;239;22;1;1995;12;Resumo
117;UNIVERSAL;I;3;2;12/1995;RIO DE JANEIRO;RJ;34.542;34.542;9.975;-577;17.622;60;2;1995;12;Resumo
118;AGROINVEST;I;5;2;12/1995;PORTO ALEGRE;RS;33.390;33.390;7.309;-883;22.668;11;1;1995;12;Resumo
119;BANER;I;2;;12/1995;BOA VISTA;RR;31.537;31.836;12.511;-2.233;6.539;226;10;1995;12;Resumo
120;BANAP;I;2;;12/1995;MACAPA;AP;27.369;27.369;5.876;-1.519;14.766;100;2;1995;12;Resumo
121;EXTERIBANK;I;4;;12/1995;SAO PAULO;SP;25.741;25.741;24.138;286;165;8;1;1995;12;Resumo
122;SEGMENTO;I;3;2;12/1995;SAO PAULO;SP;24.415;24.758;9.218;-1;14.750;34;1;1995;12;Resumo
123;RENNER;I;3;;12/1995;PORTO ALEGRE;RS;23.022;23.022;11.112;974;8.306;81;1;1995;12;Resumo
124;CEDULA;I;3;2;12/1995;RIO DE JANEIRO;RJ;22.612;22.612;12.703;976;8.988;37;1;1995;12;Resumo
125;INTERIOR;I;3;;12/1995;SAO JOSE DO RIO PRETO;SP;21.837;22.493;11.348;63;10.111;109;7;1995;12;Resumo
126;EMPRESARIAL;I;3;2;12/1995;SAO JOSE DO RIO PRETO;SP;21.032;21.032;10.559;-156;8.636;121;5;1995;12;Resumo
127;CLASSICO;I;3;;12/1995;RIO DE JANEIRO;RJ;20.985;20.985;15.360;-2.208;789;10;2;1995;12;Resumo
128;CRUZEIRO;I;3;2;12/1995;SAO PAULO;SP;19.955;19.955;14.012;-568;5.742;42;2;1995;12;Resumo
129;RIBEIRAO PRETO;I;3;;12/1995;RIBEIRAO PRETO;SP;19.605;23.613;11.685;496;6.745;14;1;1995;12;Resumo
130;LA REPUBLICA;I;4;;12/1995;SAO PAULO;SP;18.586;18.586;15.921;1.234;264;37;2;1995;12;Resumo
131;CAMBIAL;C;3;;12/1995;RIO DE JANEIRO;RJ;18.271;18.271;9.176;-270;1.287;4;2;1995;12;Resumo
132;BVA;I;3;;12/1995;RIO DE JANEIRO;RJ;18.171;18.944;12.144;314;5.922;28;1;1995;12;Resumo
133;MATONE;I;3;2;12/1995;PORTO ALEGRE;RS;17.829;17.937;7.778;83;9.091;52;1;1995;12;Resumo
134;BGN;I;3;;12/1995;SAO PAULO;SP;17.066;17.066;16.049;356;235;16;2;1995;12;Resumo
135;BANCNACION;I;4;;12/1995;RIO DE JANEIRO;RJ;16.678;16.678;4.077;-2.132;6.364;44;2;1995;12;Resumo
136;PREMIER;I;3;;12/1995;BELO HORIZONTE;MG;16.516;16.516;7.832;956;6.352;39;1;1995;12;Resumo
137;SANTOS NEVES;I;3;2;12/1995;VITORIA;ES;16.091;16.510;10.859;-318;4.729;52;3;1995;12;Resumo
138;GERDAU;I;3;2;12/1995;PORTO ALEGRE;RS;15.272;15.272;11.567;7;3.071;15;1;1995;12;Resumo
139;INDUSCRED;I;3;2;12/1995;SAO PAULO;SP;14.962;16.476;12.303;1.773;2.143;33;1;1995;12;Resumo
140;COMERCIAL SP;I;3;;12/1995;SAO PAULO;SP;9.036;9.036;-2.259;-12.390;4.371;13;2;1995;12;Resumo
141;THECA;I;3;2;12/1995;BRASILIA;DF;8.222;8.222;7.701;550;0;2;1;1995;12;Resumo
142;BCO PLANIBANC;I;5;2;12/1995;SAO PAULO;SP;6.696;6.696;3.406;-779;2.184;48;1;1995;12;Resumo
143;BANCIONAL;I;3;2;12/1995;SALVADOR;BA;4.841;4.841;3.743;319;644;17;1;1995;12;Resumo
144;CREDIPLAN;I;3;;12/1995;ARACAJU;SE;2.559;2.559;-1.041;-3.242;1.429;28;2;1995;12;Resumo
1;BNDES;I;1;;12/1995;RIO DE JANEIRO;RJ;43.569.375;43.569.375;13.864.117;306.217;224.871;1.196;1;1995;12;Resumo
2;ECONOMICO;C;3;;12/1995;SALVADOR;BA;5.815.336;5.815.336;-2.578.873;-417.712;1.438.072;10.124;284;1995;12;Resumo
3;NOROESTE;C;3;;12/1995;SAO PAULO;SP;3.374.250;3.914.720;418.897;36.806;1.475.564;5.659;90;1995;12;Resumo
4;CCF BRASIL;C;4;;12/1995;SAO PAULO;SP;3.203.526;5.274.688;181.070;2.074;635.192;331;4;1995;12;Resumo
5;NACIONAL;C;3;;12/1995;BELO HORIZONTE;MG;3.198.221;3.198.221;-6.274.430;-581.544;1.608.322;;;1995;12;Resumo
6;BBI;C;3;;12/1995;SALVADOR;BA;2.272.059;2.816.445;218.804;23.476;1.106.984;16;3;1995;12;Resumo
7;BCO INV GARANTIA;I;3;2;12/1995;SAO PAULO;SP;2.241.789;2.242.590;400.508;68.761;841.137;;;1995;12;Resumo
8;NORCHEM;C;5;;12/1995;SAO PAULO;SP;2.169.925;2.382.527;157.191;20.272;1.410.500;386;3;1995;12;Resumo
9;BANORTE;I;3;2;12/1995;RECIFE;PE;1.839.688;1.839.688;166.584;6.239;938.379;3.822;81;1995;12;Resumo
10;MULTIPLIC;C;5;;12/1995;RIO DE JANEIRO;RJ;1.725.576;1.773.341;350.786;45.705;710.264;301;2;1995;12;Resumo
11;BANCOCIDADE;C;3;;12/1995;SAO PAULO;SP;1.663.833;2.114.337;143.811;9.555;1.029.171;1.209;23;1995;12;Resumo
12;BISA;I;3;2;12/1995;SAO PAULO;SP;1.394.094;1.395.762;278.298;27.253;454.339;1.000;14;1995;12;Resumo
13;FIAT;I;4;2;12/1995;SAO PAULO;SP;1.166.828;1.263.044;162.570;13.127;344.860;673;17;1995;12;Resumo
14;ICATU;I;3;2;12/1995;RIO DE JANEIRO;RJ;1.078.773;1.671.542;191.578;18.967;100.834;414;3;1995;12;Resumo
15;BRDE;I;2;;12/1995;PORTO ALEGRE;RS;1.009.798;1.009.798;464.959;8.273;0;519;3;1995;12;Resumo
16;INTER-ATLANTICO;I;5;2;12/1995;RIO DE JANEIRO;RJ;899.511;1.010.053;93.884;9.029;432.494;237;3;1995;12;Resumo
17;GENERAL MOTORS;I;4;2;12/1995;SAO PAULO;SP;843.344;843.344;106.225;-4.744;101.271;681;7;1995;12;Resumo
18;BDMG;I;2;;12/1995;BELO HORIZONTE;MG;781.298;781.298;161.526;-15.402;182.838;530;1;1995;12;Resumo
19;AUTOLATINA;I;4;2;12/1995;SAO PAULO;SP;741.737;741.737;121.635;-7.455;243.959;395;16;1995;12;Resumo
20;TOKYO;I;4;2;12/1995;SAO PAULO;SP;544.602;555.135;69.137;499;71.707;295;8;1995;12;Resumo
21;MATRIX;C;3;;12/1995;SAO PAULO;SP;502.279;502.279;97.663;24.790;182.937;76;1;1995;12;Resumo
22;MULTI;I;4;2;12/1995;SAO PAULO;SP;493.571;493.571;40.371;4.698;47.853;30;1;1995;12;Resumo
23;DESENBANCO;I;2;;12/1995;SALVADOR;BA;447.079;447.079;67.766;-14.125;15.618;397;1;1995;12;Resumo
24;BADESC;I;2;;12/1995;FLORIANOPOLIS;SC;330.556;330.556;80.831;-12.062;414;180;1;1995;12;Resumo
25;PROGRESSO;C;3;;12/1995;BELO HORIZONTE;MG;310.096;310.096;64.311;-8.932;175.871;932;27;1995;12;Resumo
26;BOREAL;I;3;2;12/1995;RIO DE JANEIRO;RJ;303.414;333.539;39.420;2.276;13.596;55;1;1995;12;Resumo
27;BCO MERCANTIL PERNAMBUCO INVS;I;3;2;12/1995;RECIFE;PE;281.285;281.285;-109.772;-85.198;188.195;750;20;1995;12;Resumo
28;BRASEG;I;5;;12/1995;SAO PAULO;SP;280.527;280.527;29.338;1.737;103.373;88;1;1995;12;Resumo
29;CREFISUL;I;5;2;12/1995;SAO PAULO;SP;256.460;256.460;105.866;7.156;114.407;17;1;1995;12;Resumo
30;FENICIA;I;3;2;12/1995;SAO PAULO;SP;231.718;231.718;61.329;5.814;82.401;191;3;1995;12;Resumo
31;BANQUEIROZ;I;3;2;12/1995;SAO PAULO;SP;219.258;219.978;20.892;-7.471;129.990;475;11;1995;12;Resumo
32;LIBERAL;C;3;;12/1995;SAO PAULO;SP;207.066;207.066;21.725;6.542;9.714;31;2;1995;12;Resumo
33;BANDES;I;2;2;12/1995;VITORIA;ES;200.525;200.525;40.874;-3.567;26.658;302;1;1995;12;Resumo
34;CINDAM;I;3;2;12/1995;RIO DE JANEIRO;RJ;195.431;195.431;40.512;2.071;53.162;126;2;1995;12;Resumo
35;BRJ;I;3;;12/1995;RIO DE JANEIRO;RJ;182.821;182.821;15.370;65;1.723;122;1;1995;12;Resumo
36;GRAPHUS;C;3;;12/1995;SAO PAULO;SP;177.679;177.679;32.664;2.585;12.579;28;2;1995;12;Resumo
37;PATENTE;C;3;;12/1995;SAO PAULO;SP;176.797;744.534;33.562;469;31.712;68;2;1995;12;Resumo
38;RENDIMENTO;C;3;;12/1995;SAO PAULO;SP;172.035;175.998;39.798;4.113;92.802;93;1;1995;12;Resumo
39;TRANSBANCO;I;3;2;12/1995;CURITIBA;PR;160.180;160.180;32.050;-2.728;8.533;;;1995;12;Resumo
40;BERON;I;2;;12/1995;PORTO VELHO;RO;159.412;159.412;-56.377;-19.284;171.952;1.101;29;1995;12;Resumo
41;BCO FINASA INV;I;3;2;12/1995;SAO PAULO;SP;151.873;151.873;123.822;1.011;5.678;;;1995;12;Resumo
42;INDUSVAL;I;3;2;12/1995;SAO PAULO;SP;145.750;146.151;21.302;1.449;46.400;70;1;1995;12;Resumo
43;GULFINVEST;I;5;2;12/1995;RIO DE JANEIRO;RJ;144.857;144.857;78.864;5.481;48.254;19;2;1995;12;Resumo
44;ARBI;I;3;2;12/1995;RIO DE JANEIRO;RJ;138.498;138.498;43.524;-13.366;41.158;49;2;1995;12;Resumo
45;MARKA;I;3;;12/1995;RIO DE JANEIRO;RJ;121.281;121.281;37.976;5.957;53.253;103;2;1995;12;Resumo
46;EUROINVEST;I;5;2;12/1995;RIO DE JANEIRO;RJ;117.692;131.964;34.396;1.136;53.741;4;1;1995;12;Resumo
47;MARTINELLI;I;3;2;12/1995;SAO PAULO;SP;111.199;112.899;18.502;-2.155;68.300;201;4;1995;12;Resumo
48;BCO INV BMC;I;3;2;12/1995;SAO PAULO;SP;98.759;98.759;32.149;1.889;55.653;;;1995;12;Resumo
49;BATTISTELLA;I;3;;12/1995;SAO PAULO;SP;96.369;96.369;35.145;-4.314;0;67;5;1995;12;Resumo
50;BANACRE;I;2;;12/1995;RIO BRANCO;AC;89.638;89.638;3.232;-9.169;50.586;654;15;1995;12;Resumo
51;BCO BANDEIRANTES INVS;I;3;2;12/1995;SAO PAULO;SP;88.796;88.796;30.567;1.392;41.135;;;1995;12;Resumo
52;FONTE;C;3;;12/1995;RIO DE JANEIRO;RJ;82.145;82.145;39.957;450;10.795;52;2;1995;12;Resumo
53;OURINVEST;C;3;;12/1995;SAO PAULO;SP;80.734;80.734;18.101;-2.230;49.579;60;1;1995;12;Resumo
54;HNF;I;3;2;12/1995;MOSSORO;RN;73.741;74.373;154;-655;53.882;102;4;1995;12;Resumo
55;FITAL;I;3;;12/1995;RIO DE JANEIRO;RJ;73.157;73.157;10.810;-854;62.258;7;1;1995;12;Resumo
56;PORTO REAL;I;3;;12/1995;RESENDE;RJ;70.063;70.063;23.730;393;36.276;337;13;1995;12;Resumo
57;DESTAK;I;3;;12/1995;RIO DE JANEIRO;RJ;69.483;69.483;10.067;635;5.461;23;1;1995;12;Resumo
58;PATRIMONIO;I;3;;12/1995;SAO PAULO;SP;67.763;67.763;13.658;5.251;29.134;;;1995;12;Resumo
59;DIMENSAO;I;3;2;12/1995;RIO DE JANEIRO;RJ;65.723;65.723;30.733;1.854;2.282;56;2;1995;12;Resumo
60;EQUATORIAL;I;3;;12/1995;FORTALEZA;CE;65.133;65.133;16.725;555;44.358;28;2;1995;12;Resumo
