ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;ano;mes;relatorio
13;SANTANDER BRASIL;C;4;;06/1998;RIO DE JANEIRO;RJ;9.922.602;10.733.071;699.879;43.695;4.008.544;7.940;163;1998;6;Resumo
14;BANKBOSTON;C;4;;06/1998;SAO PAULO;SP;9.864.043;10.608.678;745.495;62.908;1.567.227;4.079;52;1998;6;Resumo
15;MERIDIONAL;C;5;;06/1998;PORTO ALEGRE;RS;9.273.799;16.482.213;1.023.192;45.811;3.220.579;6.225;224;1998;6;Resumo
16;BBA-CREDITANSTALT;C;5;;06/1998;SAO PAULO;SP;8.416.980;8.715.378;608.543;66.239;2.090.765;388;5;1998;6;Resumo
17;BOAVISTA;C;5;;06/1998;RIO DE JANEIRO;RJ;6.904.444;6.910.163;394.210;12.566;2.208.770;2.989;69;1998;6;Resumo
18;MERCANTIL FINASA;C;3;;06/1998;SAO PAULO;SP;6.791.397;7.020.403;1.132.605;50.474;4.166.635;5.067;202;1998;6;Resumo
19;SUDAMERIS;C;4;;06/1998;SAO PAULO;SP;6.457.967;8.535.968;600.824;40.063;2.136.801;5.075;97;1998;6;Resumo
20;ABN AMRO;C;4;;06/1998;SAO PAULO;SP;6.164.895;6.326.154;565.652;48.507;1.209.716;2.872;29;1998;6;Resumo
21;BNB;I;1;;06/1998;FORTALEZA;CE;5.973.806;5.985.296;757.063;28.983;1.225.242;7.368;175;1998;6;Resumo
22;BANESTADO;C;2;;06/1998;CURITIBA;PR;5.841.632;5.860.282;-1.826.512;-2.056.744;5.022.268;11.868;392;1998;6;Resumo
23;BANDEIRANTES;C;4;;06/1998;SAO PAULO;SP;5.131.441;5.617.477;42.029;-21.530;2.640.448;7.844;178;1998;6;Resumo
24;VOTORANTIM;C;3;;06/1998;SAO PAULO;SP;4.712.384;4.762.384;290.117;18.806;1.419.201;222;2;1998;6;Resumo
25;BBM;C;3;;06/1998;SALVADOR;BA;4.338.155;4.468.445;364.557;40.444;725.423;176;3;1998;6;Resumo
26;LLOYDS;C;4;;06/1998;SAO PAULO;SP;4.065.970;5.070.365;241.847;-18.348;1.348.864;400;22;1998;6;Resumo
27;JP MORGAN;C;4;;06/1998;SAO PAULO;SP;3.996.623;3.996.623;372.004;94.689;545.806;230;4;1998;6;Resumo
28;EXCEL;C;4;;06/1998;SALVADOR;BA;3.952.929;7.370.928;-583.532;-1.114.111;2.294.863;6.676;220;1998;6;Resumo
29;AMERICA DO SUL;C;5;;06/1998;SAO PAULO;SP;3.916.272;4.194.010;154.476;-138.639;2.011.876;4.536;139;1998;6;Resumo
30;CHASE;C;4;;06/1998;SAO PAULO;SP;3.682.556;3.691.590;557.512;42.790;159.602;363;2;1998;6;Resumo
31;DEUTSCHE;C;4;;06/1998;SAO PAULO;SP;3.274.690;4.204.489;143.371;13.261;369.361;305;2;1998;6;Resumo
32;CSFB GARANTIA;C;4;;06/1998;SAO PAULO;SP;3.192.764;3.195.764;265.984;27.827;33.593;16;2;1998;6;Resumo
33;ING BANK;I;4;2;06/1998;SAO PAULO;SP;3.137.272;3.242.999;98.664;12.172;473.566;320;1;1998;6;Resumo
34;BEMGE;C;2;;06/1998;BELO HORIZONTE;MG;3.006.957;3.217.984;246.475;-262.155;1.891.901;7.758;473;1998;6;Resumo
35;PACTUAL;C;3;;06/1998;RIO DE JANEIRO;RJ;2.807.782;4.409.614;308.717;50.146;756.654;376;2;1998;6;Resumo
36;BESC;I;2;2;06/1998;FLORIANOPOLIS;SC;2.445.673;2.445.673;269.569;14.026;1.433.280;7.683;255;1998;6;Resumo
37;FIBRA;C;3;;06/1998;SAO PAULO;SP;2.409.110;2.929.111;206.751;27.826;574.944;530;10;1998;6;Resumo
38;PONTUAL;C;3;;06/1998;SAO PAULO;SP;2.400.398;2.400.398;148.666;-2.711;585.820;270;10;1998;6;Resumo
39;BARCLAYS GALICIA;C;5;;06/1998;SAO PAULO;SP;2.293.319;2.958.817;163.726;18.695;274.636;118;1;1998;6;Resumo
40;BMC;C;3;;06/1998;SAO PAULO;SP;2.218.053;2.218.053;234.558;20.087;620.237;361;12;1998;6;Resumo
41;BANEB;I;2;2;06/1998;SALVADOR;BA;2.208.206;2.208.206;92.370;-445.168;1.504.052;2.950;171;1998;6;Resumo
42;BIC;C;3;;06/1998;SAO PAULO;SP;2.202.704;3.995.208;220.999;2.536;1.059.875;890;37;1998;6;Resumo
43;DRESDNER;C;4;;06/1998;SAO PAULO;SP;2.165.124;2.187.653;135.356;9.243;25.281;220;5;1998;6;Resumo
44;RURAL;C;3;;06/1998;RIO DE JANEIRO;RJ;2.071.418;2.192.171;237.557;51.457;839.756;1.695;58;1998;6;Resumo
45;CREDIBANCO;C;5;;06/1998;RIO DE JANEIRO;RJ;1.810.759;1.949.271;179.722;9.906;334.811;285;2;1998;6;Resumo
46;BMB;I;3;2;06/1998;BELO HORIZONTE;MG;1.749.238;2.211.813;375.227;8.099;1.139.071;4.377;178;1998;6;Resumo
47;BMG;C;3;;06/1998;BELO HORIZONTE;MG;1.672.823;1.761.585;170.070;8.575;462.040;440;24;1998;6;Resumo
48;BEAL;I;4;2;06/1998;SAO PAULO;SP;1.635.425;1.708.835;87.958;3.517;283.328;180;3;1998;6;Resumo
49;TOKYOMITSUBISHI;I;4;2;06/1998;SAO PAULO;SP;1.607.462;1.737.476;192.419;904;52.838;275;6;1998;6;Resumo
50;BASA;I;1;;06/1998;BELEM;PA;1.583.114;1.585.714;157.214;11.123;808.764;2.908;83;1998;6;Resumo
51;BRB;I;2;2;06/1998;BRASILIA;DF;1.554.456;1.619.134;215.427;1.650;843.099;3.431;55;1998;6;Resumo
52;BEG;I;2;2;06/1998;GOIANIA;GO;1.410.552;1.410.552;-85.098;-93.886;657.235;3.006;169;1998;6;Resumo
53;SOGERAL;C;5;;06/1998;SAO PAULO;SP;1.229.266;1.370.016;96.848;4.536;232.696;153;2;1998;6;Resumo
54;AGF BRASEG;C;5;;06/1998;SAO PAULO;SP;1.201.343;1.348.495;69.258;6.193;270.938;83;1;1998;6;Resumo
55;INTER AMEX;C;5;;06/1998;SAO PAULO;SP;1.176.499;1.176.499;105.664;6.515;293.922;129;5;1998;6;Resumo
56;ABC-BRASIL;C;4;;06/1998;SAO PAULO;SP;1.117.657;1.379.077;152.761;17.760;275.542;210;4;1998;6;Resumo
57;BNL;I;4;2;06/1998;SAO PAULO;SP;988.821;988.821;116.874;14.921;158.552;240;4;1998;6;Resumo
58;BANESTES;I;2;2;06/1998;VITORIA;ES;987.277;996.444;-346.671;-8.557;881.758;3.488;86;1998;6;Resumo
59;BEC;C;2;;06/1998;FORTALEZA;CE;959.588;984.287;-71.688;-145.962;602.163;1.439;72;1998;6;Resumo
60;CREFISUL;C;3;;06/1998;SAO PAULO;SP;928.038;941.338;136.490;3.319;470.645;471;14;1998;6;Resumo
61;RAIBOBANK;I;4;;06/1998;SAO PAULO;SP;922.546;922.546;38.980;-1.624;131.164;84;1;1998;6;Resumo
62;FININVEST;I;5;2;06/1998;RIO DE JANEIRO;RJ;921.883;921.883;103.902;7.683;497.153;53;3;1998;6;Resumo
63;SUMITBANK;I;4;;06/1998;SAO PAULO;SP;910.882;910.882;143.407;11.874;19.163;146;3;1998;6;Resumo
64;SUL AMERICA;C;5;;06/1998;SAO PAULO;SP;813.429;813.429;117.198;13.956;370.707;144;2;1998;6;Resumo
65;SANTOS;I;3;2;06/1998;SAO PAULO;SP;806.851;2.006.853;121.581;12.410;477.913;151;2;1998;6;Resumo
66;BANDEPE;I;2;2;06/1998;RECIFE;PE;737.190;737.190;-766.677;-471.183;779.379;2.059;52;1998;6;Resumo
67;BNP;I;4;;06/1998;SAO PAULO;SP;574.528;574.528;66.602;3.121;170.467;62;1;1998;6;Resumo
68;PEBB;C;3;;06/1998;RIO DE JANEIRO;RJ;554.699;4.337.718;77.479;-311;13.004;4;2;1998;6;Resumo
69;BEA;I;2;;06/1998;MANAUS;AM;551.625;551.625;99.099;197;309.735;1.294;37;1998;6;Resumo
70;PANAMERICANO;I;3;2;06/1998;SAO PAULO;SP;528.034;571.065;80.055;1.144;353.265;145;2;1998;6;Resumo
71;CREDITO SP;I;3;2;06/1998;SAO PAULO;SP;518.866;718.865;115.998;8.466;176.498;77;1;1998;6;Resumo
72;INDUSTRIAL;I;3;2;06/1998;SAO PAULO;SP;485.839;485.839;62.169;6.953;172.301;107;1;1998;6;Resumo
73;BANESE;I;2;;06/1998;ARACAJU;SE;451.716;451.716;-22.883;-61.919;423.308;1.063;48;1998;6;Resumo
74;OMEGA;C;3;;06/1998;RIO DE JANEIRO;RJ;389.031;448.046;48.231;-1.861;27.574;71;4;1998;6;Resumo
75;BRASCAN;C;4;;06/1998;RIO DE JANEIRO;RJ;386.618;426.774;64.802;2.954;171.068;133;2;1998;6;Resumo
76;SOFISA;C;3;;06/1998;SAO PAULO;SP;381.886;405.736;83.414;9.036;211.961;133;2;1998;6;Resumo
77;CACIQUE;C;3;;06/1998;SAO PAULO;SP;357.625;357.625;88.805;10.190;73.846;208;2;1998;6;Resumo
78;BVA;I;3;;06/1998;RIO DE JANEIRO;RJ;338.955;353.436;30.321;7.466;41.987;21;1;1998;6;Resumo
79;BANPARA;I;2;;06/1998;BELEM;PA;298.021;298.983;-154.930;-14.326;328.320;853;37;1998;6;Resumo
80;BEM;I;2;2;06/1998;SAO LUIS;MA;293.007;293.007;-217.128;-25.788;390.490;862;78;1998;6;Resumo
81;PINE;C;3;;06/1998;SAO PAULO;SP;273.482;273.482;62.222;12.123;102.410;73;3;1998;6;Resumo
82;FATOR;C;3;;06/1998;SAO PAULO;SP;269.582;269.582;29.544;3.450;29.370;14;2;1998;6;Resumo
83;SCHAHIN;C;3;;06/1998;SAO PAULO;SP;265.415;267.207;38.749;341;73.209;71;1;1998;6;Resumo
84;PROSPER;C;3;;06/1998;RIO DE JANEIRO;RJ;257.220;257.220;45.741;4.896;17.683;24;2;1998;6;Resumo
85;LA PROVINCIA;I;4;;06/1998;SAO PAULO;SP;228.306;228.306;38.962;2.738;2.393;28;2;1998;6;Resumo
86;TRIANGULO;I;3;;06/1998;UBERLANDIA;MG;184.375;184.375;41.043;5.297;121.838;118;2;1998;6;Resumo
87;GUANABARA;I;3;;06/1998;RIO DE JANEIRO;RJ;166.650;166.650;28.517;3.170;51.311;34;1;1998;6;Resumo
88;CRUZEIRO;I;3;2;06/1998;SAO PAULO;SP;160.890;219.982;18.017;1.802;39.642;81;2;1998;6;Resumo
89;DAYCOVAL;I;3;2;06/1998;SAO PAULO;SP;157.768;159.581;60.218;5.751;73.503;128;3;1998;6;Resumo
90;INTERCAP;I;3;2;06/1998;SAO PAULO;SP;156.514;156.514;19.414;2.588;133.547;77;1;1998;6;Resumo
91;LAVRA;I;3;2;06/1998;SAO PAULO;SP;156.089;160.743;21.827;71;55.364;43;1;1998;6;Resumo
92;BANCOOB;I;3;;06/1998;BRASILIA;DF;148.118;174.112;9.492;275;32.170;47;1;1998;6;Resumo
93;VR;C;3;;06/1998;SAO PAULO;SP;135.740;135.740;25.381;3.087;53.310;55;1;1998;6;Resumo
94;CREDIBEL;I;3;2;06/1998;SOROCABA;SP;122.891;122.891;32.998;3.386;54.539;100;4;1998;6;Resumo
95;BEPI;I;2;;06/1998;TERESINA;PI;121.798;121.798;37.688;653;55.082;252;7;1998;6;Resumo
96;GERDAU;I;3;2;06/1998;PORTO ALEGRE;RS;119.438;121.071;12.736;1.120;30.120;25;1;1998;6;Resumo
97;THECA;C;3;;06/1998;SAO PAULO;SP;119.031;119.031;14.157;579;0;2;1;1998;6;Resumo
98;CLASSICO;I;3;;06/1998;RIO DE JANEIRO;RJ;109.533;109.533;103.197;8.376;1.976;9;2;1998;6;Resumo
99;FICSA;I;3;2;06/1998;SAO PAULO;SP;103.218;103.969;37.640;3.955;44.223;29;1;1998;6;Resumo
100;PARAIBAN;I;2;;06/1998;JOAO PESSOA;PB;98.380;124.631;35.997;4.058;40.493;415;7;1998;6;Resumo
101;ARAUCARIA;I;3;2;06/1998;CURITIBA;PR;96.828;96.828;20.857;1.763;42.583;73;4;1998;6;Resumo
102;BANCNACION;I;4;;06/1998;RIO DE JANEIRO;RJ;95.751;95.751;36.233;24.396;5.060;44;2;1998;6;Resumo
103;INVESTCRED;I;3;2;06/1998;RIO DE JANEIRO;RJ;92.122;92.122;69.549;4.902;14.880;15;1;1998;6;Resumo
104;WACHOVIA;I;4;;06/1998;SAO PAULO;SP;81.582;81.582;27.947;-1.609;2.035;48;2;1998;6;Resumo
105;MODAL;I;3;2;06/1998;RIO DE JANEIRO;RJ;79.760;79.760;19.042;1.504;27.116;51;1;1998;6;Resumo
106;INTERIOR;I;3;;06/1998;SAO JOSE DO RIO PRETO;SP;67.405;69.848;20.505;222;38.898;157;11;1998;6;Resumo
107;AGROINVEST;I;5;2;06/1998;PORTO ALEGRE;RS;66.588;66.588;9.927;634;20.968;12;1;1998;6;Resumo
108;PARANA;I;3;2;06/1998;CURITIBA;PR;65.708;65.708;12.369;1.044;46.013;68;2;1998;6;Resumo
109;PECUNIA;I;3;2;06/1998;SAO PAULO;SP;64.820;64.820;18.608;1.052;37.853;31;2;1998;6;Resumo
110;RENNER;I;3;;06/1998;PORTO ALEGRE;RS;58.417;58.417;21.715;1.947;31.661;77;1;1998;6;Resumo
111;MORADA;I;3;2;06/1998;RIO DE JANEIRO;RJ;56.377;56.377;17.861;651;23.559;3;10;1998;6;Resumo
112;UNION;I;4;;06/1998;SAO PAULO;SP;52.577;52.577;29.048;-4.851;13.871;29;1;1998;6;Resumo
113;SANTOS NEVES;I;3;2;06/1998;VITORIA;ES;50.647;51.391;13.542;851;21.845;80;3;1998;6;Resumo
114;BANSICREDI;I;3;;06/1998;PORTO ALEGRE;RS;49.423;157.439;15.903;403;18.926;53;7;1998;6;Resumo
115;BCOMURUGUAI;I;4;;06/1998;PORTO ALEGRE;RS;48.946;48.946;17.084;788;10.223;35;1;1998;6;Resumo
116;LUSO BRASILEIRO;I;3;;06/1998;SAO PAULO;SP;46.884;48.331;14.646;225;25.933;68;2;1998;6;Resumo
117;CEDULA;I;3;;06/1998;RIO DE JANEIRO;RJ;45.242;45.242;20.629;951;23.086;38;1;1998;6;Resumo
118;BGN;I;3;2;06/1998;RECIFE;PE;44.280;44.280;19.879;1.040;19.528;30;3;1998;6;Resumo
119;RIBEIRAO PRETO;I;3;;06/1998;RIBEIRAO PRETO;SP;42.348;42.448;15.776;1.507;13.294;20;1;1998;6;Resumo
120;EXTERIBANK;I;4;;06/1998;SAO PAULO;SP;39.678;39.678;29.348;2.008;6.136;11;1;1998;6;Resumo
121;MATONE;I;3;2;06/1998;PORTO ALEGRE;RS;38.245;38.245;9.474;664;25.720;120;1;1998;6;Resumo
122;PRIMUS;C;3;;06/1998;RIO DE JANEIRO;RJ;35.370;45.390;17.030;681;3.547;5;2;1998;6;Resumo
123;BONSUCESSO;I;3;2;06/1998;BELO HORIZONTE;MG;32.906;32.906;11.618;716;19.442;15;1;1998;6;Resumo
124;OPPORTUNITY;I;3;2;06/1998;RIO DE JANEIRO;RJ;31.339;208.126;24.349;4.244;0;22;1;1998;6;Resumo
125;DESTAK;I;3;2;06/1998;RIO DE JANEIRO;RJ;27.305;27.305;15.001;3.967;4.747;16;1;1998;6;Resumo
126;PLANIBANC;C;5;;06/1998;SAO PAULO;SP;25.195;25.195;17.534;626;5;58;1;1998;6;Resumo
127;LA REPUBLICA;I;4;;06/1998;SAO PAULO;SP;20.257;20.257;10.029;-4.851;1.105;39;2;1998;6;Resumo
128;BANER;I;2;;06/1998;BOA VISTA;RR;19.863;19.863;-11.606;-7.771;103;113;1;1998;6;Resumo
129;BANCAP;I;3;2;06/1998;SALVADOR;BA;13.215;13.215;10.096;514;1.718;22;1;1998;6;Resumo
130;HISPANO;I;4;;06/1998;SAO PAULO;SP;9.211;9.211;8.613;39;0;4;1;1998;6;Resumo
1;BNDES;I;1;;06/1998;RIO DE JANEIRO;RJ;63.460.877;63.460.877;11.182.032;678.303;215.127;1.172;1;1998;6;Resumo
2;CCF BRASIL;C;4;;06/1998;SAO PAULO;SP;7.070.359;10.028.366;357.746;44.101;266.566;444;5;1998;6;Resumo
3;FIAT;C;4;;06/1998;SAO PAULO;SP;4.355.074;4.363.973;326.329;27.145;2.524.178;713;17;1998;6;Resumo
4;BANCOCIDADE;C;3;;06/1998;SAO PAULO;SP;2.804.324;2.977.475;182.347;306;918.276;964;24;1998;6;Resumo
5;GM;C;4;;06/1998;SAO CAETANO DO SUL;SP;2.613.271;2.613.271;228.686;10.025;1.288.243;963;7;1998;6;Resumo
6;FORD;C;4;;06/1998;SAO PAULO;SP;2.195.540;2.195.540;177.424;20.214;746.357;393;10;1998;6;Resumo
7;VOLKSWAGEN;C;4;;06/1998;SAO PAULO;SP;2.082.052;2.082.052;183.826;23.897;1.013.641;367;10;1998;6;Resumo
8;ICATU;C;3;;06/1998;RIO DE JANEIRO;RJ;1.886.181;2.325.553;275.535;23.054;421.565;387;2;1998;6;Resumo
9;BRDE;I;2;;06/1998;PORTO ALEGRE;RS;1.842.164;1.842.164;487.512;-19.905;0;540;3;1998;6;Resumo
10;REPUBLIC NATION;I;4;;06/1998;SAO PAULO;SP;1.080.006;1.080.006;118.025;7.106;68.223;20;1;1998;6;Resumo
11;MULTI;I;4;;06/1998;SAO PAULO;SP;1.028.286;1.037.535;175.702;13.400;148.188;30;1;1998;6;Resumo
12;MATRIX;C;3;;06/1998;SAO PAULO;SP;1.024.538;1.100.713;105.653;16.079;87.969;93;2;1998;6;Resumo
13;DESENBANCO;I;2;;06/1998;SALVADOR;BA;840.013;840.013;63.523;-324.426;17.206;329;1;1998;6;Resumo
14;FONTE;C;3;;06/1998;RIO DE JANEIRO;RJ;623.679;758.677;103.699;29.711;133.612;140;2;1998;6;Resumo
15;LIBERAL;C;4;;06/1998;SAO PAULO;SP;572.227;587.084;104.735;8.236;-13.201;36;2;1998;6;Resumo
16;MULTIPLIC;C;5;;06/1998;RIO DE JANEIRO;RJ;561.773;561.773;345.216;26.923;72;2;2;1998;6;Resumo
17;BDMG;I;2;;06/1998;BELO HORIZONTE;MG;552.869;552.869;5.588;-123.039;10.817;434;1;1998;6;Resumo
18;FENICIA;C;3;;06/1998;SAO PAULO;SP;381.870;381.870;86.172;15.694;90.223;117;3;1998;6;Resumo
19;BADESC;I;2;;06/1998;FLORIANOPOLIS;SC;298.680;298.680;48.880;-50.380;0;159;1;1998;6;Resumo
20;BANCO AXIAL;I;3;2;06/1998;SAO PAULO;SP;291.332;306.568;28.847;3.710;33.676;31;1;1998;6;Resumo
21;PATRIMONIO;I;3;;06/1998;SAO PAULO;SP;266.314;266.314;70.830;9.871;55.249;;;1998;6;Resumo
22;BANDES;I;2;2;06/1998;VITORIA;ES;239.231;239.231;27.638;-9.865;30.313;323;1;1998;6;Resumo
23;INDUSVAL;C;3;;06/1998;SAO PAULO;SP;236.236;237.436;27.752;3.381;84.813;102;1;1998;6;Resumo
24;MARKA;I;3;;06/1998;RIO DE JANEIRO;RJ;222.994;222.994;61.974;11.081;97.909;94;2;1998;6;Resumo
25;PATENTE;C;3;;06/1998;SAO PAULO;SP;197.360;837.117;37.477;5.901;8.325;42;2;1998;6;Resumo
26;ARBI;C;3;;06/1998;RIO DE JANEIRO;RJ;187.362;187.362;45.930;1.894;4.714;5;1;1998;6;Resumo
27;BRJ;I;3;;06/1998;RIO DE JANEIRO;RJ;182.788;182.788;15.489;-428;1.272;43;1;1998;6;Resumo
28;EUROINVEST;I;5;2;06/1998;RIO DE JANEIRO;RJ;178.483;178.483;39.742;2.944;97.572;6;1;1998;6;Resumo
29;SOCOPA;C;3;;06/1998;SAO PAULO;SP;174.716;174.716;24.512;2.653;41.470;103;3;1998;6;Resumo
30;RENDIMENTO;I;3;;06/1998;SAO PAULO;SP;160.562;213.462;52.453;1.757;72.224;55;1;1998;6;Resumo
31;EQUATORIAL;I;3;2;06/1998;FORTALEZA;CE;129.563;129.563;27.180;2.380;92.080;34;4;1998;6;Resumo
32;STOCK;C;3;;06/1998;RIO DE JANEIRO;RJ;112.785;1.212.785;26.456;2.284;7.530;5;2;1998;6;Resumo
33;TRANSBANCO;I;3;2;06/1998;CURITIBA;PR;103.552;103.552;10.140;-12.391;16.977;;;1998;6;Resumo
34;BOREAL;I;3;2;06/1998;RIO DE JANEIRO;RJ;92.729;92.729;57.244;4.044;13.130;36;1;1998;6;Resumo
35;TENDENCIA;C;3;;06/1998;SAO PAULO;SP;85.719;85.719;64.959;-3.125;-763;5;1;1998;6;Resumo
36;GRAPHUS;C;4;;06/1998;RIO DE JANEIRO;RJ;85.293;98.829;30.264;-179;6.623;49;2;1998;6;Resumo
37;MERRILL LYNCH;I;4;;06/1998;SAO PAULO;SP;80.964;80.964;32.626;4.658;0;123;1;1998;6;Resumo
38;PORTO REAL;I;3;;06/1998;RESENDE;RJ;80.341;81.863;19.227;314;56.072;246;9;1998;6;Resumo
39;OURINVEST;C;3;;06/1998;SAO PAULO;SP;74.048;74.048;21.791;1.833;8.256;83;1;1998;6;Resumo
40;REDE;I;3;;06/1998;SAO PAULO;SP;65.671;65.671;28.357;-23.315;22.357;16;1;1998;6;Resumo
41;HEXABANCO;I;3;;06/1998;SAO PAULO;SP;63.307;63.307;15.103;381;45.055;60;1;1998;6;Resumo
42;BCO MERCANTIL INVS;I;3;2;06/1998;BELO HORIZONTE;MG;47.327;47.327;29.106;83;8.576;;;1998;6;Resumo
43;BANACRE;I;2;;06/1998;RIO BRANCO;AC;46.415;46.415;-60.071;-43.074;95.976;162;2;1998;6;Resumo
44;INTERPART;I;3;;06/1998;SAO PAULO;SP;45.252;45.252;13.371;0;8.751;12;1;1998;6;Resumo
45;NACOES;I;3;;06/1998;SAO PAULO;SP;40.360;44.507;10.374;-1.095;23.811;75;2;1998;6;Resumo
46;EXPRINTER LOSAN;I;5;2;06/1998;SAO PAULO;SP;36.785;36.785;16.844;-2.159;8.309;50;1;1998;6;Resumo
47;TRICURY;I;3;;06/1998;SAO PAULO;SP;35.967;35.967;12.915;1.223;21.415;21;1;1998;6;Resumo
48;INDUSCRED;I;3;;06/1998;SAO PAULO;SP;32.911;32.911;14.136;2.333;15.905;32;1;1998;6;Resumo
49;EMBLEMA;I;3;2;06/1998;BELO HORIZONTE;MG;30.110;31.883;17.139;542;11.604;37;1;1998;6;Resumo
50;BCR;I;3;2;06/1998;PORTO ALEGRE;RS;27.080;27.080;-2.332;-10.309;15.011;5;1;1998;6;Resumo
51;MALCON;I;3;2;06/1998;PORTO ALEGRE;RS;24.078;24.078;16.478;851;333;47;1;1998;6;Resumo
52;MISASI;C;3;;06/1998;SAO PAULO;SP;23.082;23.082;9.521;-103;7.116;;;1998;6;Resumo
53;FICRISA AXELRUD;I;3;;06/1998;PORTO ALEGRE;RS;21.683;21.683;12.038;80;8.178;80;4;1998;6;Resumo
54;KEB;I;4;;06/1998;SAO PAULO;SP;20.795;20.795;18.938;1.109;1.302;5;1;1998;6;Resumo
55;HNF;I;3;2;06/1998;MOSSORO;RN;20.463;20.463;13.557;-2.260;2.085;1;1;1998;6;Resumo
56;POTTENCIAL;I;3;;06/1998;BELO HORIZONTE;MG;19.728;22.727;9.451;641;2.333;13;1;1998;6;Resumo
57;MAXINVEST;I;3;;06/1998;CURITIBA;PR;17.762;20.536;8.724;-334;7.062;32;3;1998;6;Resumo
58;FINANSINOS;I;3;2;06/1998;NOVO HAMBURGO;RS;17.150;17.150;9.423;65;6.310;35;1;1998;6;Resumo
59;PRIME;I;3;2;06/1998;RIO DE JANEIRO;RJ;16.976;16.976;9.020;330;6.906;;;1998;6;Resumo
60;TECNICORP;I;3;2;06/1998;FLORIANOPOLIS;SC;15.293;15.293;7.488;-1.328;6.198;13;4;1998;6;Resumo
61;MINAS;I;3;;06/1998;BELO HORIZONTE;MG;15.064;15.064;8.035;102;6.628;30;1;1998;6;Resumo
62;FITAL;I;3;;06/1998;RIO DE JANEIRO;RJ;14.649;14.649;14.125;641;0;4;1;1998;6;Resumo
63;PERFORMANCE;I;3;;06/1998;RIO DE JANEIRO;RJ;13.744;13.744;10.725;74;26;;;1998;6;Resumo
64;OK;I;3;;06/1998;BRASILIA;DF;12.771;12.771;6.503;611;829;;;1998;6;Resumo
65;INVESTOR;C;3;;06/1998;RIO DE JANEIRO;RJ;9.530;9.530;3.697;-1.593;0;;;1998;6;Resumo
66;ROYAL INVEST;I;3;2;06/1998;SAO PAULO;SP;9.342;9.342;8.833;471;0;;;1998;6;Resumo
67;STERLING;I;5;;06/1998;RIO DE JANEIRO;RJ;8.072;8.072;-3.687;-311;0;;;1998;6;Resumo
