Id;NomeIf;Segmento;Cnpj;DataInicioRegime;DataFimRegime;TipoRegime;Situacao;Uf
420;BEC - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;07299480000182;1987-02-26;1988-12-30;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);CE
417;BEC FINANCEIRA S.A. - CREDITO, INVESTIMENTOS E FINANCIAMENTO;Sociedade de Crédito, Financiamento e Investimento;07262041000103;1987-02-26;1988-12-30;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);CE
481;BEHRMANN CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;Sociedade Corretora de TVM;15210834000107;1987-03-26;1989-12-19;Liquidação extrajudicial;Encerrado (Falência.);BA
1.177;BELA VISTA ADMINISTRADORA DE CONSORCIOS LTDA;Administradora de Consórcio;90862921000156;2003-05-22;2004-11-11;Liquidação extrajudicial;Encerrado (Falência.);RS
395;BELAUTO ADMINISTRADORA LTDA;Administradora de Consórcio;05088570000107;1993-03-05;1994-11-21;Liquidação extrajudicial;Encerrado (Falência.);PA
572;BELGRAVIA PRODUCOES LTDA;Outras Empresas;27008861000172;1983-02-24;1984-01-10;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
573;BELGRAVIA PRODUCOES LTDA;Outras Empresas;27008861000172;1984-01-10;1987-04-29;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
808;BELGRAVIA PROPAGANDA LTDA;Outras Empresas;42276733000101;1983-01-21;1984-01-10;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
809;BELGRAVIA PROPAGANDA LTDA;Outras Empresas;42276733000101;1984-01-10;1987-04-29;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
580;BELL EMPRENDIMENTOS E PARTICIPACOES LTDA;Administr. e Participacao;27924042000175;1991-07-03;2005-03-16;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
410;BEM CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;06771695000191;1987-02-26;1988-09-22;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);MA
351;BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA (EX-CPM DTVM);Sociedade Distribuidora de TVM;00066670000100;1987-02-26;1988-09-22;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);MA
404;BEM FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS (EX- CPM CFI);Sociedade de Crédito, Financiamento e Investimento;06285381000189;1987-02-26;1988-09-22;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);MA
1.102;BEMFACIL ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;68327295000149;2002-02-21;2003-10-16;Liquidação extrajudicial;Encerrado (Falência.);SP
407;BEP - CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;06704803000103;1989-06-07;1990-09-20;Administração Especial Temporária (RAET);Encerrado (Apresentação de garantias e prosseguimento das atividades.);PI
100.001;BEP - CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;06704803000103;1990-09-20;1994-01-27;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PI
1.146;BESC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A. - BESCVAL;Sociedade Distribuidora de TVM;82518523000199;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);SC
1.153;BESC FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS - BESCREDI;Sociedade de Crédito, Financiamento e Investimento;83880427000159;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);SC
1.150;BESC S.A. - CORRETORA DE TITULOS, VALORES E CAMBIO - BESCAM;Sociedade Corretora de TVM;83043372000122;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);SC
1.151;BESC S.A. - CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;83725150000190;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);SC
726;BETA CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;33837568000110;1989-06-21;2008-07-04;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
564;BFC BANCO S.A.;Banco Múltiplo;25635129000105;1995-12-04;2009-08-19;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
520;BFC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;17392929000106;1995-12-04;2009-08-19;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
622;BFI - BANCO DE FINANCIAMENTO INTERNACIONAL S.A.;Banco Múltiplo;31136708000106;1996-04-17;1997-07-15;Liquidação extrajudicial;Encerrado (Falência.);SP
916;BFI - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;57977928000148;1996-04-17;1997-06-17;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
1.044;BIG S.A. - BANCO IRMAOS GUIMARAES;Banco Múltiplo;62199039000137;1995-08-25;2004-03-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.147;BLUVAL - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;82657578000180;1982-10-19;1983-04-13;Intervenção;Encerrado (Falência.);SC
847;BMD LEASING S.A. ARRENDAMENTO MERCANTIL;Sociedade de Arrendamento Mercantil;46521357000116;1998-05-15;2011-05-31;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.004;BMD S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS;Sociedade Corretora de TVM;61829644000181;1998-05-15;2011-05-31;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
961;BMD S.A. CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;60863230000106;1998-05-15;2011-05-31;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.050;BMD S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Sociedade Distribuidora de TVM;62225826000106;1998-05-15;2011-05-31;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
860;BMD S.A. SERVIÇOS TÉCNICOS E ADMINISTRATIVOS;Outras Empresas;48251722000145;1998-05-15;2011-05-31;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
842;BOMSENSO PROMOÇÕES PATRIMONIAIS LTDA;Administradora de Consórcio;46012332000197;2002-05-16;2011-04-25;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
744;BONANCA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;33863093000137;1987-08-31;1988-03-16;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.107;BRASBANCO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;69249449000194;1994-09-16;1996-01-23;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.028;BRASBANCO S.A. BANCO COMERCIAL;Banco Múltiplo;62111745000185;1994-09-16;1996-01-23;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
952;BRASCRED CIA. BRASILEIRA DE CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;60728524000125;1984-10-05;1985-09-27;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);ES
586;BRASCRED DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;28154987000118;1984-10-05;1985-09-27;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);ES
558;BRASICON BRASIL ADMINISTRADORA DE SISTEMA DE CONSORCIO LTDA;Administradora de Consórcio;25105933000174;1995-10-18;1996-10-01;Liquidação extrajudicial;Encerrado (Falência.);GO
381;BRASILAR ADMINISTRACAO E CONSORCIOS S.C. LTDA;Administradora de Consórcio;03652633000172;1994-12-16;1996-05-28;Liquidação extrajudicial;Encerrado (Falência.);DF
868;BRASILINVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;50614288000162;1985-03-19;1987-11-13;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
866;BRASILINVEST S.A. BANCO DE INVESTIMENTO;Banco de Investimento;50246131000121;1985-03-19;1990-02-22;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
907;BREEDING PARTICIPACOES S.A.;Outras Empresas;57067589000162;1998-10-30;1999-10-29;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);SP
908;BREEDING PARTICIPACOES S.A.;Outras Empresas;57067589000162;1999-10-29;2003-03-05;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
100.445;BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Sociedade de Crédito, Financiamento e Investimento;12865507000197;2023-02-15;2024-03-26;Liquidação extrajudicial;Encerrado (Falência.);SP
565;BROOKLIN DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;25640368000145;1987-11-09;1991-07-03;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
794;BURI ADMINISTRADORA DE CONSORCIOS S.C. LTDA.;Administradora de Consórcio;38890653000166;2002-05-16;2004-04-14;Liquidação extrajudicial;Encerrado (Falência.);RJ
722;BZRA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;33831173000100;1981-05-29;1982-11-08;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.193;C.B.V. - CORRETORA BRASILEIRA DE VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;92863463000103;1975-03-25;1976-03-15;Intervenção;Encerrado (Cessação da intervenção.);RS
1.059;C.R. 500 DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62274857000157;1994-07-11;1996-02-15;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.031;CABRAL DE MENEZES, SAO PAULO - CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;62136445000150;1980-11-25;1981-10-30;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
369;CAIXA ECONOMICA DO ESTADO DE GOIAS - CAIXEGO;Caixa Econômica Estadual;01600204000126;1990-09-20;1997-10-21;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);GO
491;CAIXA ECONOMICA DO ESTADO DE MINAS GERAIS - MINASCAIXA;Caixa Econômica Estadual;17176033000190;1987-05-15;1989-05-15;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);MG
492;CAIXA ECONOMICA DO ESTADO DE MINAS GERAIS - MINASCAIXA;Caixa Econômica Estadual;17176033000190;1991-03-15;1998-08-24;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);MG
1.049;CAMARGO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62220843000150;1990-09-12;1992-01-17;Liquidação extrajudicial;Encerrado (Falência.);SP
1.148;CAMPANHOLI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;82668781000151;1999-06-02;2000-06-15;Liquidação extrajudicial;Encerrado (Falência.);PR
1.025;CAPITANEA DISTRIBUIDORA TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62063813000188;1989-06-21;2011-05-24;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.053;CAPUAVA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62240767000145;1981-07-31;1983-10-10;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.632;CARAVELLO S.A - CORRETORA DE CAMBIO;Sociedade Corretora de Câmbio;03136334000185;2007-02-07;2010-08-06;Liquidação extrajudicial;Encerrado (Falência.);RJ
1.631;CARAVELLO S.A-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;33767039000198;2007-02-07;2010-08-06;Liquidação extrajudicial;Encerrado (Falência.);RJ
603;CARVALHO E CARVALHO CORRETORES DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;29978830000170;1983-06-28;1984-12-18;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
664;CASA COMERCIO E INDUSTRIA S.A.;Administr. e Participacao;33235482000118;1984-05-22;1988-03-30;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.410;CASA DO RADIO ADMINISTRADORA DE CONSORCIOS LTDA;Administradora de Consórcio;25692740000167;2005-01-14;2007-03-22;Liquidação extrajudicial;Encerrado (Falência.);MG
100.121;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;Sociedade Corretora de TVM;15230501000131;2015-10-07;2016-09-06;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);BA
372;CAVESA ADMINISTRADORA DE CONSORCIO S.C. LTDA;Administradora de Consórcio;02561355000185;1997-01-15;1997-11-11;Liquidação extrajudicial;Encerrado (Falência.);DF
1.680;CBN ADMINISTRADORA DE CONSORCIOS LTDA.;Administradora de Consórcio;02661197000135;2008-08-07;2010-07-15;Liquidação extrajudicial;Encerrado (Falência.);DF
100.561;CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Sociedade Distribuidora de TVM;34829992000186;2026-01-15;null;Liquidação extrajudicial;Ativo;SP
735;CEDRO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;33858630000150;1997-08-11;1998-08-07;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
600;CELTON CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Corretora de TVM;29710738000124;1989-06-21;2007-01-31;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
736;CERTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;33859794000100;1987-07-15;1988-05-16;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
100.400;CHB - COMPANHIA HIPOTECARIA BRASILEIRA;Companhia Hipotecária;10694628000198;2021-03-11;null;Liquidação extrajudicial;Ativo;RN
636;CIA BRASILEIRA DE ADMINISTRACAO E PARTICIPACAO S.A. - COBRASAP;Administr. e Participacao;33054941000167;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
637;CIA BRASILEIRA DE ADMINISTRACAO E PARTICIPACAO S.A. - COBRASAP;Administr. e Participacao;33054941000167;1976-03-15;1980-06-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.012;CIA CARIRI DE ADMINISTRACAO E PARTICIPACOES;Administr. e Participacao;61961538000157;1975-01-16;1980-03-17;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);SP
651;CIA COMERCIAL E INDUSTRIAL BRASIL - COCIB;Outras Empresas;33170028000126;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
652;CIA COMERCIAL E INDUSTRIAL BRASIL - COCIB;Outras Empresas;33170028000126;1976-03-15;1980-06-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
631;CIA CONSTRUTORA PEDERNEIRAS;Outras Empresas;33034901000153;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
632;CIA CONSTRUTORA PEDERNEIRAS;Outras Empresas;33034901000153;1976-03-15;1980-06-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
985;CIA FINANCEIRA DA SE - CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;61406583000140;1981-01-21;1981-05-18;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);SP
986;CIA FINANCEIRA DA SE - CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;61406583000140;1981-05-18;1983-06-13;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
1.966;CIA INVESTIMENTO OBOE;Outras Empresas;09135516000118;2011-09-15;2012-02-09;Intervenção;Encerrado (Falência.);CE
2.021;CIA INVESTIMENTO OBOE;Outras Empresas;09135516000118;2012-02-09;2014-01-31;Liquidação extrajudicial;Encerrado (Falência.);CE
682;CIA IPIRANGA CORRETORA DE CAMBIO E TITULOS;Sociedade Corretora de TVM;33552332000138;1975-03-25;1976-03-15;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);RJ
683;CIA IPIRANGA CORRETORA DE CAMBIO E TITULOS;Sociedade Corretora de TVM;33552332000138;1976-03-15;1980-02-14;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
630;CIA SAO CAMILO DE EMPREENDIMENTOS;Outras Empresas;33030735000117;1975-03-25;1976-03-15;Intervenção;Encerrado (Cessação da intervenção.);RJ
934;CIBRAFI - CIA BRASILEIRA DE CREDITO, FINANCIAMENTO E INVESTIMENTO;Sociedade de Crédito, Financiamento e Investimento;60392750000188;1973-05-16;1975-01-16;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);SP
935;CIBRAFI - CIA BRASILEIRA DE CREDITO, FINANCIAMENTO E INVESTIMENTO;Sociedade de Crédito, Financiamento e Investimento;60392750000188;1975-01-16;1981-11-17;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
688;CIFRA S.A. CREDITO, INVESTIMENTO E FINANCIAMENTO;Sociedade de Crédito, Financiamento e Investimento;08818152000108;1969-01-27;1979-11-07;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
392;CIRCUITO FINANCEIRO - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;04949707000108;1983-01-21;1984-01-09;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);RJ
100.082;CIRCUITO FINANCEIRO - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;04949707000108;1984-01-10;1989-12-20;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
371;CMI - COMPANHIA MERCANTIL E DE INCORPORACOES;Administr. e Participacao;02134666000168;1988-07-29;1990-02-22;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);GO
1.036;CMI - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62162482000133;1988-07-29;1990-02-22;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);GO
438;CODEPE - CORRETORA DE VALORES DE PERNAMBUCO S.A.;Sociedade Corretora de TVM;09512542000118;1990-09-18;1991-02-21;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);PE
456;CODIRA - CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Corretora de TVM;10978450000107;1983-03-07;1984-12-12;Liquidação extrajudicial;Encerrado (Falência.);PE
923;COELHO CORRETORA CAMBIO E VALORES LTDA;Sociedade Corretora de TVM;58188681000143;1985-09-05;1990-02-16;Liquidação extrajudicial;Encerrado (Falência.);SP
640;COENGE S.A. - ENGENHARIA E CONSTRUCOES;Outras Empresas;33095548000111;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
641;COENGE S.A. - ENGENHARIA E CONSTRUCOES;Outras Empresas;33095548000111;1976-03-15;1977-01-25;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
748;COFRE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;33876269000195;1969-09-16;1978-04-18;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);RJ
697;COFRE REPRESENTACOES LTDA;Outras Empresas;33656869000148;1969-09-16;1978-04-18;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);RJ
892;COIRMAOS PARTICIPACOES;Administr. e Participacao;53973160000183;1985-11-19;1987-04-03;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
350;COLMEIA ASSOCIACAO DE POUPANCA E EMPRESTIMO;Associação de Poupança e Empréstimo;00051904000146;1984-05-22;1988-11-22;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);DF
848;COMERCIAL E INCORPORADORA FORLANI LTDA;Outras Empresas;46555538000163;1981-05-22;1985-02-06;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
936;COMIND BANCO DE INVESTIMENTO S.A.;Banco de Investimento;60394939000100;1985-11-19;1988-05-16;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
974;COMIND FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;Sociedade de Crédito, Financiamento e Investimento;61083903000178;1985-11-19;1988-04-14;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
849;COMIND LEASING S.A. ARRENDAMENTO MERCANTIL;Sociedade de Arrendamento Mercantil;47184932000103;1985-11-19;1988-06-14;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
692;COMIND RIO S.A. DE CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;33634734000181;1985-11-19;1989-05-09;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
983;COMIND S.A.;Administr. e Participacao;61364345000119;1985-11-19;1987-11-30;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
863;COMIND S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS;Sociedade Corretora de TVM;49331218000118;1985-11-19;1986-03-06;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
999;COMIND S.A. DE CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;61775672000163;1985-11-19;1989-05-09;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.029;COMIND S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62119599000134;1985-11-19;1988-03-16;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
975;COMIND S.A. SERVICOS TECNICOS E PROCESSAMENTO DE DADOS;Outras Empresas;61181251000104;1985-11-19;1988-03-16;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.086;COMMANDER - ADMINISTRADORA DE INVESTIMENTOS S.C. LTDA;Administradora de Consórcio;62570700000179;1994-10-11;1995-08-09;Liquidação extrajudicial;Encerrado (Falência.);SP
797;COMPACTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;929224420003;1976-11-18;1979-02-05;Liquidação extrajudicial;Encerrado (Falência.);SP
780;CONAB CONSORCIO NACIONAL DE BENS LTDA;Administradora de Consórcio;35004522000146;2003-09-04;2004-12-22;Liquidação extrajudicial;Encerrado (Falência.);CE
913;CONABEN ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;57812760000110;1994-11-08;1996-05-21;Liquidação extrajudicial;Encerrado (Falência.);SP
927;CONAUTO ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;58720228000136;1999-10-15;2003-11-05;Liquidação extrajudicial;Encerrado (Falência.);SP
858;CONDECAR S.C. ADMINISTRACAO DE NEGOCIOS LTDA;Administradora de Consórcio;47902135000106;1992-09-08;1993-11-24;Liquidação extrajudicial;Encerrado (Falência.);SP
1.861;CONFIANÇA ADMINISTRADORA DE CONSÓRCIO LTDA;Administradora de Consórcio;37622206000163;2011-02-17;2016-05-24;Liquidação extrajudicial;Encerrado (Falência.);DF
984;CONMOVEL - CONSORCIO NACIONAL DE MOTO VEICULOS E ELETRODOMESTICOS S.C. LTDA;Administradora de Consórcio;61400461000146;1994-12-02;1996-10-01;Liquidação extrajudicial;Encerrado (Falência.);GO
875;CONPEN EMPREENDIMENTOS S.C. LTDA;Administradora de Consórcio;51101533000109;1993-10-13;1994-10-28;Liquidação extrajudicial;Encerrado (Falência.);SP
841;CONRODA - ADMINISTRADORA E ORGANIZADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;45771151000181;1994-10-11;1995-07-12;Liquidação extrajudicial;Encerrado (Falência.);SP
2.161;CONSAVEL ADMINISTRADORA DE CONSORCIOS LTDA;Administradora de Consórcio;55489553000141;2013-02-07;2014-12-10;Liquidação extrajudicial;Encerrado (Falência.);SP
1.392;CONSLAR ADMINISTRACAO DE CONSORCIOS S/C LTDA;Administradora de Consórcio;32601460000161;2004-12-09;2006-01-09;Liquidação extrajudicial;Encerrado (Falência.);BA
853;CONSOBRAVE - ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;47333315000114;1985-06-26;1986-09-25;Liquidação extrajudicial;Encerrado (Falência.);SP
817;CONSORCIO 'M' LTDA;Administradora de Consórcio;42513101000106;1999-03-23;2003-05-22;Liquidação extrajudicial;Encerrado (Falência.);SP
902;CONSORCIO BANDEIRANTE S.C. LTDA;Administradora de Consórcio;55750921000163;1992-10-15;1999-11-03;Liquidação extrajudicial;Encerrado (Falência.);SP
548;CONSORCIO BH MINAS S.C. LTDA;Administradora de Consórcio;24028235000150;1993-12-06;2000-09-27;Liquidação extrajudicial;Encerrado (Falência.);MG
852;CONSORCIO CAPITAL AUTOMOTORES S.C. LTDA;Administradora de Consórcio;47310172000125;1984-11-29;1989-11-09;Liquidação extrajudicial;Encerrado (Falência.);SP
1.820;CONSORCIO FIORELLI ADMINISTRACAO DE BENS S/C LTDA;Administradora de Consórcio;45793684000164;2010-03-11;2013-06-19;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
528;CONSORCIO MERCANTIL S/C LTDA;Administradora de Consórcio;19252816000130;1994-08-12;2012-07-26;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);MG
563;CONSORCIO MINEIRO LTDA;Administradora de Consórcio;25574195000104;2001-03-28;2007-12-13;Liquidação extrajudicial;Encerrado (Falência.);MG
862;CONSORCIO NACIONAL APIS S.C. LTDA;Administradora de Consórcio;49134018000175;1999-10-15;2002-05-15;Liquidação extrajudicial;Encerrado (Falência.);PR
988;CONSORCIO NACIONAL AUTOREDE LTDA.;Administradora de Consórcio;61418893000184;2004-02-19;2006-08-07;Liquidação extrajudicial;Encerrado (Falência.);SP
1.600;CONSORCIO NACIONAL CIDADELA S/C LTDA.;Administradora de Consórcio;82282401000146;2006-11-01;2009-04-17;Liquidação extrajudicial;Encerrado (Falência.);PR
